r,rr,AC,DC,Source,Project(s),Vintage
p116,p121,281,281,,DC: VSC macrogrid,
p117,p110,152,152,,DC: VSC macrogrid,
p117,p112,182,182,,DC: VSC macrogrid,
p117,p116,119,119,,DC: VSC macrogrid,
p117,p118,284,284,,DC: VSC macrogrid,
p118,p92,463,463,,DC: VSC macrogrid,
p118,p97,226,226,,DC: VSC macrogrid,
p118,p99,328,328,,DC: VSC macrogrid,
p118,p109,502,502,,DC: VSC macrogrid,
p118,p110,210,210,,DC: VSC macrogrid,
p118,p116,338,338,,DC: VSC macrogrid,
p118,p117,284,284,,DC: VSC macrogrid,
p119,p122,211,211,,DC: VSC macrogrid,
p120,p116,324,324,,DC: VSC macrogrid,
p120,p121,26,26,,DC: VSC macrogrid,
p120,p122,184,184,,DC: VSC macrogrid,
p121,p99,302,302,,DC: VSC macrogrid,
p121,p116,281,281,,DC: VSC macrogrid,
p121,p120,26,26,,DC: VSC macrogrid,
p121,p122,211,211,,DC: VSC macrogrid,
p121,p123,122,122,,DC: VSC macrogrid,
p122,p111,427,427,,DC: VSC macrogrid,
p122,p115,363,363,,DC: VSC macrogrid,
p122,p119,211,211,,DC: VSC macrogrid,
p122,p120,184,184,,DC: VSC macrogrid,
p122,p121,211,211,,DC: VSC macrogrid,
p122,p123,222,222,,DC: VSC macrogrid,
p122,p125,83,83,,DC: VSC macrogrid,
p122,p126,33,33,,DC: VSC macrogrid,
p122,p127,265,265,,DC: VSC macrogrid,
p123,p99,268,268,,DC: VSC macrogrid,
p123,p121,122,122,,DC: VSC macrogrid,
p123,p122,222,222,,DC: VSC macrogrid,
p123,p124,334,334,,DC: VSC macrogrid,
p123,p125,210,210,,DC: VSC macrogrid,
p124,p123,334,334,,DC: VSC macrogrid,
p125,p122,83,83,,DC: VSC macrogrid,
p125,p123,210,210,,DC: VSC macrogrid,
p125,p126,146,146,,DC: VSC macrogrid,
p126,p122,33,33,,DC: VSC macrogrid,
p126,p125,146,146,,DC: VSC macrogrid,
p126,p127,249,249,,DC: VSC macrogrid,
p127,p122,265,265,,DC: VSC macrogrid,
p127,p126,249,249,,DC: VSC macrogrid,
p127,p128,177,177,,DC: VSC macrogrid,
p127,p129,249,249,,DC: VSC macrogrid,
p127,p131,197,197,,DC: VSC macrogrid,
p127,p132,149,149,,DC: VSC macrogrid,
p128,p127,177,177,,DC: VSC macrogrid,
p128,p132,40,40,,DC: VSC macrogrid,
p129,p127,249,249,,DC: VSC macrogrid,
p129,p130,233,233,,DC: VSC macrogrid,
p129,p131,257,257,,DC: VSC macrogrid,
p130,p129,233,233,,DC: VSC macrogrid,
p130,p131,64,64,,DC: VSC macrogrid,
p130,p134,137,137,,DC: VSC macrogrid,
p131,p127,197,197,,DC: VSC macrogrid,
p131,p129,257,257,,DC: VSC macrogrid,
p131,p130,64,64,,DC: VSC macrogrid,
p131,p132,178,178,,DC: VSC macrogrid,
p131,p133,69,69,,DC: VSC macrogrid,
p131,p134,164,148,ABB,Average of Maine Greenline + Northeast Energy Link,New
p132,p127,149,149,,DC: VSC macrogrid,
p132,p128,40,40,,DC: VSC macrogrid,
p132,p131,178,178,,DC: VSC macrogrid,
p132,p133,152,152,,DC: VSC macrogrid,
p133,p131,69,69,,DC: VSC macrogrid,
p133,p132,152,152,,DC: VSC macrogrid,
p134,p130,137,137,,DC: VSC macrogrid,
p134,p131,164,148,ABB,Average of Maine Greenline + Northeast Energy Link,New
p1,p9,,1093,NARIS,,
p9,p10,,438,NARIS,,
p10,p13,,305,NARIS,,
p13,p33,,1007,NARIS,,
p33,p48,,772,NARIS,,
p33,p72,,1177,NARIS,,
p10,p28,,422,NARIS,,
p28,p66,,1927,NARIS,,
p66,p94,,1134,NARIS,,
p94,p101,,610,NARIS,,
p66,p72,,1143,NARIS,,
p70,p72,,409,NARIS,,
p43,p70,,586,NARIS,,
p35,p43,,762,NARIS,,
p1,p35,,1130,NARIS,,
p9,p1,,1093,NARIS,,
p10,p9,,438,NARIS,,
p13,p10,,305,NARIS,,
p33,p13,,1007,NARIS,,
p48,p33,,772,NARIS,,
p72,p33,,1177,NARIS,,
p28,p10,,422,NARIS,,
p66,p28,,1927,NARIS,,
p94,p66,,1134,NARIS,,
p101,p94,,610,NARIS,,
p72,p66,,1143,NARIS,,
p72,p70,,409,NARIS,,
p70,p43,,586,NARIS,,
p43,p35,,762,NARIS,,
p35,p1,,1130,NARIS,,
p1,p10,,1442.64,1.5x geodesic distance,combinatorial,
p1,p100,,3398.65,1.5x geodesic distance,combinatorial,
p1,p101,,3792.99,1.5x geodesic distance,combinatorial,
p1,p102,,4096.74,1.5x geodesic distance,combinatorial,
p1,p103,,2905.92,1.5x geodesic distance,combinatorial,
p1,p104,,2732.18,1.5x geodesic distance,combinatorial,
p1,p105,,2816.12,1.5x geodesic distance,combinatorial,
p1,p106,,2808.65,1.5x geodesic distance,combinatorial,
p1,p107,,2805.06,1.5x geodesic distance,combinatorial,
p1,p108,,2846.8,1.5x geodesic distance,combinatorial,
p1,p109,,2917.07,1.5x geodesic distance,combinatorial,
p1,p11,,1579.58,1.5x geodesic distance,combinatorial,
p1,p110,,3182.92,1.5x geodesic distance,combinatorial,
p1,p111,,3040.72,1.5x geodesic distance,combinatorial,
p1,p112,,3020.17,1.5x geodesic distance,combinatorial,
p1,p113,,2946.65,1.5x geodesic distance,combinatorial,
p1,p114,,2958.3,1.5x geodesic distance,combinatorial,
p1,p115,,3207.98,1.5x geodesic distance,combinatorial,
p1,p116,,3156.13,1.5x geodesic distance,combinatorial,
p1,p117,,3198.59,1.5x geodesic distance,combinatorial,
p1,p118,,3375.17,1.5x geodesic distance,combinatorial,
p1,p119,,3340.61,1.5x geodesic distance,combinatorial,
p1,p12,,854.04,1.5x geodesic distance,combinatorial,
p1,p120,,3397.36,1.5x geodesic distance,combinatorial,
p1,p121,,3406.56,1.5x geodesic distance,combinatorial,
p1,p122,,3566.91,1.5x geodesic distance,combinatorial,
p1,p123,,3493.84,1.5x geodesic distance,combinatorial,
p1,p124,,3645.67,1.5x geodesic distance,combinatorial,
p1,p125,,3584.9,1.5x geodesic distance,combinatorial,
p1,p126,,3586.2,1.5x geodesic distance,combinatorial,
p1,p127,,3540.27,1.5x geodesic distance,combinatorial,
p1,p128,,3660.87,1.5x geodesic distance,combinatorial,
p1,p129,,3500.51,1.5x geodesic distance,combinatorial,
p1,p13,,1297.24,1.5x geodesic distance,combinatorial,
p1,p130,,3683.79,1.5x geodesic distance,combinatorial,
p1,p131,,3740.2,1.5x geodesic distance,combinatorial,
p1,p132,,3646.78,1.5x geodesic distance,combinatorial,
p1,p133,,3740.07,1.5x geodesic distance,combinatorial,
p1,p134,,3720.25,1.5x geodesic distance,combinatorial,
p1,p15,,604.91,1.5x geodesic distance,combinatorial,
p1,p16,,861.77,1.5x geodesic distance,combinatorial,
p1,p17,,593.53,1.5x geodesic distance,combinatorial,
p1,p18,,774.26,1.5x geodesic distance,combinatorial,
p1,p19,,1094.98,1.5x geodesic distance,combinatorial,
p1,p20,,1000.01,1.5x geodesic distance,combinatorial,
p1,p21,,1120.84,1.5x geodesic distance,combinatorial,
p1,p22,,1179.13,1.5x geodesic distance,combinatorial,
p1,p23,,1261.12,1.5x geodesic distance,combinatorial,
p1,p24,,1457.98,1.5x geodesic distance,combinatorial,
p1,p25,,1045.84,1.5x geodesic distance,combinatorial,
p1,p26,,1205.84,1.5x geodesic distance,combinatorial,
p1,p27,,1490.58,1.5x geodesic distance,combinatorial,
p1,p28,,1659.72,1.5x geodesic distance,combinatorial,
p1,p29,,1594.9,1.5x geodesic distance,combinatorial,
p1,p3,,344.94,1.5x geodesic distance,combinatorial,
p1,p30,,1828.93,1.5x geodesic distance,combinatorial,
p1,p31,,1772.56,1.5x geodesic distance,combinatorial,
p1,p32,,1426.56,1.5x geodesic distance,combinatorial,
p1,p33,,1531.12,1.5x geodesic distance,combinatorial,
p1,p34,,1600.25,1.5x geodesic distance,combinatorial,
p1,p36,,1519.98,1.5x geodesic distance,combinatorial,
p1,p37,,1797.05,1.5x geodesic distance,combinatorial,
p1,p38,,1900.43,1.5x geodesic distance,combinatorial,
p1,p39,,1495.89,1.5x geodesic distance,combinatorial,
p1,p40,,1904.13,1.5x geodesic distance,combinatorial,
p1,p41,,2050.34,1.5x geodesic distance,combinatorial,
p1,p42,,1840,1.5x geodesic distance,combinatorial,
p1,p43,,2094.32,1.5x geodesic distance,combinatorial,
p1,p44,,1934.33,1.5x geodesic distance,combinatorial,
p1,p45,,2067.25,1.5x geodesic distance,combinatorial,
p1,p46,,2275.94,1.5x geodesic distance,combinatorial,
p1,p47,,2024.13,1.5x geodesic distance,combinatorial,
p1,p48,,2156.73,1.5x geodesic distance,combinatorial,
p1,p49,,1953.27,1.5x geodesic distance,combinatorial,
p1,p5,,213.78,1.5x geodesic distance,combinatorial,
p1,p50,,2285.89,1.5x geodesic distance,combinatorial,
p1,p51,,2346.2,1.5x geodesic distance,combinatorial,
p1,p52,,1906.41,1.5x geodesic distance,combinatorial,
p1,p53,,2155,1.5x geodesic distance,combinatorial,
p1,p54,,2256.59,1.5x geodesic distance,combinatorial,
p1,p55,,2454.51,1.5x geodesic distance,combinatorial,
p1,p56,,2466.95,1.5x geodesic distance,combinatorial,
p1,p57,,2669.81,1.5x geodesic distance,combinatorial,
p1,p58,,3149.35,1.5x geodesic distance,combinatorial,
p1,p59,,2058.41,1.5x geodesic distance,combinatorial,
p1,p6,,544.72,1.5x geodesic distance,combinatorial,
p1,p60,,2284.36,1.5x geodesic distance,combinatorial,
p1,p61,,2316.54,1.5x geodesic distance,combinatorial,
p1,p62,,2266.64,1.5x geodesic distance,combinatorial,
p1,p63,,2515.16,1.5x geodesic distance,combinatorial,
p1,p64,,2654.22,1.5x geodesic distance,combinatorial,
p1,p65,,2672.05,1.5x geodesic distance,combinatorial,
p1,p66,,2887.07,1.5x geodesic distance,combinatorial,
p1,p67,,2831.59,1.5x geodesic distance,combinatorial,
p1,p68,,2069.41,1.5x geodesic distance,combinatorial,
p1,p69,,2250.08,1.5x geodesic distance,combinatorial,
p1,p7,,535.36,1.5x geodesic distance,combinatorial,
p1,p70,,2200.69,1.5x geodesic distance,combinatorial,
p1,p71,,2339.33,1.5x geodesic distance,combinatorial,
p1,p72,,2582.75,1.5x geodesic distance,combinatorial,
p1,p73,,2515.28,1.5x geodesic distance,combinatorial,
p1,p74,,2455.08,1.5x geodesic distance,combinatorial,
p1,p75,,2476.6,1.5x geodesic distance,combinatorial,
p1,p76,,2457.8,1.5x geodesic distance,combinatorial,
p1,p77,,2320.78,1.5x geodesic distance,combinatorial,
p1,p78,,2432.71,1.5x geodesic distance,combinatorial,
p1,p79,,2537.13,1.5x geodesic distance,combinatorial,
p1,p8,,648.52,1.5x geodesic distance,combinatorial,
p1,p80,,2600.27,1.5x geodesic distance,combinatorial,
p1,p81,,2420.32,1.5x geodesic distance,combinatorial,
p1,p82,,2517.66,1.5x geodesic distance,combinatorial,
p1,p83,,2648.73,1.5x geodesic distance,combinatorial,
p1,p84,,2677.8,1.5x geodesic distance,combinatorial,
p1,p85,,2673.32,1.5x geodesic distance,combinatorial,
p1,p86,,2837.06,1.5x geodesic distance,combinatorial,
p1,p87,,2977.93,1.5x geodesic distance,combinatorial,
p1,p88,,2947.16,1.5x geodesic distance,combinatorial,
p1,p89,,3120.91,1.5x geodesic distance,combinatorial,
p1,p90,,3230.37,1.5x geodesic distance,combinatorial,
p1,p91,,3303.33,1.5x geodesic distance,combinatorial,
p1,p92,,2962.02,1.5x geodesic distance,combinatorial,
p1,p93,,2937.17,1.5x geodesic distance,combinatorial,
p1,p94,,3267.13,1.5x geodesic distance,combinatorial,
p1,p95,,3343.08,1.5x geodesic distance,combinatorial,
p1,p96,,3636.43,1.5x geodesic distance,combinatorial,
p1,p97,,3430.61,1.5x geodesic distance,combinatorial,
p1,p98,,3547.71,1.5x geodesic distance,combinatorial,
p1,p99,,3675.84,1.5x geodesic distance,combinatorial,
p10,p1,,1442.64,1.5x geodesic distance,combinatorial,
p10,p100,,3353.08,1.5x geodesic distance,combinatorial,
p10,p101,,3224.65,1.5x geodesic distance,combinatorial,
p10,p102,,3499.38,1.5x geodesic distance,combinatorial,
p10,p103,,2970.41,1.5x geodesic distance,combinatorial,
p10,p104,,2778.57,1.5x geodesic distance,combinatorial,
p10,p105,,2801.53,1.5x geodesic distance,combinatorial,
p10,p106,,2710.67,1.5x geodesic distance,combinatorial,
p10,p107,,2595.07,1.5x geodesic distance,combinatorial,
p10,p108,,2631.58,1.5x geodesic distance,combinatorial,
p10,p109,,2742.39,1.5x geodesic distance,combinatorial,
p10,p110,,3010.07,1.5x geodesic distance,combinatorial,
p10,p111,,3071.31,1.5x geodesic distance,combinatorial,
p10,p112,,2964.84,1.5x geodesic distance,combinatorial,
p10,p113,,2867.96,1.5x geodesic distance,combinatorial,
p10,p114,,2846.62,1.5x geodesic distance,combinatorial,
p10,p115,,3202.26,1.5x geodesic distance,combinatorial,
p10,p116,,3079.7,1.5x geodesic distance,combinatorial,
p10,p117,,3077.55,1.5x geodesic distance,combinatorial,
p10,p118,,3224.35,1.5x geodesic distance,combinatorial,
p10,p119,,3370.68,1.5x geodesic distance,combinatorial,
p10,p120,,3390.63,1.5x geodesic distance,combinatorial,
p10,p121,,3386.12,1.5x geodesic distance,combinatorial,
p10,p122,,3586.83,1.5x geodesic distance,combinatorial,
p10,p123,,3448.09,1.5x geodesic distance,combinatorial,
p10,p124,,3563.39,1.5x geodesic distance,combinatorial,
p10,p125,,3565.72,1.5x geodesic distance,combinatorial,
p10,p126,,3619.29,1.5x geodesic distance,combinatorial,
p10,p127,,3685.86,1.5x geodesic distance,combinatorial,
p10,p128,,3732.25,1.5x geodesic distance,combinatorial,
p10,p129,,3726.43,1.5x geodesic distance,combinatorial,
p10,p130,,3859.68,1.5x geodesic distance,combinatorial,
p10,p131,,3892.1,1.5x geodesic distance,combinatorial,
p10,p132,,3734.12,1.5x geodesic distance,combinatorial,
p10,p133,,3868.68,1.5x geodesic distance,combinatorial,
p10,p134,,3949.51,1.5x geodesic distance,combinatorial,
p10,p14,,1289.17,1.5x geodesic distance,combinatorial,
p10,p15,,1007.45,1.5x geodesic distance,combinatorial,
p10,p17,,1373.1,1.5x geodesic distance,combinatorial,
p10,p18,,1497.94,1.5x geodesic distance,combinatorial,
p10,p19,,1720.69,1.5x geodesic distance,combinatorial,
p10,p20,,1440.18,1.5x geodesic distance,combinatorial,
p10,p21,,1225.84,1.5x geodesic distance,combinatorial,
p10,p22,,1414.08,1.5x geodesic distance,combinatorial,
p10,p23,,1472.22,1.5x geodesic distance,combinatorial,
p10,p24,,1323.28,1.5x geodesic distance,combinatorial,
p10,p29,,788.06,1.5x geodesic distance,combinatorial,
p10,p3,,1417.01,1.5x geodesic distance,combinatorial,
p10,p30,,660.39,1.5x geodesic distance,combinatorial,
p10,p32,,1590.93,1.5x geodesic distance,combinatorial,
p10,p33,,1245.69,1.5x geodesic distance,combinatorial,
p10,p34,,1225.69,1.5x geodesic distance,combinatorial,
p10,p35,,1611.63,1.5x geodesic distance,combinatorial,
p10,p36,,1903.53,1.5x geodesic distance,combinatorial,
p10,p37,,2142.01,1.5x geodesic distance,combinatorial,
p10,p38,,1990.68,1.5x geodesic distance,combinatorial,
p10,p39,,1438.94,1.5x geodesic distance,combinatorial,
p10,p4,,1362.7,1.5x geodesic distance,combinatorial,
p10,p40,,1779.75,1.5x geodesic distance,combinatorial,
p10,p41,,1965.48,1.5x geodesic distance,combinatorial,
p10,p42,,2225.77,1.5x geodesic distance,combinatorial,
p10,p43,,2285.99,1.5x geodesic distance,combinatorial,
p10,p44,,2091.79,1.5x geodesic distance,combinatorial,
p10,p45,,2075.04,1.5x geodesic distance,combinatorial,
p10,p46,,2388.92,1.5x geodesic distance,combinatorial,
p10,p47,,1181.14,1.5x geodesic distance,combinatorial,
p10,p48,,1406.4,1.5x geodesic distance,combinatorial,
p10,p49,,1440.44,1.5x geodesic distance,combinatorial,
p10,p50,,1767.09,1.5x geodesic distance,combinatorial,
p10,p51,,1900.58,1.5x geodesic distance,combinatorial,
p10,p52,,1510.24,1.5x geodesic distance,combinatorial,
p10,p53,,1793.19,1.5x geodesic distance,combinatorial,
p10,p54,,2030.86,1.5x geodesic distance,combinatorial,
p10,p55,,2119.67,1.5x geodesic distance,combinatorial,
p10,p56,,2049.43,1.5x geodesic distance,combinatorial,
p10,p57,,2037.56,1.5x geodesic distance,combinatorial,
p10,p58,,2504.58,1.5x geodesic distance,combinatorial,
p10,p59,,1042.47,1.5x geodesic distance,combinatorial,
p10,p6,,943.25,1.5x geodesic distance,combinatorial,
p10,p60,,1462.82,1.5x geodesic distance,combinatorial,
p10,p61,,1377.07,1.5x geodesic distance,combinatorial,
p10,p62,,1395.05,1.5x geodesic distance,combinatorial,
p10,p63,,1850.82,1.5x geodesic distance,combinatorial,
p10,p64,,1834.8,1.5x geodesic distance,combinatorial,
p10,p65,,1795.5,1.5x geodesic distance,combinatorial,
p10,p66,,2152.76,1.5x geodesic distance,combinatorial,
p10,p67,,2054.59,1.5x geodesic distance,combinatorial,
p10,p68,,2204.39,1.5x geodesic distance,combinatorial,
p10,p69,,2272.89,1.5x geodesic distance,combinatorial,
p10,p7,,1042.95,1.5x geodesic distance,combinatorial,
p10,p70,,2154.66,1.5x geodesic distance,combinatorial,
p10,p71,,2207.18,1.5x geodesic distance,combinatorial,
p10,p72,,2377.76,1.5x geodesic distance,combinatorial,
p10,p73,,2249.91,1.5x geodesic distance,combinatorial,
p10,p74,,2739.54,1.5x geodesic distance,combinatorial,
p10,p75,,2641.69,1.5x geodesic distance,combinatorial,
p10,p76,,2606.33,1.5x geodesic distance,combinatorial,
p10,p77,,2447.1,1.5x geodesic distance,combinatorial,
p10,p78,,2505.03,1.5x geodesic distance,combinatorial,
p10,p79,,2614.66,1.5x geodesic distance,combinatorial,
p10,p8,,829.44,1.5x geodesic distance,combinatorial,
p10,p80,,2606.72,1.5x geodesic distance,combinatorial,
p10,p81,,2387.9,1.5x geodesic distance,combinatorial,
p10,p82,,2442.54,1.5x geodesic distance,combinatorial,
p10,p83,,2551.45,1.5x geodesic distance,combinatorial,
p10,p84,,2361.75,1.5x geodesic distance,combinatorial,
p10,p85,,2211.65,1.5x geodesic distance,combinatorial,
p10,p86,,2262.82,1.5x geodesic distance,combinatorial,
p10,p87,,2433.37,1.5x geodesic distance,combinatorial,
p10,p88,,2525.81,1.5x geodesic distance,combinatorial,
p10,p89,,2697.38,1.5x geodesic distance,combinatorial,
p10,p90,,2656.53,1.5x geodesic distance,combinatorial,
p10,p91,,2735.47,1.5x geodesic distance,combinatorial,
p10,p92,,2668,1.5x geodesic distance,combinatorial,
p10,p93,,2689.6,1.5x geodesic distance,combinatorial,
p10,p94,,2898.34,1.5x geodesic distance,combinatorial,
p10,p95,,3051.16,1.5x geodesic distance,combinatorial,
p10,p96,,3294.75,1.5x geodesic distance,combinatorial,
p10,p97,,3176.96,1.5x geodesic distance,combinatorial,
p10,p98,,3350.34,1.5x geodesic distance,combinatorial,
p10,p99,,3555.49,1.5x geodesic distance,combinatorial,
p100,p1,,3398.65,1.5x geodesic distance,combinatorial,
p100,p10,,3353.08,1.5x geodesic distance,combinatorial,
p100,p101,,1218.53,1.5x geodesic distance,combinatorial,
p100,p102,,1395.53,1.5x geodesic distance,combinatorial,
p100,p103,,505.99,1.5x geodesic distance,combinatorial,
p100,p104,,666.86,1.5x geodesic distance,combinatorial,
p100,p105,,588.21,1.5x geodesic distance,combinatorial,
p100,p106,,644.62,1.5x geodesic distance,combinatorial,
p100,p107,,772.33,1.5x geodesic distance,combinatorial,
p100,p108,,741.68,1.5x geodesic distance,combinatorial,
p100,p109,,622.53,1.5x geodesic distance,combinatorial,
p100,p11,,3317.61,1.5x geodesic distance,combinatorial,
p100,p110,,396.17,1.5x geodesic distance,combinatorial,
p100,p111,,366.73,1.5x geodesic distance,combinatorial,
p100,p112,,395.18,1.5x geodesic distance,combinatorial,
p100,p113,,487.61,1.5x geodesic distance,combinatorial,
p100,p114,,506.71,1.5x geodesic distance,combinatorial,
p100,p115,,195.64,1.5x geodesic distance,combinatorial,
p100,p118,,244.8,1.5x geodesic distance,combinatorial,
p100,p119,,168.91,1.5x geodesic distance,combinatorial,
p100,p12,,3315.96,1.5x geodesic distance,combinatorial,
p100,p120,,88.51,1.5x geodesic distance,combinatorial,
p100,p121,,59.82,1.5x geodesic distance,combinatorial,
p100,p122,,254.44,1.5x geodesic distance,combinatorial,
p100,p123,,97.54,1.5x geodesic distance,combinatorial,
p100,p124,,248.93,1.5x geodesic distance,combinatorial,
p100,p125,,213.1,1.5x geodesic distance,combinatorial,
p100,p126,,293.97,1.5x geodesic distance,combinatorial,
p100,p127,,500.94,1.5x geodesic distance,combinatorial,
p100,p128,,425.52,1.5x geodesic distance,combinatorial,
p100,p129,,668.93,1.5x geodesic distance,combinatorial,
p100,p13,,3040.27,1.5x geodesic distance,combinatorial,
p100,p130,,657.2,1.5x geodesic distance,combinatorial,
p100,p131,,646.46,1.5x geodesic distance,combinatorial,
p100,p132,,445.21,1.5x geodesic distance,combinatorial,
p100,p133,,599.16,1.5x geodesic distance,combinatorial,
p100,p134,,799.89,1.5x geodesic distance,combinatorial,
p100,p14,,3022.78,1.5x geodesic distance,combinatorial,
p100,p15,,2975.52,1.5x geodesic distance,combinatorial,
p100,p16,,2660.93,1.5x geodesic distance,combinatorial,
p100,p17,,2808.56,1.5x geodesic distance,combinatorial,
p100,p18,,2624.87,1.5x geodesic distance,combinatorial,
p100,p19,,2316.65,1.5x geodesic distance,combinatorial,
p100,p2,,3272.04,1.5x geodesic distance,combinatorial,
p100,p20,,2409.68,1.5x geodesic distance,combinatorial,
p100,p21,,2386.75,1.5x geodesic distance,combinatorial,
p100,p22,,2259.96,1.5x geodesic distance,combinatorial,
p100,p23,,2173.8,1.5x geodesic distance,combinatorial,
p100,p24,,2117.82,1.5x geodesic distance,combinatorial,
p100,p25,,2676.8,1.5x geodesic distance,combinatorial,
p100,p26,,2493.08,1.5x geodesic distance,combinatorial,
p100,p27,,3023.19,1.5x geodesic distance,combinatorial,
p100,p28,,2878.08,1.5x geodesic distance,combinatorial,
p100,p29,,2569.73,1.5x geodesic distance,combinatorial,
p100,p3,,3053.89,1.5x geodesic distance,combinatorial,
p100,p30,,2836.52,1.5x geodesic distance,combinatorial,
p100,p31,,2385.16,1.5x geodesic distance,combinatorial,
p100,p32,,2003.07,1.5x geodesic distance,combinatorial,
p100,p33,,2144.06,1.5x geodesic distance,combinatorial,
p100,p34,,2141.6,1.5x geodesic distance,combinatorial,
p100,p35,,2225.31,1.5x geodesic distance,combinatorial,
p100,p36,,1882.97,1.5x geodesic distance,combinatorial,
p100,p37,,1617.93,1.5x geodesic distance,combinatorial,
p100,p38,,1512.97,1.5x geodesic distance,combinatorial,
p100,p39,,2025.08,1.5x geodesic distance,combinatorial,
p100,p4,,3183.6,1.5x geodesic distance,combinatorial,
p100,p40,,1612.35,1.5x geodesic distance,combinatorial,
p100,p41,,1429.21,1.5x geodesic distance,combinatorial,
p100,p42,,1594.67,1.5x geodesic distance,combinatorial,
p100,p43,,1306.66,1.5x geodesic distance,combinatorial,
p100,p44,,1465.79,1.5x geodesic distance,combinatorial,
p100,p45,,1363.18,1.5x geodesic distance,combinatorial,
p100,p46,,1122.71,1.5x geodesic distance,combinatorial,
p100,p47,,2277.44,1.5x geodesic distance,combinatorial,
p100,p48,,2059.2,1.5x geodesic distance,combinatorial,
p100,p49,,1922.18,1.5x geodesic distance,combinatorial,
p100,p5,,3435.6,1.5x geodesic distance,combinatorial,
p100,p50,,1640.67,1.5x geodesic distance,combinatorial,
p100,p51,,1492.34,1.5x geodesic distance,combinatorial,
p100,p52,,1842.85,1.5x geodesic distance,combinatorial,
p100,p53,,1563.91,1.5x geodesic distance,combinatorial,
p100,p54,,1322.84,1.5x geodesic distance,combinatorial,
p100,p55,,1253.12,1.5x geodesic distance,combinatorial,
p100,p56,,1352.69,1.5x geodesic distance,combinatorial,
p100,p57,,1553.84,1.5x geodesic distance,combinatorial,
p100,p58,,1387.76,1.5x geodesic distance,combinatorial,
p100,p59,,2504.66,1.5x geodesic distance,combinatorial,
p100,p6,,3493.5,1.5x geodesic distance,combinatorial,
p100,p60,,2085.4,1.5x geodesic distance,combinatorial,
p100,p61,,2260.12,1.5x geodesic distance,combinatorial,
p100,p62,,2174.02,1.5x geodesic distance,combinatorial,
p100,p63,,1697.4,1.5x geodesic distance,combinatorial,
p100,p64,,1902.53,1.5x geodesic distance,combinatorial,
p100,p65,,2005.03,1.5x geodesic distance,combinatorial,
p100,p66,,1650.82,1.5x geodesic distance,combinatorial,
p100,p67,,1755.16,1.5x geodesic distance,combinatorial,
p100,p68,,1330.03,1.5x geodesic distance,combinatorial,
p100,p69,,1164.39,1.5x geodesic distance,combinatorial,
p100,p7,,3027.24,1.5x geodesic distance,combinatorial,
p100,p70,,1246.31,1.5x geodesic distance,combinatorial,
p100,p71,,1156.14,1.5x geodesic distance,combinatorial,
p100,p72,,977.12,1.5x geodesic distance,combinatorial,
p100,p73,,1111.28,1.5x geodesic distance,combinatorial,
p100,p74,,1036.54,1.5x geodesic distance,combinatorial,
p100,p75,,940.25,1.5x geodesic distance,combinatorial,
p100,p76,,951.54,1.5x geodesic distance,combinatorial,
p100,p77,,1078.74,1.5x geodesic distance,combinatorial,
p100,p78,,966.25,1.5x geodesic distance,combinatorial,
p100,p79,,861.84,1.5x geodesic distance,combinatorial,
p100,p8,,3469.91,1.5x geodesic distance,combinatorial,
p100,p80,,804.96,1.5x geodesic distance,combinatorial,
p100,p81,,1007.44,1.5x geodesic distance,combinatorial,
p100,p82,,929.1,1.5x geodesic distance,combinatorial,
p100,p83,,808.36,1.5x geodesic distance,combinatorial,
p100,p84,,1031.98,1.5x geodesic distance,combinatorial,
p100,p85,,1260.65,1.5x geodesic distance,combinatorial,
p100,p86,,1360,1.5x geodesic distance,combinatorial,
p100,p87,,1236.36,1.5x geodesic distance,combinatorial,
p100,p88,,1013.31,1.5x geodesic distance,combinatorial,
p100,p89,,929.81,1.5x geodesic distance,combinatorial,
