t,r,i,UnitCT,value
2074,p70,coal-new,recirc,75
2076,p70,coal-new,recirc,105
2084,p70,coal-new,recirc,105
2084,p75,coal-new,recirc,534.9
2016,p79,coal-new,recirc,7
2086,p79,coal-new,recirc,1267.801
2088,p81,coal-new,recirc,1628
2062,p83,coal-new,recirc,75
2080,p83,coal-new,recirc,105
2086,p85,coal-new,recirc,670
2088,p85,coal-new,recirc,609
2078,p88,coal-new,recirc,440
2070,p96,coal-new,recirc,580
2072,p96,coal-new,recirc,415
2082,p96,coal-new,recirc,600
2084,p96,coal-new,recirc,600
2088,p97,coal-new,recirc,844
2018,p98,coal-new,recirc,44
2070,p99,coal-new,recirc,440
2072,p99,coal-new,recirc,676.8
2056,p101,coaloldscr,recirc,232
2058,p101,coaloldscr,recirc,1054
2060,p101,coaloldscr,recirc,2019
2062,p101,coaloldscr,recirc,440
2018,p105,coaloldscr,recirc,320
2024,p105,coaloldscr,recirc,722
2050,p105,coaloldscr,recirc,469
2052,p105,coaloldscr,recirc,431
2054,p105,coaloldscr,recirc,472
2016,p106,coaloldscr,recirc,418
2024,p107,coaloldscr,recirc,490
2052,p107,coaloldscr,recirc,527.6
2060,p107,coaloldscr,recirc,1300
2062,p107,coaloldscr,recirc,529.6
2064,p107,coaloldscr,recirc,1300
2044,p108,coaloldscr,recirc,150
2046,p108,coaloldscr,recirc,1264
2048,p108,coaloldscr,recirc,153
2050,p108,coaloldscr,recirc,159
2054,p108,coaloldscr,recirc,231
2056,p108,coaloldscr,recirc,223
2060,p108,coaloldscr,recirc,417
2020,p109,coaloldscr,recirc,272
2046,p109,coaloldscr,recirc,410
2048,p109,coaloldscr,recirc,300
2050,p109,coaloldscr,recirc,771
2052,p109,coaloldscr,recirc,795
2054,p109,coaloldscr,recirc,391
2056,p109,coaloldscr,recirc,1595
2058,p109,coaloldscr,recirc,477
2060,p109,coaloldscr,recirc,465
2066,p109,coaloldscr,recirc,511
2018,p112,coaloldscr,recirc,1177
2022,p112,coaloldscr,recirc,750
2042,p112,coaloldscr,recirc,1170
2048,p112,coaloldscr,recirc,780
2050,p112,coaloldscr,recirc,2598
2052,p112,coaloldscr,recirc,630
2054,p114,coaloldscr,recirc,510
2066,p114,coaloldscr,recirc,1344
2042,p115,coaloldscr,recirc,850
2044,p115,coaloldscr,recirc,850
2052,p115,coaloldscr,recirc,1660
2056,p115,coaloldscr,recirc,850
2018,p116,coaloldscr,recirc,1288
2042,p116,coaloldscr,recirc,552
2044,p116,coaloldscr,recirc,546
2046,p116,coaloldscr,recirc,1560
2048,p116,coaloldscr,recirc,1303
2050,p116,coaloldscr,recirc,651
2058,p116,coaloldscr,recirc,80
2046,p117,coaloldscr,recirc,800
2048,p117,coaloldscr,recirc,2100
2056,p117,coaloldscr,recirc,1299
2026,p12,coaloldscr,recirc,522
2044,p122,coaloldscr,recirc,1242
2046,p122,coaloldscr,recirc,1700
2048,p122,coaloldscr,recirc,1504
2052,p122,coaloldscr,recirc,747.5
2054,p122,coaloldscr,recirc,174.5
2056,p122,coaloldscr,recirc,273.9
2058,p122,coaloldscr,recirc,166.5
2060,p123,coaloldscr,recirc,635
2066,p123,coaloldscr,recirc,638
2056,p125,coaloldscr,recirc,410
2020,p126,coaloldscr,recirc,150
2068,p126,coaloldscr,recirc,244
2070,p126,coaloldscr,recirc,219
2042,p142,coaloldscr,recirc,276.3
2020,p2,coaloldscr,recirc,670
2026,p2,coaloldscr,recirc,670
2022,p20,coaloldscr,recirc,614
2056,p20,coaloldscr,recirc,35
2060,p20,coaloldscr,recirc,740
2062,p20,coaloldscr,recirc,740
2030,p21,coaloldscr,recirc,357
2038,p21,coaloldscr,recirc,2111
2046,p21,coaloldscr,recirc,330
2028,p24,coaloldscr,recirc,330
2056,p24,coaloldscr,recirc,1140
2058,p24,coaloldscr,recirc,570
2050,p25,coaloldscr,recirc,450
2052,p25,coaloldscr,recirc,459
2054,p25,coaloldscr,recirc,471.001
2056,p25,coaloldscr,recirc,417.184556297549
2058,p25,coaloldscr,recirc,511
2062,p25,coaloldscr,recirc,1800
2062,p26,coaloldscr,recirc,458
2018,p28,coaloldscr,recirc,175
2020,p28,coaloldscr,recirc,2250
2024,p28,coaloldscr,recirc,271
2054,p28,coaloldscr,recirc,175
2056,p28,coaloldscr,recirc,380
2054,p29,coaloldscr,recirc,380
2056,p29,coaloldscr,recirc,382
2060,p29,coaloldscr,recirc,387
2066,p29,coaloldscr,recirc,406
2052,p31,coaloldscr,recirc,340
2058,p31,coaloldscr,recirc,507.001
2060,p31,coaloldscr,recirc,247
2018,p33,coaloldscr,recirc,352
2026,p33,coaloldscr,recirc,428
2040,p33,coaloldscr,recirc,184
2052,p33,coaloldscr,recirc,262
2054,p33,coaloldscr,recirc,428
2056,p33,coaloldscr,recirc,505
2060,p33,coaloldscr,recirc,448
2022,p34,coaloldscr,recirc,425
2026,p34,coaloldscr,recirc,412
2050,p34,coaloldscr,recirc,131
2056,p34,coaloldscr,recirc,208
2056,p36,coaloldscr,recirc,427
2060,p36,coaloldscr,recirc,450
2062,p36,coaloldscr,recirc,450
2054,p37,coaloldscr,recirc,568.4
2056,p37,coaloldscr,recirc,572.8
2050,p38,coaloldscr,recirc,475
2058,p40,coaloldscr,recirc,100
2042,p41,coaloldscr,recirc,85
2022,p43,coaloldscr,recirc,682
2026,p43,coaloldscr,recirc,680
2048,p43,coaloldscr,recirc,361.5
2056,p43,coaloldscr,recirc,535
2062,p43,coaloldscr,recirc,824.544582933845
2066,p50,coaloldscr,recirc,320
2026,p51,coaloldscr,recirc,460
2058,p52,coaloldscr,recirc,358.8
2036,p53,coaloldscr,recirc,104
2046,p53,coaloldscr,recirc,370
2054,p53,coaloldscr,recirc,718
2056,p53,coaloldscr,recirc,715
2058,p53,coaloldscr,recirc,722
2046,p55,coaloldscr,recirc,198
2056,p58,coaloldscr,recirc,580
2058,p58,coaloldscr,recirc,550
2062,p58,coaloldscr,recirc,638
2062,p60,coaloldscr,recirc,650
2060,p63,coaloldscr,recirc,831
2062,p63,coaloldscr,recirc,858
2066,p63,coaloldscr,recirc,312
2058,p65,coaloldscr,recirc,391
2058,p67,coaloldscr,recirc,610
2056,p70,coaloldscr,recirc,730
2058,p70,coaloldscr,recirc,746.2
2056,p72,coaloldscr,recirc,240
2048,p74,coaloldscr,recirc,41
2056,p75,coaloldscr,recirc,331.1
2044,p77,coaloldscr,recirc,298.6
2054,p81,coaloldscr,recirc,431
2054,p83,coaloldscr,recirc,58.09
2054,p87,coaloldscr,recirc,360
2032,p89,coaloldscr,recirc,161
2034,p89,coaloldscr,recirc,170
2050,p89,coaloldscr,recirc,842
2054,p89,coaloldscr,recirc,685.2
2060,p89,coaloldscr,recirc,684.7
2064,p89,coaloldscr,recirc,678
2066,p89,coaloldscr,recirc,678
2054,p90,coaloldscr,recirc,238
2056,p90,coaloldscr,recirc,238
2046,p91,coaloldscr,recirc,299
2048,p91,coaloldscr,recirc,475
2030,p94,coaloldscr,recirc,330
2046,p94,coaloldscr,recirc,724
2048,p94,coaloldscr,recirc,724
2050,p94,coaloldscr,recirc,1784
2052,p94,coaloldscr,recirc,872
2054,p94,coaloldscr,recirc,872
2058,p94,coaloldscr,recirc,817
2060,p94,coaloldscr,recirc,857
2062,p94,coaloldscr,recirc,857
2064,p94,coaloldscr,recirc,858
2046,p96,coaloldscr,recirc,342
2060,p96,coaloldscr,recirc,570
2048,p97,coaloldscr,recirc,552
2020,p98,coaloldscr,recirc,115.6
2058,p98,coaloldscr,recirc,727
2020,p99,coaloldscr,recirc,282.6
2014,p10,coalolduns,recirc,179.2
2018,p101,coalolduns,recirc,1252
2012,p103,coalolduns,recirc,167
2016,p103,coalolduns,recirc,55
2026,p103,coalolduns,recirc,154.5
2010,p105,coalolduns,recirc,360
2016,p105,coalolduns,recirc,70.5
2020,p105,coalolduns,recirc,10.6
2030,p105,coalolduns,recirc,12.6
2014,p106,coalolduns,recirc,13
2016,p107,coalolduns,recirc,770.6
2020,p107,coalolduns,recirc,34.7
2014,p108,coalolduns,recirc,65
2018,p108,coalolduns,recirc,1230
2016,p110,coalolduns,recirc,800
2020,p111,coalolduns,recirc,14
2030,p111,coalolduns,recirc,15.5
2056,p111,coalolduns,recirc,17.5
2012,p112,coalolduns,recirc,5
2016,p112,coalolduns,recirc,585
2014,p115,coalolduns,recirc,1590
2016,p118,coalolduns,recirc,690
2014,p122,coalolduns,recirc,216
2020,p123,coalolduns,recirc,118
2014,p125,coalolduns,recirc,16
2012,p126,coalolduns,recirc,23
2014,p127,coalolduns,recirc,63.9
2010,p13,coalolduns,recirc,1580
2014,p13,coalolduns,recirc,298
2018,p13,coalolduns,recirc,265
2020,p140,coalolduns,recirc,149.671
2028,p140,coalolduns,recirc,504.075
2030,p140,coalolduns,recirc,772
2010,p141,coalolduns,recirc,278.951
2020,p141,coalolduns,recirc,694.758
2026,p141,coalolduns,recirc,339.594936708861
2028,p141,coalolduns,recirc,754.875
2030,p141,coalolduns,recirc,1874.05218735363
2014,p142,coalolduns,recirc,200
2016,p142,coalolduns,recirc,62
2020,p142,coalolduns,recirc,278
2028,p142,coalolduns,recirc,272.5
2030,p142,coalolduns,recirc,562
2020,p143,coalolduns,recirc,95.1
2014,p144,coalolduns,recirc,211
2010,p146,coalolduns,recirc,1950
2012,p146,coalolduns,recirc,980
2014,p146,coalolduns,recirc,2969
2010,p152,coalolduns,recirc,56.8
2044,p152,coalolduns,recirc,458.1
2020,p153,coalolduns,recirc,154
2030,p153,coalolduns,recirc,617
2042,p153,coalolduns,recirc,157
2044,p153,coalolduns,recirc,171
2028,p168,coalolduns,recirc,700
2058,p168,coalolduns,recirc,600
2060,p168,coalolduns,recirc,300
2062,p168,coalolduns,recirc,300
2068,p185,coalolduns,recirc,1400
2070,p185,coalolduns,recirc,700
2014,p23,coalolduns,recirc,49.9
2016,p25,coalolduns,recirc,172
2024,p25,coalolduns,recirc,75
2016,p30,coalolduns,recirc,156
2010,p31,coalolduns,recirc,6.9
2018,p31,coalolduns,recirc,837.001
2014,p32,coalolduns,recirc,21.6
2012,p33,coalolduns,recirc,213
2014,p33,coalolduns,recirc,144
2016,p33,coalolduns,recirc,152
2042,p33,coalolduns,recirc,20
2048,p33,coalolduns,recirc,20
2014,p34,coalolduns,recirc,42.5
2016,p34,coalolduns,recirc,46
2018,p34,coalolduns,recirc,3.8
2038,p34,coalolduns,recirc,25
2030,p36,coalolduns,recirc,29.5
2052,p37,coalolduns,recirc,13.3
2046,p40,coalolduns,recirc,77
2016,p41,coalolduns,recirc,87
2022,p41,coalolduns,recirc,163
2028,p41,coalolduns,recirc,20
2036,p41,coalolduns,recirc,100
2038,p41,coalolduns,recirc,106
2040,p41,coalolduns,recirc,115
2016,p43,coalolduns,recirc,66.4
2022,p43,coalolduns,recirc,138
2030,p43,coalolduns,recirc,10
2036,p43,coalolduns,recirc,15.9
2050,p43,coalolduns,recirc,19.5
2014,p45,coalolduns,recirc,37.5
2052,p48,coalolduns,recirc,339
2054,p48,coalolduns,recirc,339
2056,p48,coalolduns,recirc,340
2058,p48,coalolduns,recirc,532
2060,p48,coalolduns,recirc,535
2058,p50,coalolduns,recirc,440
2016,p51,coalolduns,recirc,460
2052,p51,coalolduns,recirc,487
2054,p51,coalolduns,recirc,502
2056,p51,coalolduns,recirc,490
2060,p51,coalolduns,recirc,520.5
2016,p53,coalolduns,recirc,179
2022,p53,coalolduns,recirc,72
2016,p54,coalolduns,recirc,114.8
2014,p55,coalolduns,recirc,14.5
2018,p55,coalolduns,recirc,236
2052,p55,coalolduns,recirc,184
2016,p57,coalolduns,recirc,528
2052,p57,coalolduns,recirc,528
2058,p57,coalolduns,recirc,528
2016,p58,coalolduns,recirc,575
2034,p58,coalolduns,recirc,204.2
2014,p67,coalolduns,recirc,138
2056,p67,coalolduns,recirc,577
2010,p70,coalolduns,recirc,29.5
2012,p70,coalolduns,recirc,33.8
2016,p70,coalolduns,recirc,105.4
2016,p72,coalolduns,recirc,16.5
2030,p72,coalolduns,recirc,22
2014,p74,coalolduns,recirc,36
2016,p74,coalolduns,recirc,44
2020,p74,coalolduns,recirc,55
2010,p77,coalolduns,recirc,50
2016,p77,coalolduns,recirc,206.2
2018,p79,coalolduns,recirc,1188
2012,p83,coalolduns,recirc,161
2028,p85,coalolduns,recirc,1634.9
2058,p85,coalolduns,recirc,838.501
2060,p85,coalolduns,recirc,842
2016,p87,coalolduns,recirc,480
2016,p89,coalolduns,recirc,207
2012,p9,coalolduns,recirc,79.8
2012,p94,coalolduns,recirc,502
2016,p94,coalolduns,recirc,1286
2022,p94,coalolduns,recirc,10
2012,p96,coalolduns,recirc,183.2
2014,p96,coalolduns,recirc,295
2012,p98,coalolduns,recirc,698
2014,p98,coalolduns,recirc,553
2018,p98,coalolduns,recirc,165
2016,p99,coalolduns,recirc,115
2016,p101,cofireold,recirc,250
2014,p122,cofireold,recirc,32.5
2038,p74,cofireold,recirc,19.5
2046,p94,cofireold,recirc,71.2
2016,p1,gas-cc,recirc,146.2
2054,p1,gas-cc,recirc,554.9
2062,p1,gas-cc,recirc,242
2014,p10,gas-cc,recirc,547.5
2038,p10,gas-cc,recirc,110
2048,p10,gas-cc,recirc,580.4
2050,p10,gas-cc,recirc,48
2054,p10,gas-cc,recirc,110
2064,p10,gas-cc,recirc,3953.71
2066,p10,gas-cc,recirc,2316.7
2068,p10,gas-cc,recirc,345
2070,p10,gas-cc,recirc,366.32
2072,p10,gas-cc,recirc,144.1
2076,p10,gas-cc,recirc,377
2080,p10,gas-cc,recirc,1284
2074,p100,gas-cc,recirc,1329
2012,p101,gas-cc,recirc,46
2014,p101,gas-cc,recirc,653.3
2016,p101,gas-cc,recirc,121
2050,p101,gas-cc,recirc,56
2052,p101,gas-cc,recirc,323
2054,p101,gas-cc,recirc,234
2056,p101,gas-cc,recirc,218.6
2058,p101,gas-cc,recirc,205
2062,p101,gas-cc,recirc,1644
2064,p101,gas-cc,recirc,2204.901
2066,p101,gas-cc,recirc,1613.2
2068,p101,gas-cc,recirc,300
2070,p101,gas-cc,recirc,295
2072,p101,gas-cc,recirc,290
2078,p101,gas-cc,recirc,1640.2
2080,p101,gas-cc,recirc,1723.1
2016,p102,gas-cc,recirc,48
2038,p102,gas-cc,recirc,30
2068,p102,gas-cc,recirc,1466
2070,p102,gas-cc,recirc,2438
2072,p102,gas-cc,recirc,1231
2028,p103,gas-cc,recirc,19.3
2050,p103,gas-cc,recirc,29.4
2056,p103,gas-cc,recirc,154.1
2062,p103,gas-cc,recirc,1651
2074,p103,gas-cc,recirc,74.9
2078,p103,gas-cc,recirc,127.1
2080,p103,gas-cc,recirc,34
2064,p104,gas-cc,recirc,1040.1
2058,p105,gas-cc,recirc,44
2062,p105,gas-cc,recirc,513
2064,p105,gas-cc,recirc,529.7
2078,p105,gas-cc,recirc,703
2064,p106,gas-cc,recirc,285.2
2064,p107,gas-cc,recirc,1080
2078,p107,gas-cc,recirc,644
2078,p108,gas-cc,recirc,1100
2076,p109,gas-cc,recirc,660
2050,p11,gas-cc,recirc,116.6
2054,p11,gas-cc,recirc,49.4
2066,p11,gas-cc,recirc,562
2070,p11,gas-cc,recirc,571
2062,p111,gas-cc,recirc,19
2072,p111,gas-cc,recirc,667.3
2078,p111,gas-cc,recirc,1787.6
2062,p112,gas-cc,recirc,626
2064,p112,gas-cc,recirc,2062
2072,p112,gas-cc,recirc,540
2078,p112,gas-cc,recirc,682.6
2078,p114,gas-cc,recirc,475
2062,p115,gas-cc,recirc,198
2064,p115,gas-cc,recirc,1109.5
2078,p115,gas-cc,recirc,926
2080,p115,gas-cc,recirc,251
2010,p122,gas-cc,recirc,79.4
2050,p122,gas-cc,recirc,48.5
2058,p122,gas-cc,recirc,150
2062,p122,gas-cc,recirc,1666.8
2064,p122,gas-cc,recirc,2899.7
2066,p122,gas-cc,recirc,726.5
2072,p122,gas-cc,recirc,545
2076,p122,gas-cc,recirc,1530
2078,p122,gas-cc,recirc,3135
2080,p122,gas-cc,recirc,2446.9
2056,p123,gas-cc,recirc,230
2074,p123,gas-cc,recirc,24
2078,p123,gas-cc,recirc,1526
2054,p125,gas-cc,recirc,565
2062,p125,gas-cc,recirc,565
2076,p125,gas-cc,recirc,309.2
2018,p126,gas-cc,recirc,158
2038,p126,gas-cc,recirc,280
2050,p126,gas-cc,recirc,93.7
2052,p126,gas-cc,recirc,1402.581
2054,p126,gas-cc,recirc,483.3
2056,p126,gas-cc,recirc,628.5
2062,p126,gas-cc,recirc,1322.8
2066,p126,gas-cc,recirc,1245.9
2074,p126,gas-cc,recirc,860
2076,p126,gas-cc,recirc,1385
2010,p127,gas-cc,recirc,3.3
2050,p127,gas-cc,recirc,96.6
2052,p127,gas-cc,recirc,563.5
2054,p127,gas-cc,recirc,1701.4
2056,p127,gas-cc,recirc,596.7
2066,p127,gas-cc,recirc,760.5
2070,p127,gas-cc,recirc,597.2
2078,p127,gas-cc,recirc,677.6
2080,p127,gas-cc,recirc,1000
2050,p128,gas-cc,recirc,51.9
2052,p128,gas-cc,recirc,48.2
2054,p128,gas-cc,recirc,137.7
2066,p128,gas-cc,recirc,153.6
2070,p128,gas-cc,recirc,315.6
2024,p13,gas-cc,recirc,181.3
2052,p13,gas-cc,recirc,101
2054,p13,gas-cc,recirc,514
2064,p13,gas-cc,recirc,220
2072,p13,gas-cc,recirc,422.8
2062,p130,gas-cc,recirc,1241.375
2014,p131,gas-cc,recirc,28.5
2036,p131,gas-cc,recirc,104.931
2038,p131,gas-cc,recirc,71.998
2042,p131,gas-cc,recirc,307.932
2050,p131,gas-cc,recirc,144.599
2052,p131,gas-cc,recirc,409.701
2054,p131,gas-cc,recirc,392.309
2060,p131,gas-cc,recirc,393.479
2062,p131,gas-cc,recirc,528.291
2064,p131,gas-cc,recirc,688.4
2078,p131,gas-cc,recirc,340
2048,p132,gas-cc,recirc,51.685
2050,p132,gas-cc,recirc,51
2060,p132,gas-cc,recirc,480.424
2064,p132,gas-cc,recirc,506.7
2072,p132,gas-cc,recirc,589
2078,p132,gas-cc,recirc,750.5
2080,p132,gas-cc,recirc,484.3
2050,p133,gas-cc,recirc,273.336
2052,p133,gas-cc,recirc,270.18
2056,p133,gas-cc,recirc,170.2
2062,p133,gas-cc,recirc,543.455
2060,p134,gas-cc,recirc,490
2062,p134,gas-cc,recirc,515.318
2064,p136,gas-cc,recirc,947
2062,p137,gas-cc,recirc,205
2062,p14,gas-cc,recirc,248
2060,p140,gas-cc,recirc,464
2062,p140,gas-cc,recirc,214.2
2064,p140,gas-cc,recirc,250
2076,p140,gas-cc,recirc,851
2038,p141,gas-cc,recirc,269
2060,p141,gas-cc,recirc,298
2062,p141,gas-cc,recirc,453.4
2064,p141,gas-cc,recirc,253.1
2070,p141,gas-cc,recirc,187
2060,p142,gas-cc,recirc,202
2062,p142,gas-cc,recirc,296.6
2064,p142,gas-cc,recirc,231.6
2074,p142,gas-cc,recirc,261
2076,p142,gas-cc,recirc,205
2080,p142,gas-cc,recirc,350
2050,p145,gas-cc,recirc,111
2054,p145,gas-cc,recirc,120.1
2056,p145,gas-cc,recirc,191
2058,p145,gas-cc,recirc,120.8
2020,p146,gas-cc,recirc,125
2052,p146,gas-cc,recirc,110
2056,p146,gas-cc,recirc,206
2058,p146,gas-cc,recirc,56.4
2064,p146,gas-cc,recirc,936
2066,p146,gas-cc,recirc,117
2068,p146,gas-cc,recirc,1588
2070,p146,gas-cc,recirc,2463
2078,p146,gas-cc,recirc,296
2018,p147,gas-cc,recirc,140
2052,p147,gas-cc,recirc,72.5
2056,p147,gas-cc,recirc,184
2078,p147,gas-cc,recirc,999
2016,p15,gas-cc,recirc,20.39
2072,p15,gas-cc,recirc,298.7
2066,p150,gas-cc,recirc,533
2062,p152,gas-cc,recirc,263
2072,p153,gas-cc,recirc,144
2062,p157,gas-cc,recirc,480.53
2066,p157,gas-cc,recirc,227
2074,p157,gas-cc,recirc,500
2064,p158,gas-cc,recirc,339.3
2074,p158,gas-cc,recirc,530
2076,p158,gas-cc,recirc,409.1
2078,p159,gas-cc,recirc,1597.57
2080,p160,gas-cc,recirc,1004.59
2058,p163,gas-cc,recirc,521.76
2078,p163,gas-cc,recirc,924
2062,p165,gas-cc,recirc,619.4
2064,p165,gas-cc,recirc,259
2074,p165,gas-cc,recirc,433
2070,p166,gas-cc,recirc,451.03
2020,p167,gas-cc,recirc,239.4
2066,p167,gas-cc,recirc,513.811
2072,p167,gas-cc,recirc,101.269
2062,p171,gas-cc,recirc,495
2064,p171,gas-cc,recirc,454
2066,p171,gas-cc,recirc,454
2068,p171,gas-cc,recirc,211.1
2046,p172,gas-cc,recirc,377.7
2052,p172,gas-cc,recirc,220
2060,p172,gas-cc,recirc,470.2
2062,p172,gas-cc,recirc,870
2064,p172,gas-cc,recirc,574.016
2076,p172,gas-cc,recirc,1363
2078,p172,gas-cc,recirc,498
2080,p172,gas-cc,recirc,949.8
2062,p173,gas-cc,recirc,247.5
2064,p175,gas-cc,recirc,1036
2066,p175,gas-cc,recirc,1121
2068,p176,gas-cc,recirc,1486
2080,p176,gas-cc,recirc,532
2080,p179,gas-cc,recirc,874.4
2072,p183,gas-cc,recirc,1454
2058,p186,gas-cc,recirc,197
2062,p186,gas-cc,recirc,1122.1
2076,p186,gas-cc,recirc,238
2018,p187,gas-cc,recirc,489
2062,p187,gas-cc,recirc,549.3
2076,p187,gas-cc,recirc,656
2078,p187,gas-cc,recirc,1175
2062,p188,gas-cc,recirc,495
2064,p188,gas-cc,recirc,1120
2066,p188,gas-cc,recirc,495
2076,p188,gas-cc,recirc,232
2018,p189,gas-cc,recirc,226
2020,p189,gas-cc,recirc,226
2070,p190,gas-cc,recirc,382
2052,p193,gas-cc,recirc,335.5
2076,p193,gas-cc,recirc,175.6
2078,p194,gas-cc,recirc,695.97
2064,p197,gas-cc,recirc,252.4
2022,p198,gas-cc,recirc,220
2060,p198,gas-cc,recirc,484
2066,p198,gas-cc,recirc,525
2058,p2,gas-cc,recirc,220
2068,p2,gas-cc,recirc,912.9
2070,p201,gas-cc,recirc,1055
2076,p201,gas-cc,recirc,294
2062,p202,gas-cc,recirc,482.4
2064,p203,gas-cc,recirc,767
2074,p24,gas-cc,recirc,132
2064,p25,gas-cc,recirc,130
2068,p25,gas-cc,recirc,547
2074,p25,gas-cc,recirc,629
2062,p27,gas-cc,recirc,1120
2026,p28,gas-cc,recirc,82
2034,p28,gas-cc,recirc,276
2036,p28,gas-cc,recirc,347
2054,p28,gas-cc,recirc,52.2
2062,p28,gas-cc,recirc,2451
2064,p28,gas-cc,recirc,4677.7
2066,p28,gas-cc,recirc,859
2016,p31,gas-cc,recirc,25
2062,p31,gas-cc,recirc,50.35
2066,p31,gas-cc,recirc,624.001
2068,p31,gas-cc,recirc,235.6
2014,p33,gas-cc,recirc,68
2048,p33,gas-cc,recirc,60.2
2050,p33,gas-cc,recirc,80
2054,p33,gas-cc,recirc,335.04
2058,p33,gas-cc,recirc,680
2062,p33,gas-cc,recirc,262.5
2064,p33,gas-cc,recirc,580
2076,p33,gas-cc,recirc,588.2
2072,p34,gas-cc,recirc,200
2072,p38,gas-cc,recirc,290
2066,p40,gas-cc,recirc,220
2064,p41,gas-cc,recirc,122.6
2032,p43,gas-cc,recirc,13
2054,p43,gas-cc,recirc,51
2058,p43,gas-cc,recirc,251
2068,p43,gas-cc,recirc,261
2064,p45,gas-cc,recirc,535.6
2060,p48,gas-cc,recirc,560
2010,p5,gas-cc,recirc,66
2038,p5,gas-cc,recirc,463
2056,p5,gas-cc,recirc,699
2062,p5,gas-cc,recirc,615
2064,p5,gas-cc,recirc,242.7
2068,p5,gas-cc,recirc,372
2038,p50,gas-cc,recirc,282
2050,p50,gas-cc,recirc,111.4
2056,p50,gas-cc,recirc,62.9
2062,p50,gas-cc,recirc,459.1
2064,p50,gas-cc,recirc,2406.2
2060,p51,gas-cc,recirc,495
2062,p51,gas-cc,recirc,1755.2
2064,p51,gas-cc,recirc,543.2
2072,p51,gas-cc,recirc,495
2078,p51,gas-cc,recirc,516.4
2076,p53,gas-cc,recirc,243
2062,p54,gas-cc,recirc,614.3
2062,p55,gas-cc,recirc,495
2064,p56,gas-cc,recirc,165
2062,p57,gas-cc,recirc,402.22
2064,p57,gas-cc,recirc,514.4
2012,p58,gas-cc,recirc,103.336921420883
2016,p58,gas-cc,recirc,103.336921420883
2044,p58,gas-cc,recirc,590.673842841765
2046,p58,gas-cc,recirc,303.2
2056,p58,gas-cc,recirc,280
2062,p58,gas-cc,recirc,2268.4
2064,p58,gas-cc,recirc,1266
2076,p58,gas-cc,recirc,71.1
2080,p58,gas-cc,recirc,980
2026,p59,gas-cc,recirc,227
2072,p59,gas-cc,recirc,281.9
2062,p6,gas-cc,recirc,470
2048,p60,gas-cc,recirc,227
2066,p60,gas-cc,recirc,108
2062,p62,gas-cc,recirc,984
2068,p62,gas-cc,recirc,482
2048,p63,gas-cc,recirc,77
2050,p63,gas-cc,recirc,236
2056,p63,gas-cc,recirc,267
2060,p63,gas-cc,recirc,1002
2062,p63,gas-cc,recirc,2336
2064,p63,gas-cc,recirc,3166.1
2066,p63,gas-cc,recirc,620.5
2070,p63,gas-cc,recirc,476.9
2072,p63,gas-cc,recirc,620.5
2074,p63,gas-cc,recirc,1451
2076,p63,gas-cc,recirc,734
2078,p63,gas-cc,recirc,1069.3
2080,p63,gas-cc,recirc,471
2060,p64,gas-cc,recirc,880
2062,p64,gas-cc,recirc,2267
2064,p64,gas-cc,recirc,474.3
2054,p65,gas-cc,recirc,446
2056,p65,gas-cc,recirc,62
2060,p65,gas-cc,recirc,1806
2062,p65,gas-cc,recirc,1290.5
2068,p65,gas-cc,recirc,1070
2070,p65,gas-cc,recirc,718.2
2078,p65,gas-cc,recirc,1087.8
2012,p66,gas-cc,recirc,106.4
2044,p66,gas-cc,recirc,91.3360507246377
2048,p66,gas-cc,recirc,87
2054,p66,gas-cc,recirc,70.6
2060,p66,gas-cc,recirc,87.2
2062,p66,gas-cc,recirc,1190
2064,p66,gas-cc,recirc,1180
2066,p66,gas-cc,recirc,92.9
2070,p66,gas-cc,recirc,504
2012,p67,gas-cc,recirc,150.38989382619
2014,p67,gas-cc,recirc,70
2018,p67,gas-cc,recirc,362.4
2034,p67,gas-cc,recirc,664
2042,p67,gas-cc,recirc,194
2046,p67,gas-cc,recirc,665
2048,p67,gas-cc,recirc,1006.08989382619
2054,p67,gas-cc,recirc,379
2058,p67,gas-cc,recirc,205
2060,p67,gas-cc,recirc,495
2062,p67,gas-cc,recirc,1386
2064,p67,gas-cc,recirc,2272.7
2068,p67,gas-cc,recirc,219.4
2066,p68,gas-cc,recirc,300
2036,p70,gas-cc,recirc,85.3
2064,p70,gas-cc,recirc,492.6
2078,p70,gas-cc,recirc,656.8
2060,p72,gas-cc,recirc,12.8
2064,p72,gas-cc,recirc,73.5
2062,p76,gas-cc,recirc,50.9
2066,p76,gas-cc,recirc,545.9
2064,p78,gas-cc,recirc,595
2066,p78,gas-cc,recirc,126.3
2080,p78,gas-cc,recirc,700
2058,p79,gas-cc,recirc,261
2060,p80,gas-cc,recirc,176
2062,p80,gas-cc,recirc,1140
2076,p80,gas-cc,recirc,573.2
2062,p81,gas-cc,recirc,521.2
2062,p83,gas-cc,recirc,622.7
2060,p84,gas-cc,recirc,230
2062,p84,gas-cc,recirc,234
2062,p85,gas-cc,recirc,1370
2064,p85,gas-cc,recirc,2020
2066,p85,gas-cc,recirc,641.5
2068,p85,gas-cc,recirc,464
2034,p86,gas-cc,recirc,174
2062,p86,gas-cc,recirc,1305
2032,p87,gas-cc,recirc,22
2056,p87,gas-cc,recirc,20
2060,p87,gas-cc,recirc,858
2062,p87,gas-cc,recirc,1877
