*i,r,quarter,value
hydNPD,p110,wint,0.5
hydNPD,p111,wint,0.5
hydNPD,p112,wint,0.5
hydNPD,p113,wint,0.5
hydNPD,p114,wint,0.5
hydNPD,p115,wint,0.5
hydNPD,p116,wint,0.5
hydNPD,p117,wint,0.5
hydNPD,p118,wint,0.5
hydNPD,p119,wint,0.5
hydNPD,p120,wint,0.5
hydNPD,p121,wint,0.5
hydNPD,p122,wint,0.5
hydNPD,p123,wint,0.5
hydNPD,p124,wint,0.5
hydNPD,p125,wint,0.5
hydNPD,p126,wint,0.5
hydNPD,p127,wint,0.5
hydNPD,p128,wint,0.5
hydNPD,p129,wint,0.5
hydNPD,p130,wint,0.5
hydNPD,p131,wint,0.5
hydNPD,p132,wint,0.5
hydNPD,p133,wint,0.5
hydNPD,p134,wint,0.5
hydNPD,p135,wint,0.5
hydNPD,p136,wint,0.5
hydNPD,p137,wint,0.5
hydNPD,p138,wint,0.5
hydNPD,p139,wint,0.5
hydNPD,p140,wint,0.5
hydNPD,p141,wint,0.5
hydNPD,p142,wint,0.5
hydNPD,p143,wint,0.5
hydNPD,p144,wint,0.5
hydNPD,p145,wint,0.5
hydNPD,p146,wint,0.5
hydNPD,p147,wint,0.5
hydNPD,p148,wint,0.5
hydNPD,p149,wint,0.5
hydNPD,p150,wint,0.5
hydNPD,p151,wint,0.5
hydNPD,p152,wint,0.5
hydNPD,p153,wint,0.5
hydNPD,p154,wint,0.5
hydNPD,p155,wint,0.5
hydNPD,p156,wint,0.5
hydNPD,p157,wint,0.5
hydNPD,p158,wint,0.5
hydNPD,p159,wint,0.5
hydNPD,p160,wint,0.5
hydNPD,p161,wint,0.5
hydNPD,p162,wint,0.5
hydNPD,p163,wint,0.5
hydNPD,p164,wint,0.5
hydNPD,p165,wint,0.5
hydNPD,p166,wint,0.5
hydNPD,p167,wint,0.5
hydNPD,p168,wint,0.5
hydNPD,p169,wint,0.5
hydNPD,p170,wint,0.5
hydNPD,p171,wint,0.5
hydNPD,p172,wint,0.5
hydNPD,p173,wint,0.5
hydNPD,p174,wint,0.5
hydNPD,p175,wint,0.5
hydNPD,p176,wint,0.5
hydNPD,p177,wint,0.5
hydNPD,p178,wint,0.5
hydNPD,p179,wint,0.5
hydNPD,p180,wint,0.5
hydNPD,p181,wint,0.5
hydNPD,p182,wint,0.5
hydNPD,p183,wint,0.5
hydNPD,p184,wint,0.5
hydNPD,p185,wint,0.5
hydNPD,p186,wint,0.5
hydNPD,p187,wint,0.5
hydNPD,p188,wint,0.5
hydNPD,p189,wint,0.5
hydNPD,p190,wint,0.5
hydNPD,p191,wint,0.5
hydNPD,p192,wint,0.5
hydNPD,p193,wint,0.5
hydNPD,p194,wint,0.5
hydNPD,p195,wint,0.5
hydNPD,p196,wint,0.5
hydNPD,p197,wint,0.5
hydNPD,p198,wint,0.5
hydNPD,p199,wint,0.5
hydNPD,p200,wint,0.5
hydNPD,p201,wint,0.5
hydNPD,p202,wint,0.5
hydNPD,p203,wint,0.5
hydNPD,p204,wint,0.5
hydNPD,p205,wint,0.5
hydNPD,p1,spri,0.5
hydNPD,p2,spri,0.5
hydNPD,p3,spri,0.5
hydNPD,p4,spri,0.5
hydNPD,p5,spri,0.5
hydNPD,p6,spri,0.5
hydNPD,p7,spri,0.5
hydNPD,p8,spri,0.5
hydNPD,p9,spri,0.5
hydNPD,p10,spri,0.5
hydNPD,p11,spri,0.5
hydNPD,p12,spri,0.5
hydNPD,p13,spri,0.5
hydNPD,p14,spri,0.5
hydNPD,p15,spri,0.5
hydNPD,p16,spri,0.5
hydNPD,p17,spri,0.5
hydNPD,p18,spri,0.5
hydNPD,p19,spri,0.5
hydNPD,p20,spri,0.5
hydNPD,p21,spri,0.5
hydNPD,p22,spri,0.5
hydNPD,p23,spri,0.5
hydNPD,p24,spri,0.5
hydNPD,p25,spri,0.5
hydNPD,p26,spri,0.5
hydNPD,p27,spri,0.5
hydNPD,p28,spri,0.5
hydNPD,p29,spri,0.5
hydNPD,p30,spri,0.5
hydNPD,p31,spri,0.5
hydNPD,p32,spri,0.5
hydNPD,p33,spri,0.5
hydNPD,p34,spri,0.5
hydNPD,p35,spri,0.5
hydNPD,p36,spri,0.5
hydNPD,p37,spri,0.5
hydNPD,p38,spri,0.5
hydNPD,p39,spri,0.5
hydNPD,p40,spri,0.5
hydNPD,p41,spri,0.5
hydNPD,p42,spri,0.5
hydNPD,p43,spri,0.5
hydNPD,p44,spri,0.5
hydNPD,p45,spri,0.5
hydNPD,p46,spri,0.5
hydNPD,p47,spri,0.5
hydNPD,p48,spri,0.5
hydNPD,p49,spri,0.5
hydNPD,p50,spri,0.5
hydNPD,p51,spri,0.5
hydNPD,p52,spri,0.5
hydNPD,p53,spri,0.5
hydNPD,p54,spri,0.5
hydNPD,p55,spri,0.5
hydNPD,p56,spri,0.5
hydNPD,p57,spri,0.5
hydNPD,p58,spri,0.5
hydNPD,p59,spri,0.5
hydNPD,p60,spri,0.5
hydNPD,p61,spri,0.5
hydNPD,p62,spri,0.5
hydNPD,p63,spri,0.5
hydNPD,p64,spri,0.5
hydNPD,p65,spri,0.5
hydNPD,p66,spri,0.5
hydNPD,p67,spri,0.5
hydNPD,p68,spri,0.5
hydNPD,p69,spri,0.5
hydNPD,p70,spri,0.5
hydNPD,p71,spri,0.5
hydNPD,p72,spri,0.5
hydNPD,p73,spri,0.5
hydNPD,p74,spri,0.5
hydNPD,p75,spri,0.5
hydNPD,p76,spri,0.5
hydNPD,p77,spri,0.5
hydNPD,p78,spri,0.5
hydNPD,p79,spri,0.5
hydNPD,p80,spri,0.5
hydNPD,p81,spri,0.5
hydNPD,p82,spri,0.5
hydNPD,p83,spri,0.5
hydNPD,p84,spri,0.5
hydNPD,p85,spri,0.5
hydNPD,p86,spri,0.5
hydNPD,p87,spri,0.5
hydNPD,p88,spri,0.5
hydNPD,p89,spri,0.5
hydNPD,p90,spri,0.5
hydNPD,p91,spri,0.5
hydNPD,p92,spri,0.5
hydNPD,p93,spri,0.5
hydNPD,p94,spri,0.5
hydNPD,p95,spri,0.5
hydNPD,p96,spri,0.5
hydNPD,p97,spri,0.5
hydNPD,p98,spri,0.5
hydNPD,p99,spri,0.5
hydNPD,p100,spri,0.5
hydNPD,p101,spri,0.5
hydNPD,p102,spri,0.5
hydNPD,p103,spri,0.5
hydNPD,p104,spri,0.5
hydNPD,p105,spri,0.5
hydNPD,p106,spri,0.5
hydNPD,p107,spri,0.5
hydNPD,p108,spri,0.5
hydNPD,p109,spri,0.5
hydNPD,p110,spri,0.5
hydNPD,p111,spri,0.5
hydNPD,p112,spri,0.5
hydNPD,p113,spri,0.5
hydNPD,p114,spri,0.5
hydNPD,p115,spri,0.5
hydNPD,p116,spri,0.5
hydNPD,p117,spri,0.5
hydNPD,p118,spri,0.5
hydNPD,p119,spri,0.5
hydNPD,p120,spri,0.5
hydNPD,p121,spri,0.5
hydNPD,p122,spri,0.5
hydNPD,p123,spri,0.5
hydNPD,p124,spri,0.5
hydNPD,p125,spri,0.5
hydNPD,p126,spri,0.5
hydNPD,p127,spri,0.5
hydNPD,p128,spri,0.5
hydNPD,p129,spri,0.5
hydNPD,p130,spri,0.5
hydNPD,p131,spri,0.5
hydNPD,p132,spri,0.5
hydNPD,p133,spri,0.5
hydNPD,p134,spri,0.5
hydNPD,p135,spri,0.5
hydNPD,p136,spri,0.5
hydNPD,p137,spri,0.5
hydNPD,p138,spri,0.5
hydNPD,p139,spri,0.5
hydNPD,p140,spri,0.5
hydNPD,p141,spri,0.5
hydNPD,p142,spri,0.5
hydNPD,p143,spri,0.5
hydNPD,p144,spri,0.5
hydNPD,p145,spri,0.5
hydNPD,p146,spri,0.5
hydNPD,p147,spri,0.5
hydNPD,p148,spri,0.5
hydNPD,p149,spri,0.5
hydNPD,p150,spri,0.5
hydNPD,p151,spri,0.5
hydNPD,p152,spri,0.5
hydNPD,p153,spri,0.5
hydNPD,p154,spri,0.5
hydNPD,p155,spri,0.5
hydNPD,p156,spri,0.5
hydNPD,p157,spri,0.5
hydNPD,p158,spri,0.5
hydNPD,p159,spri,0.5
hydNPD,p160,spri,0.5
hydNPD,p161,spri,0.5
hydNPD,p162,spri,0.5
hydNPD,p163,spri,0.5
hydNPD,p164,spri,0.5
hydNPD,p165,spri,0.5
hydNPD,p166,spri,0.5
hydNPD,p167,spri,0.5
hydNPD,p168,spri,0.5
hydNPD,p169,spri,0.5
hydNPD,p170,spri,0.5
hydNPD,p171,spri,0.5
hydNPD,p172,spri,0.5
hydNPD,p173,spri,0.5
hydNPD,p174,spri,0.5
hydNPD,p175,spri,0.5
hydNPD,p176,spri,0.5
hydNPD,p177,spri,0.5
hydNPD,p178,spri,0.5
hydNPD,p179,spri,0.5
hydNPD,p180,spri,0.5
hydNPD,p181,spri,0.5
hydNPD,p182,spri,0.5
hydNPD,p183,spri,0.5
hydNPD,p184,spri,0.5
hydNPD,p185,spri,0.5
hydNPD,p186,spri,0.5
hydNPD,p187,spri,0.5
hydNPD,p188,spri,0.5
hydNPD,p189,spri,0.5
hydNPD,p190,spri,0.5
hydNPD,p191,spri,0.5
hydNPD,p192,spri,0.5
hydNPD,p193,spri,0.5
hydNPD,p194,spri,0.5
hydNPD,p195,spri,0.5
hydNPD,p196,spri,0.5
hydNPD,p197,spri,0.5
hydNPD,p198,spri,0.5
hydNPD,p199,spri,0.5
hydNPD,p200,spri,0.5
hydNPD,p201,spri,0.5
hydNPD,p202,spri,0.5
hydNPD,p203,spri,0.5
hydNPD,p204,spri,0.5
hydNPD,p205,spri,0.5
