*r,rr,multiplier
p76,p20,1.067
p76,p21,1.098
p76,p22,1.083
p76,p23,1.068
p76,p24,1.056
p76,p25,1.142
p76,p26,1.128
p76,p27,1.163
p76,p28,1.169
p76,p29,1.116
p76,p30,1.112
p76,p31,1.099
p76,p32,1.058
p76,p33,1.054
p76,p34,1.055
p76,p35,1.053
p76,p36,1.035
p76,p37,1.048
p76,p38,1.063
p76,p39,1.055
p76,p40,1.052
p76,p41,1.076
p76,p42,1.079
p76,p43,1.092
p76,p44,1.071
p76,p45,1.068
p76,p46,1.076
p76,p47,1.055
p76,p48,1.064
p76,p49,1.057
p76,p50,1.052
p76,p51,1.038
p76,p52,1.061
p76,p53,1.08
p76,p54,1.074
p76,p55,1.051
p76,p56,1.051
p76,p57,1.069
p76,p58,1.052
p76,p59,1.075
p76,p60,1.062
p76,p61,1.084
p76,p62,1.062
p76,p63,1.108
p76,p64,1.172
p76,p65,1.198
p76,p66,1.064
p76,p67,1.102
p76,p68,1.095
p76,p69,1.07
p76,p70,1.07
p76,p71,1.047
p76,p72,1.03
p76,p73,1.049
p76,p74,1.137
p76,p75,1.061
p76,p77,1.071
p76,p78,1.038
p76,p79,1.057
p76,p80,1.062
p76,p81,1.038
p76,p82,1.037
p76,p83,1.027
p76,p84,1.04
p76,p85,1.038
p76,p86,1.034
p76,p87,1.033
p76,p88,1.096
p76,p89,1.228
p76,p90,1.129
p76,p91,1.189
p76,p92,1.139
p76,p93,1.083
p76,p94,1.332
p76,p95,1.461
p76,p96,1.515
p76,p97,1.483
p76,p98,1.519
p76,p99,1.529
p76,p100,1.934
p76,p101,1.442
p76,p102,1.466
p76,p103,1.057
p76,p104,1.071
p76,p105,1.168
p76,p106,1.047
p76,p107,1.022
p76,p108,1.03
p76,p109,1.152
p76,p110,1.341
p76,p111,1.303
p76,p112,1.333
p76,p113,1.242
p76,p114,1.316
p76,p115,1.575
p76,p116,1.512
p76,p117,1.587
p76,p118,1.461
p76,p119,1.797
p76,p120,1.934
p76,p121,1.92
p76,p122,2.046
p76,p123,2.007
p76,p124,2.008
p76,p125,2.025
p76,p126,2.025
p76,p127,1.789
p76,p128,2.176
p76,p129,1.835
p76,p130,2.033
p76,p131,2.054
p76,p132,1.919
p76,p133,2.009
p76,p134,2.149
p77,p1,1.237
p77,p2,1.214
p77,p3,1.204
p77,p4,1.2
p77,p5,1.257
p77,p6,1.223
p77,p7,1.169
p77,p8,1.222
p77,p9,1.414
p77,p10,1.314
p77,p11,1.268
p77,p12,1.22
p77,p13,1.171
p77,p14,1.212
p77,p15,1.171
p77,p16,1.173
p77,p17,1.131
p77,p18,1.079
p77,p19,1.041
p77,p20,1.06
p77,p21,1.101
p77,p22,1.086
p77,p23,1.068
p77,p24,1.054
p77,p25,1.149
p77,p26,1.135
p77,p27,1.169
p77,p28,1.176
p77,p29,1.12
p77,p30,1.116
p77,p31,1.102
p77,p32,1.061
p77,p33,1.052
p77,p34,1.053
p77,p35,1.046
p77,p36,1.041
p77,p37,1.067
p77,p38,1.06
p77,p39,1.053
p77,p40,1.049
p77,p41,1.079
p77,p42,1.105
p77,p43,1.125
p77,p44,1.079
p77,p45,1.067
p77,p46,1.095
p77,p47,1.049
p77,p48,1.042
p77,p49,1.055
p77,p50,1.048
p77,p51,1.063
p77,p52,1.06
p77,p53,1.052
p77,p54,1.099
p77,p55,1.089
p77,p56,1.078
p77,p57,1.116
p77,p58,1.06
p77,p59,1.076
p77,p60,1.042
p77,p61,1.067
p77,p62,1.043
p77,p63,1.13
p77,p64,1.193
p77,p65,1.219
p77,p66,1.072
p77,p67,1.11
p77,p68,1.107
p77,p69,1.105
p77,p70,1.076
p77,p71,1.093
p77,p72,1.066
p77,p73,1.098
p77,p74,1.148
p77,p75,1.06
p77,p76,1.071
p77,p78,1.111
p77,p79,1.068
p77,p80,1.069
p77,p81,1.134
p77,p82,1.059
p77,p83,1.037
p77,p84,1.055
p77,p85,1.05
p77,p86,1.044
p77,p87,1.042
p77,p88,1.105
p77,p89,1.237
p77,p90,1.138
p77,p91,1.199
p77,p92,1.142
p77,p93,1.088
p77,p94,1.334
p77,p95,1.45
p77,p96,1.505
p77,p97,1.472
p77,p98,1.508
p77,p99,1.519
p77,p100,1.915
p77,p101,1.354
p77,p102,1.378
p77,p103,1.063
p77,p104,1.078
p77,p105,1.169
p77,p106,1.048
p77,p107,1.029
p77,p108,1.036
p77,p109,1.147
p77,p110,1.33
p77,p111,1.298
p77,p112,1.327
p77,p113,1.235
p77,p114,1.309
p77,p115,1.563
p77,p116,1.496
p77,p117,1.57
p77,p118,1.451
p77,p119,1.78
p77,p120,1.914
p77,p121,1.901
p77,p122,2.026
p77,p123,1.987
p77,p124,1.992
p77,p125,2.006
p77,p126,2.007
p77,p127,1.776
p77,p128,2.156
p77,p129,1.823
p77,p130,2.018
p77,p131,2.038
p77,p132,1.906
p77,p133,1.994
p77,p134,2.132
p78,p1,1.23
p78,p2,1.208
p78,p3,1.198
p78,p4,1.194
p78,p5,1.249
p78,p6,1.22
p78,p7,1.158
p78,p8,1.219
p78,p9,1.404
p78,p10,1.309
p78,p11,1.265
p78,p12,1.217
p78,p13,1.177
p78,p14,1.206
p78,p15,1.159
p78,p16,1.159
p78,p17,1.129
p78,p18,1.08
p78,p19,1.046
p78,p20,1.063
p78,p21,1.101
p78,p22,1.086
p78,p23,1.07
p78,p24,1.066
p78,p25,1.16
p78,p26,1.142
p78,p27,1.168
p78,p28,1.175
p78,p29,1.12
p78,p30,1.11
p78,p31,1.094
p78,p32,1.068
p78,p33,1.06
p78,p34,1.057
p78,p35,1.051
p78,p36,1.048
p78,p37,1.084
p78,p38,1.068
p78,p39,1.067
p78,p40,1.055
p78,p41,1.072
p78,p42,1.109
p78,p43,1.116
p78,p44,1.084
p78,p45,1.076
p78,p46,1.117
p78,p47,1.058
p78,p48,1.067
p78,p49,1.056
p78,p50,1.056
p78,p51,1.042
p78,p52,1.055
p78,p53,1.089
p78,p54,1.084
p78,p55,1.058
p78,p56,1.057
p78,p57,1.079
p78,p58,1.059
p78,p59,1.079
p78,p60,1.065
p78,p61,1.089
p78,p62,1.065
p78,p63,1.118
p78,p64,1.186
p78,p65,1.214
p78,p66,1.072
p78,p67,1.112
p78,p68,1.112
p78,p69,1.1
p78,p70,1.085
p78,p71,1.068
p78,p72,1.05
p78,p73,1.057
p78,p74,1.098
p78,p75,1.042
p78,p76,1.038
p78,p77,1.111
p78,p79,1.097
p78,p80,1.082
p78,p81,1.049
p78,p82,1.053
p78,p83,1.015
p78,p84,1.052
p78,p85,1.047
p78,p86,1.041
p78,p87,1.039
p78,p88,1.11
p78,p89,1.255
p78,p90,1.144
p78,p91,1.209
p78,p92,1.15
p78,p93,1.086
p78,p94,1.36
p78,p95,1.489
p78,p96,1.541
p78,p97,1.511
p78,p98,1.546
p78,p99,1.554
p78,p100,2.014
p78,p101,1.371
p78,p102,1.394
p78,p103,1.061
p78,p104,1.081
p78,p105,1.201
p78,p106,1.029
p78,p107,1.014
p78,p108,1.024
p78,p109,1.155
p78,p110,1.36
p78,p111,1.342
p78,p112,1.381
p78,p113,1.281
p78,p114,1.353
p78,p115,1.639
p78,p116,1.575
p78,p117,1.653
p78,p118,1.487
p78,p119,1.871
p78,p120,2.017
p78,p121,2.001
p78,p122,2.125
p78,p123,2.088
p78,p124,2.074
p78,p125,2.101
p78,p126,2.101
p78,p127,1.843
p78,p128,2.255
p78,p129,1.886
p78,p130,2.096
p78,p131,2.117
p78,p132,1.975
p78,p133,2.069
p78,p134,2.213
p79,p1,1.222
p79,p2,1.201
p79,p3,1.191
p79,p4,1.187
p79,p5,1.241
p79,p6,1.213
p79,p7,1.152
p79,p8,1.212
p79,p9,1.391
p79,p10,1.299
p79,p11,1.193
p79,p12,1.209
p79,p13,1.171
p79,p14,1.198
p79,p15,1.153
p79,p16,1.151
p79,p17,1.124
p79,p18,1.077
p79,p19,1.039
p79,p20,1.061
p79,p21,1.096
p79,p22,1.081
p79,p23,1.066
p79,p24,1.062
p79,p25,1.152
p79,p26,1.134
p79,p27,1.162
p79,p28,1.151
p79,p29,1.114
p79,p30,1.099
p79,p31,1.084
p79,p32,1.064
p79,p33,1.056
p79,p34,1.053
p79,p35,1.049
p79,p36,1.046
p79,p37,1.055
p79,p38,1.062
p79,p39,1.062
p79,p40,1.049
p79,p41,1.062
p79,p42,1.083
p79,p43,1.097
p79,p44,1.074
p79,p45,1.063
p79,p46,1.094
p79,p47,1.046
p79,p48,1.056
p79,p49,1.042
p79,p50,1.046
p79,p51,1.038
p79,p52,1.044
p79,p53,1.071
p79,p54,1.079
p79,p55,1.051
p79,p56,1.052
p79,p57,1.068
p79,p58,1.054
p79,p59,1.069
p79,p60,1.055
p79,p61,1.079
p79,p62,1.056
p79,p63,1.113
p79,p64,1.18
p79,p65,1.207
p79,p66,1.063
p79,p67,1.103
p79,p68,1.094
p79,p69,1.075
p79,p70,1.06
p79,p71,1.067
p79,p72,1.02
p79,p73,1.047
p79,p74,1.108
p79,p75,1.053
p79,p76,1.057
p79,p77,1.068
p79,p78,1.097
p79,p80,1.075
p79,p81,1.054
p79,p82,1.024
p79,p83,1.055
p79,p84,1.034
p79,p85,1.034
p79,p86,1.03
p79,p87,1.033
p79,p88,1.104
p79,p89,1.312
p79,p90,1.137
p79,p91,1.202
p79,p92,1.171
p79,p93,1.106
p79,p94,1.38
p79,p95,1.515
p79,p96,1.563
p79,p97,1.537
p79,p98,1.57
p79,p99,1.574
p79,p100,2.052
p79,p101,1.481
p79,p102,1.501
p79,p103,1.059
p79,p104,1.08
p79,p105,1.216
p79,p106,1.046
p79,p107,1.034
p79,p108,1.043
p79,p109,1.177
p79,p110,1.386
p79,p111,1.36
p79,p112,1.405
p79,p113,1.297
p79,p114,1.388
p79,p115,1.67
p79,p116,1.603
p79,p117,1.683
p79,p118,1.511
p79,p119,1.907
p79,p120,2.057
p79,p121,2.04
p79,p122,2.163
p79,p123,2.127
p79,p124,2.105
p79,p125,2.138
p79,p126,2.137
p79,p127,1.868
p79,p128,2.292
p79,p129,1.909
p79,p130,2.125
p79,p131,2.147
p79,p132,2.001
p79,p133,2.097
p79,p134,2.242
p80,p1,1.207
p80,p2,1.186
p80,p3,1.174
p80,p4,1.172
p80,p5,1.197
p80,p6,1.208
p80,p7,1.147
p80,p8,1.208
p80,p9,1.387
p80,p10,1.3
p80,p11,1.182
p80,p12,1.204
p80,p13,1.166
p80,p14,1.181
p80,p15,1.147
p80,p16,1.145
p80,p17,1.108
p80,p18,1.061
p80,p19,1.035
p80,p20,1.043
p80,p21,1.079
p80,p22,1.07
p80,p23,1.048
p80,p24,1.063
p80,p25,1.146
p80,p26,1.127
p80,p27,1.161
p80,p28,1.146
p80,p29,1.113
p80,p30,1.084
p80,p31,1.078
p80,p32,1.03
p80,p33,1.054
p80,p34,1.05
p80,p35,1.03
p80,p36,1.034
p80,p37,1.08
p80,p38,1.03
p80,p39,1.058
p80,p40,1.043
p80,p41,1.055
p80,p42,1.09
p80,p43,1.099
p80,p44,1.04
p80,p45,1.037
p80,p46,1.085
p80,p47,1.034
p80,p48,1.039
p80,p49,1.032
p80,p50,1.068
p80,p51,1.061
p80,p52,1.036
p80,p53,1.044
p80,p54,1.043
p80,p55,1.068
p80,p56,1.076
p80,p57,1.069
p80,p58,1.052
p80,p59,1.056
p80,p60,1.039
p80,p61,1.065
p80,p62,1.041
p80,p63,1.135
p80,p64,1.202
p80,p65,1.223
p80,p66,1.063
p80,p67,1.106
p80,p68,1.053
p80,p69,1.039
p80,p70,1.048
p80,p71,1.037
p80,p72,1.02
p80,p73,1.058
p80,p74,1.099
p80,p75,1.061
p80,p76,1.062
p80,p77,1.069
p80,p78,1.082
p80,p79,1.075
p80,p81,1.029
p80,p82,1.061
p80,p83,1.028
p80,p84,1.031
p80,p85,1.031
p80,p86,1.026
p80,p87,1.028
p80,p88,1.118
p80,p89,1.34
p80,p90,1.143
p80,p91,1.237
p80,p92,1.193
p80,p93,1.114
p80,p94,1.424
p80,p95,1.578
p80,p96,1.617
p80,p97,1.6
p80,p98,1.63
p80,p99,1.625
p80,p100,2.191
p80,p101,1.515
p80,p102,1.531
p80,p103,1.053
p80,p104,1.084
p80,p105,1.304
p80,p106,1.031
p80,p107,1.022
p80,p108,1.034
p80,p109,1.21
p80,p110,1.442
p80,p111,1.436
p80,p112,1.508
p80,p113,1.383
p80,p114,1.498
p80,p115,1.79
p80,p116,1.726
p80,p117,1.808
p80,p118,1.569
p80,p119,2.04
p80,p120,2.205
p80,p121,2.183
p80,p122,2.298
p80,p123,2.267
p80,p124,2.213
p80,p125,2.268
p80,p126,2.264
p80,p127,1.957
p80,p128,2.423
p80,p129,1.991
p80,p130,2.225
p80,p131,2.248
p80,p132,2.091
p80,p133,2.192
p80,p134,2.343
p81,p1,1.218
p81,p2,1.196
p81,p3,1.184
p81,p4,1.181
p81,p5,1.206
p81,p6,1.218
p81,p7,1.153
p81,p8,1.218
p81,p9,1.41
p81,p10,1.324
p81,p11,1.206
p81,p12,1.215
p81,p13,1.173
p81,p14,1.192
p81,p15,1.154
p81,p16,1.153
p81,p17,1.113
p81,p18,1.061
p81,p19,1.029
p81,p20,1.041
p81,p21,1.086
p81,p22,1.071
p81,p23,1.046
p81,p24,1.071
p81,p25,1.154
p81,p26,1.152
p81,p27,1.175
p81,p28,1.162
p81,p29,1.124
p81,p30,1.104
p81,p31,1.089
p81,p32,1.025
p81,p33,1.059
p81,p34,1.055
p81,p35,1.026
p81,p36,1.024
p81,p37,1.022
p81,p38,1.02
p81,p39,1.055
p81,p40,1.059
p81,p41,1.069
p81,p42,1.028
p81,p43,1.031
p81,p44,1.022
p81,p45,1.026
p81,p46,1.132
p81,p47,1.044
p81,p48,1.054
p81,p49,1.04
p81,p50,1.062
p81,p51,1.05
p81,p52,1.041
p81,p53,1.07
p81,p54,1.088
p81,p55,1.07
p81,p56,1.068
p81,p57,1.119
p81,p58,1.058
p81,p59,1.068
p81,p60,1.052
p81,p61,1.08
p81,p62,1.053
p81,p63,1.136
p81,p64,1.21
p81,p65,1.24
p81,p66,1.072
p81,p67,1.117
p81,p68,1.025
p81,p69,1.036
p81,p70,1.062
p81,p71,1.084
p81,p72,1.046
p81,p73,1.075
p81,p74,1.079
p81,p75,1.036
p81,p76,1.038
p81,p77,1.134
p81,p78,1.049
p81,p79,1.054
p81,p80,1.029
p81,p82,1.051
p81,p83,1.026
p81,p84,1.047
p81,p85,1.112
p81,p86,1.036
p81,p87,1.034
p81,p88,1.117
p81,p89,1.283
p81,p90,1.153
p81,p91,1.225
p81,p92,1.185
p81,p93,1.114
p81,p94,1.415
p81,p95,1.563
p81,p96,1.604
p81,p97,1.585
p81,p98,1.616
p81,p99,1.613
p81,p100,1.99
p81,p101,1.397
p81,p102,1.418
p81,p103,1.039
p81,p104,1.051
p81,p105,1.164
p81,p106,1.015
p81,p107,1.027
p81,p108,1.039
p81,p109,1.174
p81,p110,1.43
p81,p111,1.318
p81,p112,1.345
p81,p113,1.244
p81,p114,1.335
p81,p115,1.614
p81,p116,1.555
p81,p117,1.635
p81,p118,1.556
p81,p119,1.847
p81,p120,1.992
p81,p121,1.976
p81,p122,2.102
p81,p123,2.064
p81,p124,2.055
p81,p125,2.079
p81,p126,2.079
p81,p127,1.826
p81,p128,2.234
p81,p129,1.87
p81,p130,2.078
p81,p131,2.1
p81,p132,1.959
p81,p133,2.052
p81,p134,2.195
p82,p1,1.212
p82,p2,1.19
p82,p3,1.179
p82,p4,1.176
p82,p5,1.202
p82,p6,1.211
p82,p7,1.151
p82,p8,1.21
p82,p9,1.396
p82,p10,1.322
p82,p11,1.191
p82,p12,1.206
p82,p13,1.168
p82,p14,1.186
p82,p15,1.152
p82,p16,1.15
p82,p17,1.11
p82,p18,1.063
p82,p19,1.032
p82,p20,1.043
p82,p21,1.081
p82,p22,1.069
p82,p23,1.047
p82,p24,1.067
p82,p25,1.147
p82,p26,1.138
p82,p27,1.175
p82,p28,1.156
p82,p29,1.124
p82,p30,1.087
p82,p31,1.083
p82,p32,1.028
p82,p33,1.07
p82,p34,1.063
p82,p35,1.031
p82,p36,1.028
p82,p37,1.022
p82,p38,1.026
p82,p39,1.054
p82,p40,1.073
p82,p41,1.078
p82,p42,1.028
p82,p43,1.034
p82,p44,1.029
p82,p45,1.03
p82,p46,1.067
p82,p47,1.031
p82,p48,1.037
p82,p49,1.031
p82,p50,1.068
p82,p51,1.07
p82,p52,1.036
p82,p53,1.045
p82,p54,1.046
p82,p55,1.087
p82,p56,1.092
p82,p57,1.085
p82,p58,1.06
p82,p59,1.056
p82,p60,1.037
p82,p61,1.066
p82,p62,1.039
p82,p63,1.153
p82,p64,1.226
p82,p65,1.255
p82,p66,1.076
p82,p67,1.123
p82,p68,1.033
p82,p69,1.047
p82,p70,1.045
p82,p71,1.038
p82,p72,1.05
p82,p73,1.081
p82,p74,1.075
p82,p75,1.029
p82,p76,1.037
p82,p77,1.059
p82,p78,1.053
p82,p79,1.024
p82,p80,1.061
p82,p81,1.051
p82,p83,1.026
p82,p84,1.052
p82,p85,1.045
p82,p86,1.037
p82,p87,1.035
p82,p88,1.129
p82,p89,1.313
p82,p90,1.164
p82,p91,1.242
p82,p92,1.213
p82,p93,1.131
p82,p94,1.46
p82,p95,1.624
p82,p96,1.653
p82,p97,1.645
p82,p98,1.671
p82,p99,1.659
p82,p100,2.311
p82,p101,1.419
p82,p102,1.438
p82,p103,1.025
p82,p104,1.041
p82,p105,1.162
p82,p106,1.02
p82,p107,1.025
p82,p108,1.04
p82,p109,1.206
p82,p110,1.486
p82,p111,1.32
p82,p112,1.417
p82,p113,1.307
p82,p114,1.409
p82,p115,1.628
p82,p116,1.641
p82,p117,1.724
p82,p118,1.611
p82,p119,1.866
p82,p120,2.189
p82,p121,2.169
p82,p122,2.124
p82,p123,2.249
p82,p124,2.073
p82,p125,2.101
p82,p126,2.1
p82,p127,1.839
p82,p128,2.256
p82,p129,1.883
p82,p130,2.095
p82,p131,2.117
p82,p132,1.973
p82,p133,2.068
p82,p134,2.213
p83,p1,1.201
p83,p2,1.18
p83,p3,1.168
p83,p4,1.166
p83,p5,1.189
p83,p6,1.199
p83,p7,1.138
p83,p8,1.198
p83,p9,1.376
p83,p10,1.31
p83,p11,1.184
p83,p12,1.194
p83,p13,1.168
p83,p14,1.175
p83,p15,1.138
p83,p16,1.134
p83,p17,1.103
p83,p18,1.056
p83,p19,1.028
p83,p20,1.039
p83,p21,1.074
p83,p22,1.063
p83,p23,1.042
p83,p24,1.056
p83,p25,1.135
p83,p26,1.125
p83,p27,1.167
p83,p28,1.148
p83,p29,1.117
p83,p30,1.082
p83,p31,1.077
p83,p32,1.024
p83,p33,1.07
p83,p34,1.065
p83,p35,1.025
p83,p36,1.024
p83,p37,1.025
p83,p38,1.021
p83,p39,1.045
p83,p40,1.059
p83,p41,1.051
p83,p42,1.03
p83,p43,1.032
p83,p44,1.022
p83,p45,1.025
p83,p46,1.052
p83,p47,1.028
p83,p48,1.033
p83,p49,1.027
p83,p50,1.05
p83,p51,1.086
p83,p52,1.031
p83,p53,1.036
p83,p54,1.039
p83,p55,1.09
p83,p56,1.106
p83,p57,1.078
p83,p58,1.057
p83,p59,1.052
p83,p60,1.033
p83,p61,1.061
p83,p62,1.035
p83,p63,1.192
p83,p64,1.226
p83,p65,1.249
p83,p66,1.069
p83,p67,1.118
p83,p68,1.036
p83,p69,1.028
p83,p70,1.033
p83,p71,1.061
p83,p72,1.028
p83,p73,1.073
p83,p74,1.084
p83,p75,1.054
p83,p76,1.027
p83,p77,1.037
p83,p78,1.015
p83,p79,1.055
p83,p80,1.028
p83,p81,1.026
p83,p82,1.026
p83,p84,1.034
p83,p85,1.033
p83,p86,1.027
p83,p87,1.03
p83,p88,1.145
p83,p89,1.416
p83,p90,1.163
p83,p91,1.271
p83,p92,1.252
p83,p93,1.153
p83,p94,1.512
p83,p95,1.7
p83,p96,1.711
p83,p97,1.718
p83,p98,1.736
p83,p99,1.711
p83,p100,2.45
p83,p101,1.574
p83,p102,1.582
p83,p103,1.031
p83,p104,1.019
p83,p105,1.21
p83,p106,1.032
p83,p107,1.016
p83,p108,1.037
p83,p109,1.331
p83,p110,1.561
p83,p111,1.363
p83,p112,1.512
p83,p113,1.431
p83,p114,1.577
p83,p115,1.881
p83,p116,1.784
p83,p117,1.916
p83,p118,1.678
p83,p119,2.109
p83,p120,2.314
p83,p121,2.289
p83,p122,2.349
p83,p123,2.365
p83,p124,2.292
p83,p125,2.361
p83,p126,2.314
p83,p127,1.889
p83,p128,2.466
p83,p129,1.929
p83,p130,2.152
p83,p131,2.174
p83,p132,2.024
p83,p133,2.122
p83,p134,2.27
p84,p1,1.228
p84,p2,1.176
p84,p3,1.199
p84,p4,1.196
p84,p5,1.194
p84,p6,1.204
p84,p7,1.144
p84,p8,1.203
p84,p9,1.38
p84,p10,1.337
p84,p11,1.227
p84,p12,1.199
p84,p13,1.186
p84,p14,1.206
p84,p15,1.145
p84,p16,1.142
p84,p17,1.139
p84,p18,1.1
p84,p19,1.076
p84,p20,1.1
p84,p21,1.095
p84,p22,1.099
p84,p23,1.083
p84,p24,1.065
p84,p25,1.142
p84,p26,1.133
p84,p27,1.196
p84,p28,1.199
p84,p29,1.142
p84,p30,1.122
p84,p31,1.125
p84,p32,1.078
p84,p33,1.073
p84,p34,1.068
p84,p35,1.083
p84,p36,1.059
p84,p37,1.047
p84,p38,1.082
p84,p39,1.062
p84,p40,1.099
p84,p41,1.122
p84,p42,1.052
p84,p43,1.068
p84,p44,1.061
p84,p45,1.09
p84,p46,1.061
p84,p47,1.075
p84,p48,1.082
p84,p49,1.091
p84,p50,1.125
p84,p51,1.147
p84,p52,1.068
p84,p53,1.1
p84,p54,1.145
p84,p55,1.179
p84,p56,1.17
p84,p57,1.113
p84,p58,1.081
p84,p59,1.094
p84,p60,1.077
p84,p61,1.105
p84,p62,1.077
p84,p63,1.249
p84,p64,1.313
p84,p65,1.336
p84,p66,1.092
p84,p67,1.159
p84,p68,1.066
p84,p69,1.086
p84,p70,1.102
p84,p71,1.115
p84,p72,1.191
p84,p73,1.186
p84,p74,1.063
p84,p75,1.038
p84,p76,1.04
p84,p77,1.055
p84,p78,1.052
p84,p79,1.034
p84,p80,1.031
p84,p81,1.047
p84,p82,1.052
p84,p83,1.034
p84,p85,1.041
p84,p86,1.029
p84,p87,1.045
p84,p88,1.195
p84,p89,1.55
p84,p90,1.24
p84,p91,1.296
p84,p92,1.34
p84,p93,1.197
p84,p94,1.641
p84,p95,1.784
p84,p96,1.699
p84,p97,1.759
p84,p98,1.705
p84,p99,1.686
p84,p100,1.839
p84,p101,1.534
p84,p102,1.535
p84,p103,1.03
p84,p104,1.027
p84,p105,1.123
p84,p106,1.065
p84,p107,1.078
p84,p108,1.071
p84,p109,1.232
p84,p110,1.528
p84,p111,1.379
p84,p112,1.358
p84,p113,1.258
p84,p114,1.391
p84,p115,1.662
p84,p116,1.542
p84,p117,1.699
p84,p118,1.646
p84,p119,1.86
p84,p120,2.022
p84,p121,1.857
p84,p122,2.094
p84,p123,1.902
p84,p124,1.952
p84,p125,1.961
p84,p126,2.094
p84,p127,1.815
p84,p128,2.211
p84,p129,1.856
p84,p130,2.045
p84,p131,2.065
p84,p132,1.937
p84,p133,2.022
p84,p134,2.155
p85,p1,1.214
p85,p2,1.182
p85,p3,1.182
p85,p4,1.183
p85,p5,1.201
p85,p6,1.211
p85,p7,1.152
p85,p8,1.21
p85,p9,1.39
p85,p10,1.341
p85,p11,1.238
p85,p12,1.207
p85,p13,1.178
p85,p14,1.189
p85,p15,1.152
p85,p16,1.151
p85,p17,1.123
p85,p18,1.084
p85,p19,1.051
p85,p20,1.111
p85,p21,1.106
p85,p22,1.1
p85,p23,1.075
p85,p24,1.069
p85,p25,1.151
p85,p26,1.146
p85,p27,1.204
p85,p28,1.208
p85,p29,1.141
p85,p30,1.125
p85,p31,1.121
p85,p32,1.069
p85,p33,1.072
p85,p34,1.062
p85,p35,1.055
p85,p36,1.055
p85,p37,1.061
p85,p38,1.074
p85,p39,1.075
p85,p40,1.077
p85,p41,1.093
p85,p42,1.069
p85,p43,1.098
p85,p44,1.08
p85,p45,1.099
p85,p46,1.054
p85,p47,1.071
p85,p48,1.079
p85,p49,1.062
p85,p50,1.111
p85,p51,1.116
p85,p52,1.062
p85,p53,1.117
p85,p54,1.125
p85,p55,1.201
p85,p56,1.192
p85,p57,1.176
p85,p58,1.059
p85,p59,1.094
p85,p60,1.074
p85,p61,1.107
p85,p62,1.074
p85,p63,1.343
p85,p64,1.426
p85,p65,1.44
p85,p66,1.187
p85,p67,1.288
p85,p68,1.089
p85,p69,1.102
p85,p70,1.12
p85,p71,1.15
p85,p72,1.11
p85,p73,1.155
p85,p74,1.057
p85,p75,1.036
p85,p76,1.038
p85,p77,1.05
p85,p78,1.047
p85,p79,1.034
p85,p80,1.031
p85,p81,1.112
p85,p82,1.045
p85,p83,1.033
p85,p84,1.041
p85,p86,1.117
p85,p87,1.068
p85,p88,1.191
p85,p89,1.434
p85,p90,1.299
p85,p91,1.362
p85,p92,1.428
p85,p93,1.151
p85,p94,1.561
p85,p95,1.65
p85,p96,1.645
p85,p97,1.692
p85,p98,1.59
p85,p99,1.591
p85,p100,1.714
p85,p101,1.559
p85,p102,1.555
p85,p103,1.031
p85,p104,1.028
p85,p105,1.093
p85,p106,1.048
p85,p107,1.058
p85,p108,1.061
p85,p109,1.18
p85,p110,1.411
p85,p111,1.295
p85,p112,1.271
p85,p113,1.192
p85,p114,1.274
p85,p115,1.522
p85,p116,1.423
p85,p117,1.541
p85,p118,1.532
p85,p119,1.7
p85,p120,1.841
p85,p121,1.735
p85,p122,1.869
p85,p123,1.774
p85,p124,1.844
p85,p125,1.84
p85,p126,1.852
p85,p127,1.696
p85,p128,1.984
p85,p129,1.742
p85,p130,1.907
p85,p131,1.926
p85,p132,1.812
p85,p133,1.889
p85,p134,2.012
p86,p1,1.215
p86,p2,1.186
p86,p3,1.178
p86,p4,1.186
p86,p5,1.203
p86,p6,1.213
p86,p7,1.158
p86,p8,1.212
p86,p9,1.406
p86,p10,1.329
p86,p11,1.229
p86,p12,1.209
p86,p13,1.173
p86,p14,1.184
p86,p15,1.158
p86,p16,1.158
p86,p17,1.124
p86,p18,1.084
p86,p19,1.056
p86,p20,1.101
p86,p21,1.123
p86,p22,1.104
p86,p23,1.069
p86,p24,1.096
p86,p25,1.158
p86,p26,1.155
p86,p27,1.196
p86,p28,1.199
p86,p29,1.131
p86,p30,1.119
p86,p31,1.11
p86,p32,1.069
p86,p33,1.096
p86,p34,1.077
p86,p35,1.06
p86,p36,1.061
p86,p37,1.069
p86,p38,1.082
p86,p39,1.077
p86,p40,1.082
p86,p41,1.098
p86,p42,1.064
p86,p43,1.058
p86,p44,1.071
p86,p45,1.085
p86,p46,1.047
p86,p47,1.067
p86,p48,1.074
p86,p49,1.075
p86,p50,1.133
p86,p51,1.15
p86,p52,1.095
p86,p53,1.123
p86,p54,1.126
p86,p55,1.137
p86,p56,1.17
p86,p57,1.225
p86,p58,1.079
p86,p59,1.089
p86,p60,1.255
p86,p61,1.483
p86,p62,1.07
p86,p63,1.444
p86,p64,1.443
p86,p65,1.472
p86,p66,1.212
p86,p67,1.326
p86,p68,1.054
p86,p69,1.069
p86,p70,1.097
p86,p71,1.068
p86,p72,1.074
p86,p73,1.072
p86,p74,1.051
p86,p75,1.033
p86,p76,1.034
p86,p77,1.044
p86,p78,1.041
p86,p79,1.03
p86,p80,1.026
p86,p81,1.036
p86,p82,1.037
p86,p83,1.027
p86,p84,1.029
p86,p85,1.117
p86,p87,1.08
p86,p88,1.178
