t,r,i,value
2017,Tripura,WHR,0
2019,Tripura,WHR,0
2021,Tripura,WHR,0
2023,Tripura,WHR,0
2025,Tripura,WHR,0
2027,Tripura,WHR,0
2029,Tripura,WHR,0
2031,Tripura,WHR,0
2033,Tripura,WHR,0
2035,Tripura,WHR,0
2037,Tripura,WHR,0
2039,Tripura,WHR,0
2041,Tripura,WHR,0
2043,Tripura,WHR,0
2045,Tripura,WHR,0
2047,Tripura,WHR,0
2017,Uttar_Pradesh,CCGT-GAS,0
2019,Uttar_Pradesh,CCGT-GAS,0
2021,Uttar_Pradesh,CCGT-GAS,0
2023,Uttar_Pradesh,CCGT-GAS,0
2025,Uttar_Pradesh,CCGT-GAS,0
2027,Uttar_Pradesh,CCGT-GAS,0
2029,Uttar_Pradesh,CCGT-GAS,0
2031,Uttar_Pradesh,CCGT-GAS,0
2033,Uttar_Pradesh,CCGT-GAS,0
2035,Uttar_Pradesh,CCGT-GAS,0
2037,Uttar_Pradesh,CCGT-GAS,0
2039,Uttar_Pradesh,CCGT-GAS,0
2041,Uttar_Pradesh,CCGT-GAS,0
2043,Uttar_Pradesh,CCGT-GAS,0
2045,Uttar_Pradesh,CCGT-GAS,0
2047,Uttar_Pradesh,CCGT-GAS,0
2017,Uttar_Pradesh,CCGT-LNG,0
2019,Uttar_Pradesh,CCGT-LNG,0
2021,Uttar_Pradesh,CCGT-LNG,0
2023,Uttar_Pradesh,CCGT-LNG,0
2025,Uttar_Pradesh,CCGT-LNG,0
2027,Uttar_Pradesh,CCGT-LNG,0
2029,Uttar_Pradesh,CCGT-LNG,0
2031,Uttar_Pradesh,CCGT-LNG,0
2033,Uttar_Pradesh,CCGT-LNG,0
2035,Uttar_Pradesh,CCGT-LNG,0
2037,Uttar_Pradesh,CCGT-LNG,0
2039,Uttar_Pradesh,CCGT-LNG,0
2041,Uttar_Pradesh,CCGT-LNG,0
2043,Uttar_Pradesh,CCGT-LNG,0
2045,Uttar_Pradesh,CCGT-LNG,0
2047,Uttar_Pradesh,CCGT-LNG,0
2017,Uttar_Pradesh,COGENERATION-BAGASSE,0
2019,Uttar_Pradesh,COGENERATION-BAGASSE,0
2021,Uttar_Pradesh,COGENERATION-BAGASSE,0
2023,Uttar_Pradesh,COGENERATION-BAGASSE,0
2025,Uttar_Pradesh,COGENERATION-BAGASSE,0
2027,Uttar_Pradesh,COGENERATION-BAGASSE,0
2029,Uttar_Pradesh,COGENERATION-BAGASSE,0
2031,Uttar_Pradesh,COGENERATION-BAGASSE,0
2033,Uttar_Pradesh,COGENERATION-BAGASSE,0
2035,Uttar_Pradesh,COGENERATION-BAGASSE,0
2037,Uttar_Pradesh,COGENERATION-BAGASSE,270
2039,Uttar_Pradesh,COGENERATION-BAGASSE,0
2041,Uttar_Pradesh,COGENERATION-BAGASSE,0
2043,Uttar_Pradesh,COGENERATION-BAGASSE,0
2045,Uttar_Pradesh,COGENERATION-BAGASSE,0
2047,Uttar_Pradesh,COGENERATION-BAGASSE,0
2017,Uttar_Pradesh,CT-GAS,0
2019,Uttar_Pradesh,CT-GAS,0
2021,Uttar_Pradesh,CT-GAS,0
2023,Uttar_Pradesh,CT-GAS,0
2025,Uttar_Pradesh,CT-GAS,0
2027,Uttar_Pradesh,CT-GAS,0
2029,Uttar_Pradesh,CT-GAS,0
2031,Uttar_Pradesh,CT-GAS,0
2033,Uttar_Pradesh,CT-GAS,0
2035,Uttar_Pradesh,CT-GAS,0
2037,Uttar_Pradesh,CT-GAS,0
2039,Uttar_Pradesh,CT-GAS,0
2041,Uttar_Pradesh,CT-GAS,0
2043,Uttar_Pradesh,CT-GAS,0
2045,Uttar_Pradesh,CT-GAS,0
2047,Uttar_Pradesh,CT-GAS,0
2017,Uttar_Pradesh,DIESEL,0
2019,Uttar_Pradesh,DIESEL,0
2021,Uttar_Pradesh,DIESEL,0
2023,Uttar_Pradesh,DIESEL,0
2025,Uttar_Pradesh,DIESEL,0
2027,Uttar_Pradesh,DIESEL,0
2029,Uttar_Pradesh,DIESEL,0
2031,Uttar_Pradesh,DIESEL,0
2033,Uttar_Pradesh,DIESEL,0
2035,Uttar_Pradesh,DIESEL,0
2037,Uttar_Pradesh,DIESEL,0
2039,Uttar_Pradesh,DIESEL,0
2041,Uttar_Pradesh,DIESEL,0
2043,Uttar_Pradesh,DIESEL,0
2045,Uttar_Pradesh,DIESEL,0
2047,Uttar_Pradesh,DIESEL,0
2017,Uttar_Pradesh,SUBCRITICAL-COAL,292
2019,Uttar_Pradesh,SUBCRITICAL-COAL,575
2021,Uttar_Pradesh,SUBCRITICAL-COAL,432
2023,Uttar_Pradesh,SUBCRITICAL-COAL,0
2025,Uttar_Pradesh,SUBCRITICAL-COAL,0
2027,Uttar_Pradesh,SUBCRITICAL-COAL,332
2029,Uttar_Pradesh,SUBCRITICAL-COAL,0
2031,Uttar_Pradesh,SUBCRITICAL-COAL,360
2033,Uttar_Pradesh,SUBCRITICAL-COAL,0
2035,Uttar_Pradesh,SUBCRITICAL-COAL,293
2037,Uttar_Pradesh,SUBCRITICAL-COAL,762
2039,Uttar_Pradesh,SUBCRITICAL-COAL,97
2041,Uttar_Pradesh,SUBCRITICAL-COAL,0
2043,Uttar_Pradesh,SUBCRITICAL-COAL,0
2045,Uttar_Pradesh,SUBCRITICAL-COAL,0
2047,Uttar_Pradesh,SUBCRITICAL-COAL,0
2017,Uttar_Pradesh,SUBCRITICAL-LIGNITE,0
2019,Uttar_Pradesh,SUBCRITICAL-LIGNITE,0
2021,Uttar_Pradesh,SUBCRITICAL-LIGNITE,0
2023,Uttar_Pradesh,SUBCRITICAL-LIGNITE,0
2025,Uttar_Pradesh,SUBCRITICAL-LIGNITE,0
2027,Uttar_Pradesh,SUBCRITICAL-LIGNITE,0
2029,Uttar_Pradesh,SUBCRITICAL-LIGNITE,0
2031,Uttar_Pradesh,SUBCRITICAL-LIGNITE,0
2033,Uttar_Pradesh,SUBCRITICAL-LIGNITE,0
2035,Uttar_Pradesh,SUBCRITICAL-LIGNITE,0
2037,Uttar_Pradesh,SUBCRITICAL-LIGNITE,0
2039,Uttar_Pradesh,SUBCRITICAL-LIGNITE,0
2041,Uttar_Pradesh,SUBCRITICAL-LIGNITE,0
2043,Uttar_Pradesh,SUBCRITICAL-LIGNITE,0
2045,Uttar_Pradesh,SUBCRITICAL-LIGNITE,0
2047,Uttar_Pradesh,SUBCRITICAL-LIGNITE,0
2017,Uttar_Pradesh,SUPERCRITICAL-COAL,0
2019,Uttar_Pradesh,SUPERCRITICAL-COAL,0
2021,Uttar_Pradesh,SUPERCRITICAL-COAL,0
2023,Uttar_Pradesh,SUPERCRITICAL-COAL,0
2025,Uttar_Pradesh,SUPERCRITICAL-COAL,0
2027,Uttar_Pradesh,SUPERCRITICAL-COAL,0
2029,Uttar_Pradesh,SUPERCRITICAL-COAL,0
2031,Uttar_Pradesh,SUPERCRITICAL-COAL,0
2033,Uttar_Pradesh,SUPERCRITICAL-COAL,0
2035,Uttar_Pradesh,SUPERCRITICAL-COAL,0
2037,Uttar_Pradesh,SUPERCRITICAL-COAL,0
2039,Uttar_Pradesh,SUPERCRITICAL-COAL,0
2041,Uttar_Pradesh,SUPERCRITICAL-COAL,0
2043,Uttar_Pradesh,SUPERCRITICAL-COAL,0
2045,Uttar_Pradesh,SUPERCRITICAL-COAL,0
2047,Uttar_Pradesh,SUPERCRITICAL-COAL,0
2017,Uttar_Pradesh,WHR,0
2019,Uttar_Pradesh,WHR,0
2021,Uttar_Pradesh,WHR,0
2023,Uttar_Pradesh,WHR,0
2025,Uttar_Pradesh,WHR,0
2027,Uttar_Pradesh,WHR,0
2029,Uttar_Pradesh,WHR,0
2031,Uttar_Pradesh,WHR,0
2033,Uttar_Pradesh,WHR,0
2035,Uttar_Pradesh,WHR,0
2037,Uttar_Pradesh,WHR,0
2039,Uttar_Pradesh,WHR,0
2041,Uttar_Pradesh,WHR,0
2043,Uttar_Pradesh,WHR,0
2045,Uttar_Pradesh,WHR,0
2047,Uttar_Pradesh,WHR,0
2017,Uttarakhand,CCGT-GAS,0
2019,Uttarakhand,CCGT-GAS,0
2021,Uttarakhand,CCGT-GAS,0
2023,Uttarakhand,CCGT-GAS,0
2025,Uttarakhand,CCGT-GAS,0
2027,Uttarakhand,CCGT-GAS,0
2029,Uttarakhand,CCGT-GAS,0
2031,Uttarakhand,CCGT-GAS,0
2033,Uttarakhand,CCGT-GAS,0
2035,Uttarakhand,CCGT-GAS,0
2037,Uttarakhand,CCGT-GAS,0
2039,Uttarakhand,CCGT-GAS,0
2041,Uttarakhand,CCGT-GAS,225
2043,Uttarakhand,CCGT-GAS,0
2045,Uttarakhand,CCGT-GAS,0
2047,Uttarakhand,CCGT-GAS,0
2017,Uttarakhand,CCGT-LNG,0
2019,Uttarakhand,CCGT-LNG,0
2021,Uttarakhand,CCGT-LNG,0
2023,Uttarakhand,CCGT-LNG,0
2025,Uttarakhand,CCGT-LNG,0
2027,Uttarakhand,CCGT-LNG,0
2029,Uttarakhand,CCGT-LNG,0
2031,Uttarakhand,CCGT-LNG,0
2033,Uttarakhand,CCGT-LNG,0
2035,Uttarakhand,CCGT-LNG,0
2037,Uttarakhand,CCGT-LNG,0
2039,Uttarakhand,CCGT-LNG,0
2041,Uttarakhand,CCGT-LNG,0
2043,Uttarakhand,CCGT-LNG,0
2045,Uttarakhand,CCGT-LNG,0
2047,Uttarakhand,CCGT-LNG,0
2017,Uttarakhand,COGENERATION-BAGASSE,0
2019,Uttarakhand,COGENERATION-BAGASSE,0
2021,Uttarakhand,COGENERATION-BAGASSE,0
2023,Uttarakhand,COGENERATION-BAGASSE,0
2025,Uttarakhand,COGENERATION-BAGASSE,0
2027,Uttarakhand,COGENERATION-BAGASSE,0
2029,Uttarakhand,COGENERATION-BAGASSE,0
2031,Uttarakhand,COGENERATION-BAGASSE,0
2033,Uttarakhand,COGENERATION-BAGASSE,0
2035,Uttarakhand,COGENERATION-BAGASSE,0
2037,Uttarakhand,COGENERATION-BAGASSE,0
2039,Uttarakhand,COGENERATION-BAGASSE,0
2041,Uttarakhand,COGENERATION-BAGASSE,0
2043,Uttarakhand,COGENERATION-BAGASSE,0
2045,Uttarakhand,COGENERATION-BAGASSE,0
2047,Uttarakhand,COGENERATION-BAGASSE,0
2017,Uttarakhand,CT-GAS,0
2019,Uttarakhand,CT-GAS,0
2021,Uttarakhand,CT-GAS,0
2023,Uttarakhand,CT-GAS,0
2025,Uttarakhand,CT-GAS,0
2027,Uttarakhand,CT-GAS,0
2029,Uttarakhand,CT-GAS,0
2031,Uttarakhand,CT-GAS,0
2033,Uttarakhand,CT-GAS,0
2035,Uttarakhand,CT-GAS,0
2037,Uttarakhand,CT-GAS,0
2039,Uttarakhand,CT-GAS,0
2041,Uttarakhand,CT-GAS,0
2043,Uttarakhand,CT-GAS,0
2045,Uttarakhand,CT-GAS,0
2047,Uttarakhand,CT-GAS,0
2017,Uttarakhand,DIESEL,0
2019,Uttarakhand,DIESEL,0
2021,Uttarakhand,DIESEL,0
2023,Uttarakhand,DIESEL,0
2025,Uttarakhand,DIESEL,0
2027,Uttarakhand,DIESEL,0
2029,Uttarakhand,DIESEL,0
2031,Uttarakhand,DIESEL,0
2033,Uttarakhand,DIESEL,0
2035,Uttarakhand,DIESEL,0
2037,Uttarakhand,DIESEL,0
2039,Uttarakhand,DIESEL,0
2041,Uttarakhand,DIESEL,0
2043,Uttarakhand,DIESEL,0
2045,Uttarakhand,DIESEL,0
2047,Uttarakhand,DIESEL,0
2017,Uttarakhand,SUBCRITICAL-COAL,0
2019,Uttarakhand,SUBCRITICAL-COAL,0
2021,Uttarakhand,SUBCRITICAL-COAL,0
2023,Uttarakhand,SUBCRITICAL-COAL,0
2025,Uttarakhand,SUBCRITICAL-COAL,0
2027,Uttarakhand,SUBCRITICAL-COAL,0
2029,Uttarakhand,SUBCRITICAL-COAL,0
2031,Uttarakhand,SUBCRITICAL-COAL,0
2033,Uttarakhand,SUBCRITICAL-COAL,0
2035,Uttarakhand,SUBCRITICAL-COAL,0
2037,Uttarakhand,SUBCRITICAL-COAL,0
2039,Uttarakhand,SUBCRITICAL-COAL,0
2041,Uttarakhand,SUBCRITICAL-COAL,0
2043,Uttarakhand,SUBCRITICAL-COAL,0
2045,Uttarakhand,SUBCRITICAL-COAL,0
2047,Uttarakhand,SUBCRITICAL-COAL,0
2017,Uttarakhand,SUBCRITICAL-LIGNITE,0
2019,Uttarakhand,SUBCRITICAL-LIGNITE,0
2021,Uttarakhand,SUBCRITICAL-LIGNITE,0
2023,Uttarakhand,SUBCRITICAL-LIGNITE,0
2025,Uttarakhand,SUBCRITICAL-LIGNITE,0
2027,Uttarakhand,SUBCRITICAL-LIGNITE,0
2029,Uttarakhand,SUBCRITICAL-LIGNITE,0
2031,Uttarakhand,SUBCRITICAL-LIGNITE,0
2033,Uttarakhand,SUBCRITICAL-LIGNITE,0
2035,Uttarakhand,SUBCRITICAL-LIGNITE,0
2037,Uttarakhand,SUBCRITICAL-LIGNITE,0
2039,Uttarakhand,SUBCRITICAL-LIGNITE,0
2041,Uttarakhand,SUBCRITICAL-LIGNITE,0
2043,Uttarakhand,SUBCRITICAL-LIGNITE,0
2045,Uttarakhand,SUBCRITICAL-LIGNITE,0
2047,Uttarakhand,SUBCRITICAL-LIGNITE,0
2017,Uttarakhand,SUPERCRITICAL-COAL,0
2019,Uttarakhand,SUPERCRITICAL-COAL,0
2021,Uttarakhand,SUPERCRITICAL-COAL,0
2023,Uttarakhand,SUPERCRITICAL-COAL,0
2025,Uttarakhand,SUPERCRITICAL-COAL,0
2027,Uttarakhand,SUPERCRITICAL-COAL,0
2029,Uttarakhand,SUPERCRITICAL-COAL,0
2031,Uttarakhand,SUPERCRITICAL-COAL,0
2033,Uttarakhand,SUPERCRITICAL-COAL,0
2035,Uttarakhand,SUPERCRITICAL-COAL,0
2037,Uttarakhand,SUPERCRITICAL-COAL,0
2039,Uttarakhand,SUPERCRITICAL-COAL,0
2041,Uttarakhand,SUPERCRITICAL-COAL,0
2043,Uttarakhand,SUPERCRITICAL-COAL,0
2045,Uttarakhand,SUPERCRITICAL-COAL,0
2047,Uttarakhand,SUPERCRITICAL-COAL,0
2017,Uttarakhand,WHR,0
2019,Uttarakhand,WHR,0
2021,Uttarakhand,WHR,0
2023,Uttarakhand,WHR,0
2025,Uttarakhand,WHR,0
2027,Uttarakhand,WHR,0
2029,Uttarakhand,WHR,0
2031,Uttarakhand,WHR,0
2033,Uttarakhand,WHR,0
2035,Uttarakhand,WHR,0
2037,Uttarakhand,WHR,0
2039,Uttarakhand,WHR,0
2041,Uttarakhand,WHR,0
2043,Uttarakhand,WHR,0
2045,Uttarakhand,WHR,0
2047,Uttarakhand,WHR,0
2017,West_Bengal,CCGT-GAS,0
2019,West_Bengal,CCGT-GAS,0
2021,West_Bengal,CCGT-GAS,0
2023,West_Bengal,CCGT-GAS,0
2025,West_Bengal,CCGT-GAS,0
2027,West_Bengal,CCGT-GAS,0
2029,West_Bengal,CCGT-GAS,0
2031,West_Bengal,CCGT-GAS,0
2033,West_Bengal,CCGT-GAS,0
2035,West_Bengal,CCGT-GAS,0
2037,West_Bengal,CCGT-GAS,0
2039,West_Bengal,CCGT-GAS,0
2041,West_Bengal,CCGT-GAS,0
2043,West_Bengal,CCGT-GAS,0
2045,West_Bengal,CCGT-GAS,0
2047,West_Bengal,CCGT-GAS,0
2017,West_Bengal,CCGT-LNG,0
2019,West_Bengal,CCGT-LNG,0
2021,West_Bengal,CCGT-LNG,0
2023,West_Bengal,CCGT-LNG,0
2025,West_Bengal,CCGT-LNG,0
2027,West_Bengal,CCGT-LNG,0
2029,West_Bengal,CCGT-LNG,0
2031,West_Bengal,CCGT-LNG,0
2033,West_Bengal,CCGT-LNG,0
2035,West_Bengal,CCGT-LNG,0
2037,West_Bengal,CCGT-LNG,0
2039,West_Bengal,CCGT-LNG,0
2041,West_Bengal,CCGT-LNG,0
2043,West_Bengal,CCGT-LNG,0
2045,West_Bengal,CCGT-LNG,0
2047,West_Bengal,CCGT-LNG,0
2017,West_Bengal,COGENERATION-BAGASSE,0
2019,West_Bengal,COGENERATION-BAGASSE,0
2021,West_Bengal,COGENERATION-BAGASSE,0
2023,West_Bengal,COGENERATION-BAGASSE,0
2025,West_Bengal,COGENERATION-BAGASSE,0
2027,West_Bengal,COGENERATION-BAGASSE,0
2029,West_Bengal,COGENERATION-BAGASSE,0
2031,West_Bengal,COGENERATION-BAGASSE,0
2033,West_Bengal,COGENERATION-BAGASSE,0
2035,West_Bengal,COGENERATION-BAGASSE,0
2037,West_Bengal,COGENERATION-BAGASSE,0
2039,West_Bengal,COGENERATION-BAGASSE,0
2041,West_Bengal,COGENERATION-BAGASSE,0
2043,West_Bengal,COGENERATION-BAGASSE,0
2045,West_Bengal,COGENERATION-BAGASSE,0
2047,West_Bengal,COGENERATION-BAGASSE,0
2017,West_Bengal,CT-GAS,0
2019,West_Bengal,CT-GAS,0
2021,West_Bengal,CT-GAS,0
2023,West_Bengal,CT-GAS,0
2025,West_Bengal,CT-GAS,0
2027,West_Bengal,CT-GAS,0
2029,West_Bengal,CT-GAS,0
2031,West_Bengal,CT-GAS,0
2033,West_Bengal,CT-GAS,0
2035,West_Bengal,CT-GAS,0
2037,West_Bengal,CT-GAS,0
2039,West_Bengal,CT-GAS,0
2041,West_Bengal,CT-GAS,0
2043,West_Bengal,CT-GAS,0
2045,West_Bengal,CT-GAS,0
2047,West_Bengal,CT-GAS,0
2017,West_Bengal,DIESEL,0
2019,West_Bengal,DIESEL,0
2021,West_Bengal,DIESEL,0
2023,West_Bengal,DIESEL,0
2025,West_Bengal,DIESEL,0
2027,West_Bengal,DIESEL,0
2029,West_Bengal,DIESEL,0
2031,West_Bengal,DIESEL,0
2033,West_Bengal,DIESEL,0
2035,West_Bengal,DIESEL,0
2037,West_Bengal,DIESEL,0
2039,West_Bengal,DIESEL,0
2041,West_Bengal,DIESEL,0
2043,West_Bengal,DIESEL,0
2045,West_Bengal,DIESEL,0
2047,West_Bengal,DIESEL,0
2017,West_Bengal,SUBCRITICAL-COAL,203.5
2019,West_Bengal,SUBCRITICAL-COAL,0
2021,West_Bengal,SUBCRITICAL-COAL,0
2023,West_Bengal,SUBCRITICAL-COAL,373
2025,West_Bengal,SUBCRITICAL-COAL,277
2027,West_Bengal,SUBCRITICAL-COAL,61
2029,West_Bengal,SUBCRITICAL-COAL,0
2031,West_Bengal,SUBCRITICAL-COAL,0
2033,West_Bengal,SUBCRITICAL-COAL,26
2035,West_Bengal,SUBCRITICAL-COAL,0
2037,West_Bengal,SUBCRITICAL-COAL,23
2039,West_Bengal,SUBCRITICAL-COAL,87
2041,West_Bengal,SUBCRITICAL-COAL,112
2043,West_Bengal,SUBCRITICAL-COAL,0
2045,West_Bengal,SUBCRITICAL-COAL,0
2047,West_Bengal,SUBCRITICAL-COAL,0
2017,West_Bengal,SUBCRITICAL-LIGNITE,0
2019,West_Bengal,SUBCRITICAL-LIGNITE,0
2021,West_Bengal,SUBCRITICAL-LIGNITE,0
2023,West_Bengal,SUBCRITICAL-LIGNITE,0
2025,West_Bengal,SUBCRITICAL-LIGNITE,0
2027,West_Bengal,SUBCRITICAL-LIGNITE,0
2029,West_Bengal,SUBCRITICAL-LIGNITE,0
2031,West_Bengal,SUBCRITICAL-LIGNITE,0
2033,West_Bengal,SUBCRITICAL-LIGNITE,0
2035,West_Bengal,SUBCRITICAL-LIGNITE,0
2037,West_Bengal,SUBCRITICAL-LIGNITE,0
2039,West_Bengal,SUBCRITICAL-LIGNITE,0
2041,West_Bengal,SUBCRITICAL-LIGNITE,0
2043,West_Bengal,SUBCRITICAL-LIGNITE,0
2045,West_Bengal,SUBCRITICAL-LIGNITE,0
2047,West_Bengal,SUBCRITICAL-LIGNITE,0
2017,West_Bengal,SUPERCRITICAL-COAL,0
2019,West_Bengal,SUPERCRITICAL-COAL,0
2021,West_Bengal,SUPERCRITICAL-COAL,0
2023,West_Bengal,SUPERCRITICAL-COAL,0
2025,West_Bengal,SUPERCRITICAL-COAL,0
2027,West_Bengal,SUPERCRITICAL-COAL,0
2029,West_Bengal,SUPERCRITICAL-COAL,0
2031,West_Bengal,SUPERCRITICAL-COAL,0
2033,West_Bengal,SUPERCRITICAL-COAL,0
2035,West_Bengal,SUPERCRITICAL-COAL,0
2037,West_Bengal,SUPERCRITICAL-COAL,0
2039,West_Bengal,SUPERCRITICAL-COAL,0
2041,West_Bengal,SUPERCRITICAL-COAL,0
2043,West_Bengal,SUPERCRITICAL-COAL,0
2045,West_Bengal,SUPERCRITICAL-COAL,0
2047,West_Bengal,SUPERCRITICAL-COAL,0
2017,West_Bengal,WHR,0
2019,West_Bengal,WHR,0
2021,West_Bengal,WHR,0
2023,West_Bengal,WHR,0
2025,West_Bengal,WHR,0
2027,West_Bengal,WHR,0
2029,West_Bengal,WHR,0
2031,West_Bengal,WHR,0
2033,West_Bengal,WHR,0
2035,West_Bengal,WHR,0
2037,West_Bengal,WHR,0
2039,West_Bengal,WHR,0
2041,West_Bengal,WHR,0
2043,West_Bengal,WHR,0
2045,West_Bengal,WHR,0
2047,West_Bengal,WHR,0
