i,region,cap_cost_mult_for_ratebase
hydNPND,p4,1.019281035
hydNPND,p5,1.019281035
hydNPND,p6,1.019281035
hydNPND,p7,1.019281035
hydNPND,p9,1.019281035
hydNPND,p8,1.019281035
hydNPND,p10,1.019281035
hydNPND,p11,1.019281035
hydNPND,p12,1.019281035
hydNPND,p13,1.019281035
hydNPND,p14,1.019281035
hydNPND,p15,1.019281035
hydNPND,p16,1.019281035
hydNPND,p25,1.019281035
hydNPND,p26,1.019281035
hydNPND,p27,1.019281035
hydNPND,p28,1.019281035
hydNPND,p29,1.019281035
hydNPND,p30,1.019281035
hydNPND,p17,1.019281035
hydNPND,p18,1.019281035
hydNPND,p20,1.019281035
hydNPND,p19,1.019281035
hydNPND,p21,1.019281035
hydNPND,p22,1.019281035
hydNPND,p23,1.019281035
hydNPND,p24,1.019281035
hydNPND,p33,1.019281035
hydNPND,p34,1.019281035
hydNPND,p31,1.019281035
hydNPND,p59,1.019281035
hydNPND,p32,1.019281035
hydNPND,p35,1.019281035
hydNPND,p36,1.019281035
hydNPND,p37,1.019281035
hydNPND,p38,1.019281035
hydNPND,p39,1.019281035
hydNPND,p40,1.019281035
hydNPND,p41,1.019281035
hydNPND,p42,1.019281035
hydNPND,p43,1.019281035
hydNPND,p44,1.019281035
hydNPND,p46,1.019281035
hydNPND,p45,1.019281035
hydNPND,p69,1.019281035
hydNPND,p52,1.019281035
hydNPND,p53,1.019281035
hydNPND,p54,1.019281035
hydNPND,p55,1.019281035
hydNPND,p47,1.019281035
hydNPND,p48,1.019281035
hydNPND,p57,1.019281035
hydNPND,p49,1.019281035
hydNPND,p50,1.019281035
hydNPND,p51,1.019281035
hydNPND,p56,1.019281035
hydNPND,p58,1.019281035
hydNPND,p61,1.019281035
hydNPND,p62,1.019281035
hydNPND,p60,1.019281035
hydNPND,p63,1.019281035
hydNPND,p64,1.019281035
hydNPND,p65,1.019281035
hydNPND,p67,1.019281035
hydNPND,p68,1.019281035
hydNPND,p70,1.019281035
hydNPND,p71,1.019281035
hydNPND,p72,1.019281035
hydNPND,p73,1.019281035
hydNPND,p84,1.019281035
hydNPND,p74,1.019281035
hydNPND,p75,1.019281035
hydNPND,p76,1.019281035
hydNPND,p77,1.019281035
hydNPND,p78,1.019281035
hydNPND,p79,1.019281035
hydNPND,p80,1.019281035
hydNPND,p81,1.019281035
hydNPND,p82,1.019281035
hydNPND,p83,1.019281035
hydNPND,p103,1.019281035
hydNPND,p104,1.019281035
hydNPND,p105,1.019281035
hydNPND,p106,1.019281035
hydNPND,p107,1.019281035
hydNPND,p111,1.019281035
hydNPND,p112,1.019281035
hydNPND,p113,1.019281035
hydNPND,p114,1.019281035
hydNPND,p108,1.019281035
hydNPND,p109,1.019281035
hydNPND,p110,1.019281035
hydNPND,p118,1.019281035
hydNPND,p117,1.019281035
hydNPND,p116,1.019281035
hydNPND,p115,1.019281035
hydNPND,p121,1.019281035
hydNPND,p120,1.019281035
hydNPND,p119,1.019281035
hydNPND,p66,1.019281035
hydNPND,p85,1.019281035
hydNPND,p86,1.019281035
hydNPND,p87,1.019281035
hydNPND,p88,1.019281035
hydNPND,p89,1.019281035
hydNPND,p90,1.019281035
hydNPND,p91,1.019281035
hydNPND,p94,1.019281035
hydNPND,p92,1.019281035
hydNPND,p93,1.019281035
hydNPND,p97,1.019281035
hydNPND,p98,1.019281035
hydNPND,p95,1.019281035
hydNPND,p96,1.019281035
hydNPND,p99,1.019281035
hydNPND,p100,1.019281035
hydNPND,p101,1.019281035
hydNPND,p102,1.019281035
hydNPND,p124,1.019281035
hydNPND,p123,1.019281035
hydNPND,p125,1.019281035
hydNPND,p122,1.019281035
hydNPND,p126,1.019281035
hydNPND,p127,1.019281035
hydNPND,p128,1.019281035
hydNPND,p132,1.019281035
hydNPND,p133,1.019281035
hydNPND,p131,1.019281035
hydNPND,p129,1.019281035
hydNPND,p130,1.019281035
hydNPND,p134,1.019281035
hydED,p2,1.019281035
hydED,p1,1.019281035
hydED,p3,1.019281035
hydED,p4,1.019281035
hydED,p5,1.019281035
hydED,p6,1.019281035
hydED,p7,1.019281035
hydED,p9,1.019281035
hydED,p8,1.019281035
hydED,p10,1.019281035
hydED,p11,1.019281035
hydED,p12,1.019281035
hydED,p13,1.019281035
hydED,p14,1.019281035
hydED,p15,1.019281035
hydED,p16,1.019281035
hydED,p25,1.019281035
hydED,p26,1.019281035
hydED,p27,1.019281035
hydED,p28,1.019281035
hydED,p29,1.019281035
hydED,p30,1.019281035
hydED,p17,1.019281035
hydED,p18,1.019281035
hydED,p20,1.019281035
hydED,p19,1.019281035
hydED,p21,1.019281035
hydED,p22,1.019281035
hydED,p23,1.019281035
hydED,p24,1.019281035
hydED,p33,1.019281035
hydED,p34,1.019281035
hydED,p31,1.019281035
hydED,p59,1.019281035
hydED,p32,1.019281035
hydED,p35,1.019281035
hydED,p36,1.019281035
hydED,p37,1.019281035
hydED,p38,1.019281035
hydED,p39,1.019281035
hydED,p40,1.019281035
hydED,p41,1.019281035
hydED,p42,1.019281035
hydED,p43,1.019281035
hydED,p44,1.019281035
hydED,p46,1.019281035
hydED,p45,1.019281035
hydED,p69,1.019281035
hydED,p52,1.019281035
hydED,p53,1.019281035
hydED,p54,1.019281035
hydED,p55,1.019281035
hydED,p47,1.019281035
hydED,p48,1.019281035
hydED,p57,1.019281035
hydED,p49,1.019281035
hydED,p50,1.019281035
hydED,p51,1.019281035
hydED,p56,1.019281035
hydED,p58,1.019281035
hydED,p61,1.019281035
hydED,p62,1.019281035
hydED,p60,1.019281035
hydED,p63,1.019281035
hydED,p64,1.019281035
hydED,p65,1.019281035
hydED,p67,1.019281035
hydED,p68,1.019281035
hydED,p70,1.019281035
hydED,p71,1.019281035
hydED,p72,1.019281035
hydED,p73,1.019281035
hydED,p84,1.019281035
hydED,p74,1.019281035
hydED,p75,1.019281035
hydED,p76,1.019281035
hydED,p77,1.019281035
hydED,p78,1.019281035
hydED,p79,1.019281035
hydED,p80,1.019281035
hydED,p81,1.019281035
hydED,p82,1.019281035
hydED,p83,1.019281035
hydED,p103,1.019281035
hydED,p104,1.019281035
hydED,p105,1.019281035
hydED,p106,1.019281035
hydED,p107,1.019281035
hydED,p111,1.019281035
hydED,p112,1.019281035
hydED,p113,1.019281035
hydED,p114,1.019281035
hydED,p108,1.019281035
hydED,p109,1.019281035
hydED,p110,1.019281035
hydED,p118,1.019281035
hydED,p117,1.019281035
hydED,p116,1.019281035
hydED,p115,1.019281035
hydED,p121,1.019281035
hydED,p120,1.019281035
hydED,p119,1.019281035
hydED,p66,1.019281035
hydED,p85,1.019281035
hydED,p86,1.019281035
hydED,p87,1.019281035
hydED,p88,1.019281035
hydED,p89,1.019281035
hydED,p90,1.019281035
hydED,p91,1.019281035
hydED,p94,1.019281035
hydED,p92,1.019281035
hydED,p93,1.019281035
hydED,p97,1.019281035
hydED,p98,1.019281035
hydED,p95,1.019281035
hydED,p96,1.019281035
hydED,p99,1.019281035
hydED,p100,1.019281035
hydED,p101,1.019281035
hydED,p102,1.019281035
hydED,p124,1.019281035
hydED,p123,1.019281035
hydED,p125,1.019281035
hydED,p122,1.019281035
hydED,p126,1.019281035
hydED,p127,1.019281035
hydED,p128,1.019281035
hydED,p132,1.019281035
hydED,p133,1.019281035
hydED,p131,1.019281035
hydED,p129,1.019281035
hydED,p130,1.019281035
hydED,p134,1.019281035
hydEND,p2,1.019281035
hydEND,p1,1.019281035
hydEND,p3,1.019281035
hydEND,p4,1.019281035
hydEND,p5,1.019281035
hydEND,p6,1.019281035
hydEND,p7,1.019281035
hydEND,p9,1.019281035
hydEND,p8,1.019281035
hydEND,p10,1.019281035
hydEND,p11,1.019281035
hydEND,p12,1.019281035
hydEND,p13,1.019281035
hydEND,p14,1.019281035
hydEND,p15,1.019281035
hydEND,p16,1.019281035
hydEND,p25,1.019281035
hydEND,p26,1.019281035
hydEND,p27,1.019281035
hydEND,p28,1.019281035
hydEND,p29,1.019281035
hydEND,p30,1.019281035
hydEND,p17,1.019281035
hydEND,p18,1.019281035
hydEND,p20,1.019281035
hydEND,p19,1.019281035
hydEND,p21,1.019281035
hydEND,p22,1.019281035
hydEND,p23,1.019281035
hydEND,p24,1.019281035
hydEND,p33,1.019281035
hydEND,p34,1.019281035
hydEND,p31,1.019281035
hydEND,p59,1.019281035
hydEND,p32,1.019281035
hydEND,p35,1.019281035
hydEND,p36,1.019281035
hydEND,p37,1.019281035
hydEND,p38,1.019281035
hydEND,p39,1.019281035
hydEND,p40,1.019281035
hydEND,p41,1.019281035
hydEND,p42,1.019281035
hydEND,p43,1.019281035
hydEND,p44,1.019281035
hydEND,p46,1.019281035
hydEND,p45,1.019281035
hydEND,p69,1.019281035
hydEND,p52,1.019281035
hydEND,p53,1.019281035
hydEND,p54,1.019281035
hydEND,p55,1.019281035
hydEND,p47,1.019281035
hydEND,p48,1.019281035
hydEND,p57,1.019281035
hydEND,p49,1.019281035
hydEND,p50,1.019281035
hydEND,p51,1.019281035
hydEND,p56,1.019281035
hydEND,p58,1.019281035
hydEND,p61,1.019281035
hydEND,p62,1.019281035
hydEND,p60,1.019281035
hydEND,p63,1.019281035
hydEND,p64,1.019281035
hydEND,p65,1.019281035
hydEND,p67,1.019281035
hydEND,p68,1.019281035
hydEND,p70,1.019281035
hydEND,p71,1.019281035
hydEND,p72,1.019281035
hydEND,p73,1.019281035
hydEND,p84,1.019281035
hydEND,p74,1.019281035
hydEND,p75,1.019281035
hydEND,p76,1.019281035
hydEND,p77,1.019281035
hydEND,p78,1.019281035
hydEND,p79,1.019281035
hydEND,p80,1.019281035
hydEND,p81,1.019281035
hydEND,p82,1.019281035
hydEND,p83,1.019281035
hydEND,p103,1.019281035
hydEND,p104,1.019281035
hydEND,p105,1.019281035
hydEND,p106,1.019281035
hydEND,p107,1.019281035
hydEND,p111,1.019281035
hydEND,p112,1.019281035
hydEND,p113,1.019281035
hydEND,p114,1.019281035
hydEND,p108,1.019281035
hydEND,p109,1.019281035
hydEND,p110,1.019281035
hydEND,p118,1.019281035
hydEND,p117,1.019281035
hydEND,p116,1.019281035
hydEND,p115,1.019281035
hydEND,p121,1.019281035
hydEND,p120,1.019281035
hydEND,p119,1.019281035
hydEND,p66,1.019281035
hydEND,p85,1.019281035
hydEND,p86,1.019281035
hydEND,p87,1.019281035
hydEND,p88,1.019281035
hydEND,p89,1.019281035
hydEND,p90,1.019281035
hydEND,p91,1.019281035
hydEND,p94,1.019281035
hydEND,p92,1.019281035
hydEND,p93,1.019281035
hydEND,p97,1.019281035
hydEND,p98,1.019281035
hydEND,p95,1.019281035
hydEND,p96,1.019281035
hydEND,p99,1.019281035
hydEND,p100,1.019281035
hydEND,p101,1.019281035
hydEND,p102,1.019281035
hydEND,p124,1.019281035
hydEND,p123,1.019281035
hydEND,p125,1.019281035
hydEND,p122,1.019281035
hydEND,p126,1.019281035
hydEND,p127,1.019281035
hydEND,p128,1.019281035
hydEND,p132,1.019281035
hydEND,p133,1.019281035
hydEND,p131,1.019281035
hydEND,p129,1.019281035
hydEND,p130,1.019281035
hydEND,p134,1.019281035
upv_1,p2,1.025571194
upv_1,p1,1.029072231
upv_1,p3,1.001302732
upv_1,p4,1.012093212
upv_1,p5,1.028202031
upv_1,p6,1.071297169
upv_1,p7,1.02734195
upv_1,p9,1.121748533
upv_1,p8,1.098050761
upv_1,p10,1.076457658
upv_1,p11,1.074949986
upv_1,p12,1.054267557
upv_1,p13,1.05534013
upv_1,p14,0.995267996
upv_1,p15,0.990620521
upv_1,p16,0.981708054
upv_1,p25,0.988809291
upv_1,p26,0.964378931
upv_1,p27,1.032381015
upv_1,p28,0.969663879
upv_1,p29,0.972460661
upv_1,p30,0.956531953
upv_1,p17,0.9930075
upv_1,p18,0.988786018
upv_1,p20,0.978451887
upv_1,p19,0.978059285
upv_1,p21,0.967120061
upv_1,p22,0.959584736
upv_1,p23,0.948438081
upv_1,p24,0.958756023
upv_1,p33,0.951070942
upv_1,p34,0.953541906
upv_1,p31,0.965716611
upv_1,p59,0.965890651
upv_1,p32,0.940222786
upv_1,p35,0.965903805
upv_1,p36,0.965568879
upv_1,p37,0.979766294
upv_1,p38,0.972222874
upv_1,p39,0.957844336
upv_1,p40,0.974577473
upv_1,p41,0.984254907
upv_1,p42,1.013337801
upv_1,p43,1.047599397
upv_1,p44,1.026532462
upv_1,p46,1.048419004
upv_1,p45,0.996411399
upv_1,p69,0.986251308
upv_1,p52,0.959621163
upv_1,p53,0.966802337
upv_1,p54,0.997225946
upv_1,p55,0.977434967
upv_1,p47,0.956403447
upv_1,p48,0.950491146
upv_1,p57,0.915907779
upv_1,p49,0.953160434
upv_1,p50,0.945758675
upv_1,p51,0.952252795
upv_1,p56,0.938161626
upv_1,p58,0.889897905
upv_1,p61,0.939474009
upv_1,p62,0.941160781
upv_1,p60,0.940179276
upv_1,p63,0.91634389
upv_1,p64,0.899104823
upv_1,p65,0.900650946
upv_1,p67,0.873445053
upv_1,p68,1.031743543
upv_1,p70,0.998504938
upv_1,p71,1.006184959
upv_1,p72,1.001058874
upv_1,p73,0.993982933
upv_1,p84,0.973835779
upv_1,p74,1.005546475
upv_1,p75,0.996458956
upv_1,p76,1.000449734
upv_1,p77,1.018336392
upv_1,p78,1.034748769
upv_1,p79,1.043966818
upv_1,p80,1.079179563
upv_1,p81,1.005658792
upv_1,p82,1.022758222
upv_1,p83,1.006173829
upv_1,p103,1.002096031
upv_1,p104,1.02509562
upv_1,p105,1.011663172
upv_1,p106,0.971210001
upv_1,p107,0.94989516
upv_1,p111,1.001706465
upv_1,p112,0.980099196
upv_1,p113,0.94851903
upv_1,p114,0.927975227
upv_1,p108,0.941066678
upv_1,p109,0.924721083
upv_1,p110,0.938491493
upv_1,p118,0.926404819
upv_1,p117,0.985236411
upv_1,p116,0.98936885
upv_1,p115,1.009272145
upv_1,p121,1.022970713
upv_1,p120,1.03031682
upv_1,p119,1.03821945
upv_1,p66,0.885686541
upv_1,p85,0.926847002
upv_1,p86,0.915104361
upv_1,p87,0.909816378
upv_1,p88,0.908277339
upv_1,p89,0.894064746
upv_1,p90,0.894052604
upv_1,p91,0.902715142
upv_1,p94,0.89183157
upv_1,p92,0.903009593
upv_1,p93,0.930815519
upv_1,p97,0.879721624
upv_1,p98,0.946902077
upv_1,p95,0.856246461
upv_1,p96,0.882851308
upv_1,p99,0.983605292
upv_1,p100,1.013681833
upv_1,p101,0.921236236
upv_1,p102,0.919674935
upv_1,p124,1.041750843
upv_1,p123,1.026643766
upv_1,p125,1.064102841
upv_1,p122,1.033919043
upv_1,p126,1.147874771
upv_1,p127,1.049238611
upv_1,p128,1.204862753
upv_1,p132,1.118085598
upv_1,p133,1.072784604
upv_1,p131,1.098394793
upv_1,p129,1.024012929
upv_1,p130,1.030003143
upv_1,p134,1.022302885
upv_2,p2,1.025571194
upv_2,p1,1.029072231
upv_2,p3,1.001302732
upv_2,p4,1.012093212
upv_2,p5,1.028202031
upv_2,p6,1.071297169
upv_2,p7,1.02734195
upv_2,p9,1.121748533
upv_2,p8,1.098050761
upv_2,p10,1.076457658
upv_2,p11,1.074949986
upv_2,p12,1.054267557
upv_2,p13,1.05534013
upv_2,p14,0.995267996
upv_2,p15,0.990620521
upv_2,p16,0.981708054
upv_2,p25,0.988809291
upv_2,p26,0.964378931
upv_2,p27,1.032381015
upv_2,p28,0.969663879
upv_2,p29,0.972460661
upv_2,p30,0.956531953
upv_2,p17,0.9930075
upv_2,p18,0.988786018
upv_2,p20,0.978451887
upv_2,p19,0.978059285
upv_2,p21,0.967120061
upv_2,p22,0.959584736
upv_2,p23,0.948438081
upv_2,p24,0.958756023
upv_2,p33,0.951070942
upv_2,p34,0.953541906
upv_2,p31,0.965716611
upv_2,p59,0.965890651
upv_2,p32,0.940222786
upv_2,p35,0.965903805
upv_2,p36,0.965568879
upv_2,p37,0.979766294
upv_2,p38,0.972222874
upv_2,p39,0.957844336
upv_2,p40,0.974577473
upv_2,p41,0.984254907
upv_2,p42,1.013337801
upv_2,p43,1.047599397
upv_2,p44,1.026532462
upv_2,p46,1.048419004
upv_2,p45,0.996411399
upv_2,p69,0.986251308
upv_2,p52,0.959621163
upv_2,p53,0.966802337
upv_2,p54,0.997225946
upv_2,p55,0.977434967
upv_2,p47,0.956403447
upv_2,p48,0.950491146
upv_2,p57,0.915907779
upv_2,p49,0.953160434
upv_2,p50,0.945758675
upv_2,p51,0.952252795
upv_2,p56,0.938161626
upv_2,p58,0.889897905
upv_2,p61,0.939474009
upv_2,p62,0.941160781
upv_2,p60,0.940179276
upv_2,p63,0.91634389
upv_2,p64,0.899104823
upv_2,p65,0.900650946
upv_2,p67,0.873445053
upv_2,p68,1.031743543
upv_2,p70,0.998504938
upv_2,p71,1.006184959
upv_2,p72,1.001058874
upv_2,p73,0.993982933
upv_2,p84,0.973835779
upv_2,p74,1.005546475
upv_2,p75,0.996458956
upv_2,p76,1.000449734
upv_2,p77,1.018336392
upv_2,p78,1.034748769
upv_2,p79,1.043966818
upv_2,p80,1.079179563
upv_2,p81,1.005658792
upv_2,p82,1.022758222
upv_2,p83,1.006173829
upv_2,p103,1.002096031
upv_2,p104,1.02509562
upv_2,p105,1.011663172
upv_2,p106,0.971210001
upv_2,p107,0.94989516
upv_2,p111,1.001706465
upv_2,p112,0.980099196
upv_2,p113,0.94851903
upv_2,p114,0.927975227
upv_2,p108,0.941066678
upv_2,p109,0.924721083
upv_2,p110,0.938491493
upv_2,p118,0.926404819
upv_2,p117,0.985236411
upv_2,p116,0.98936885
upv_2,p115,1.009272145
upv_2,p121,1.022970713
upv_2,p120,1.03031682
upv_2,p119,1.03821945
upv_2,p66,0.885686541
upv_2,p85,0.926847002
upv_2,p86,0.915104361
upv_2,p87,0.909816378
upv_2,p88,0.908277339
upv_2,p89,0.894064746
upv_2,p90,0.894052604
upv_2,p91,0.902715142
upv_2,p94,0.89183157
upv_2,p92,0.903009593
upv_2,p93,0.930815519
upv_2,p97,0.879721624
upv_2,p98,0.946902077
upv_2,p95,0.856246461
upv_2,p96,0.882851308
upv_2,p99,0.983605292
upv_2,p100,1.013681833
upv_2,p101,0.921236236
upv_2,p102,0.919674935
upv_2,p124,1.041750843
upv_2,p123,1.026643766
upv_2,p125,1.064102841
upv_2,p122,1.033919043
upv_2,p126,1.147874771
upv_2,p127,1.049238611
upv_2,p128,1.204862753
upv_2,p132,1.118085598
upv_2,p133,1.072784604
upv_2,p131,1.098394793
upv_2,p129,1.024012929
upv_2,p130,1.030003143
upv_2,p134,1.022302885
upv_3,p2,1.025571194
upv_3,p1,1.029072231
upv_3,p3,1.001302732
upv_3,p4,1.012093212
upv_3,p5,1.028202031
upv_3,p6,1.071297169
upv_3,p7,1.02734195
upv_3,p9,1.121748533
upv_3,p8,1.098050761
upv_3,p10,1.076457658
upv_3,p11,1.074949986
upv_3,p12,1.054267557
upv_3,p13,1.05534013
upv_3,p14,0.995267996
upv_3,p15,0.990620521
upv_3,p16,0.981708054
upv_3,p25,0.988809291
upv_3,p26,0.964378931
upv_3,p27,1.032381015
upv_3,p28,0.969663879
upv_3,p29,0.972460661
upv_3,p30,0.956531953
upv_3,p17,0.9930075
upv_3,p18,0.988786018
upv_3,p20,0.978451887
upv_3,p19,0.978059285
upv_3,p21,0.967120061
upv_3,p22,0.959584736
upv_3,p23,0.948438081
upv_3,p24,0.958756023
upv_3,p33,0.951070942
upv_3,p34,0.953541906
upv_3,p31,0.965716611
upv_3,p59,0.965890651
upv_3,p32,0.940222786
upv_3,p35,0.965903805
upv_3,p36,0.965568879
upv_3,p37,0.979766294
upv_3,p38,0.972222874
upv_3,p39,0.957844336
upv_3,p40,0.974577473
upv_3,p41,0.984254907
upv_3,p42,1.013337801
upv_3,p43,1.047599397
upv_3,p44,1.026532462
upv_3,p46,1.048419004
upv_3,p45,0.996411399
upv_3,p69,0.986251308
upv_3,p52,0.959621163
upv_3,p53,0.966802337
upv_3,p54,0.997225946
upv_3,p55,0.977434967
upv_3,p47,0.956403447
upv_3,p48,0.950491146
upv_3,p57,0.915907779
upv_3,p49,0.953160434
upv_3,p50,0.945758675
upv_3,p51,0.952252795
upv_3,p56,0.938161626
upv_3,p58,0.889897905
upv_3,p61,0.939474009
upv_3,p62,0.941160781
upv_3,p60,0.940179276
upv_3,p63,0.91634389
upv_3,p64,0.899104823
upv_3,p65,0.900650946
upv_3,p67,0.873445053
upv_3,p68,1.031743543
upv_3,p70,0.998504938
upv_3,p71,1.006184959
upv_3,p72,1.001058874
upv_3,p73,0.993982933
upv_3,p84,0.973835779
upv_3,p74,1.005546475
upv_3,p75,0.996458956
upv_3,p76,1.000449734
upv_3,p77,1.018336392
upv_3,p78,1.034748769
upv_3,p79,1.043966818
upv_3,p80,1.079179563
upv_3,p81,1.005658792
upv_3,p82,1.022758222
upv_3,p83,1.006173829
upv_3,p103,1.002096031
upv_3,p104,1.02509562
upv_3,p105,1.011663172
upv_3,p106,0.971210001
upv_3,p107,0.94989516
upv_3,p111,1.001706465
upv_3,p112,0.980099196
upv_3,p113,0.94851903
upv_3,p114,0.927975227
upv_3,p108,0.941066678
upv_3,p109,0.924721083
upv_3,p110,0.938491493
upv_3,p118,0.926404819
upv_3,p117,0.985236411
upv_3,p116,0.98936885
upv_3,p115,1.009272145
upv_3,p121,1.022970713
upv_3,p120,1.03031682
upv_3,p119,1.03821945
upv_3,p66,0.885686541
upv_3,p85,0.926847002
upv_3,p86,0.915104361
upv_3,p87,0.909816378
upv_3,p88,0.908277339
upv_3,p89,0.894064746
upv_3,p90,0.894052604
upv_3,p91,0.902715142
upv_3,p94,0.89183157
upv_3,p92,0.903009593
upv_3,p93,0.930815519
upv_3,p97,0.879721624
upv_3,p98,0.946902077
upv_3,p95,0.856246461
upv_3,p96,0.882851308
upv_3,p99,0.983605292
upv_3,p100,1.013681833
upv_3,p101,0.921236236
upv_3,p102,0.919674935
upv_3,p124,1.041750843
upv_3,p123,1.026643766
upv_3,p125,1.064102841
upv_3,p122,1.033919043
upv_3,p126,1.147874771
upv_3,p127,1.049238611
upv_3,p128,1.204862753
upv_3,p132,1.118085598
upv_3,p133,1.072784604
upv_3,p131,1.098394793
upv_3,p129,1.024012929
upv_3,p130,1.030003143
upv_3,p134,1.022302885
upv_4,p2,1.025571194
upv_4,p1,1.029072231
upv_4,p3,1.001302732
upv_4,p4,1.012093212
upv_4,p5,1.028202031
upv_4,p6,1.071297169
upv_4,p7,1.02734195
upv_4,p9,1.121748533
upv_4,p8,1.098050761
upv_4,p10,1.076457658
upv_4,p11,1.074949986
upv_4,p12,1.054267557
upv_4,p13,1.05534013
upv_4,p14,0.995267996
upv_4,p15,0.990620521
upv_4,p16,0.981708054
upv_4,p25,0.988809291
upv_4,p26,0.964378931
upv_4,p27,1.032381015
upv_4,p28,0.969663879
upv_4,p29,0.972460661
upv_4,p30,0.956531953
upv_4,p17,0.9930075
upv_4,p18,0.988786018
upv_4,p20,0.978451887
upv_4,p19,0.978059285
upv_4,p21,0.967120061
upv_4,p22,0.959584736
upv_4,p23,0.948438081
upv_4,p24,0.958756023
upv_4,p33,0.951070942
upv_4,p34,0.953541906
upv_4,p31,0.965716611
upv_4,p59,0.965890651
upv_4,p32,0.940222786
upv_4,p35,0.965903805
upv_4,p36,0.965568879
upv_4,p37,0.979766294
upv_4,p38,0.972222874
upv_4,p39,0.957844336
upv_4,p40,0.974577473
upv_4,p41,0.984254907
upv_4,p42,1.013337801
upv_4,p43,1.047599397
upv_4,p44,1.026532462
upv_4,p46,1.048419004
upv_4,p45,0.996411399
upv_4,p69,0.986251308
upv_4,p52,0.959621163
upv_4,p53,0.966802337
upv_4,p54,0.997225946
upv_4,p55,0.977434967
upv_4,p47,0.956403447
upv_4,p48,0.950491146
upv_4,p57,0.915907779
upv_4,p49,0.953160434
upv_4,p50,0.945758675
upv_4,p51,0.952252795
upv_4,p56,0.938161626
upv_4,p58,0.889897905
upv_4,p61,0.939474009
upv_4,p62,0.941160781
upv_4,p60,0.940179276
upv_4,p63,0.91634389
upv_4,p64,0.899104823
upv_4,p65,0.900650946
upv_4,p67,0.873445053
upv_4,p68,1.031743543
upv_4,p70,0.998504938
upv_4,p71,1.006184959
upv_4,p72,1.001058874
upv_4,p73,0.993982933
upv_4,p84,0.973835779
upv_4,p74,1.005546475
upv_4,p75,0.996458956
upv_4,p76,1.000449734
upv_4,p77,1.018336392
upv_4,p78,1.034748769
upv_4,p79,1.043966818
upv_4,p80,1.079179563
upv_4,p81,1.005658792
upv_4,p82,1.022758222
upv_4,p83,1.006173829
upv_4,p103,1.002096031
upv_4,p104,1.02509562
upv_4,p105,1.011663172
upv_4,p106,0.971210001
upv_4,p107,0.94989516
upv_4,p111,1.001706465
upv_4,p112,0.980099196
upv_4,p113,0.94851903
upv_4,p114,0.927975227
upv_4,p108,0.941066678
upv_4,p109,0.924721083
upv_4,p110,0.938491493
upv_4,p118,0.926404819
upv_4,p117,0.985236411
upv_4,p116,0.98936885
upv_4,p115,1.009272145
upv_4,p121,1.022970713
upv_4,p120,1.03031682
upv_4,p119,1.03821945
upv_4,p66,0.885686541
upv_4,p85,0.926847002
upv_4,p86,0.915104361
upv_4,p87,0.909816378
upv_4,p88,0.908277339
upv_4,p89,0.894064746
upv_4,p90,0.894052604
upv_4,p91,0.902715142
upv_4,p94,0.89183157
upv_4,p92,0.903009593
upv_4,p93,0.930815519
upv_4,p97,0.879721624
upv_4,p98,0.946902077
upv_4,p95,0.856246461
upv_4,p96,0.882851308
upv_4,p99,0.983605292
upv_4,p100,1.013681833
upv_4,p101,0.921236236
upv_4,p102,0.919674935
upv_4,p124,1.041750843
upv_4,p123,1.026643766
upv_4,p125,1.064102841
upv_4,p122,1.033919043
upv_4,p126,1.147874771
upv_4,p127,1.049238611
upv_4,p128,1.204862753
upv_4,p132,1.118085598
upv_4,p133,1.072784604
upv_4,p131,1.098394793
upv_4,p129,1.024012929
upv_4,p130,1.030003143
upv_4,p134,1.022302885
upv_5,p2,1.025571194
upv_5,p1,1.029072231
upv_5,p3,1.001302732
upv_5,p4,1.012093212
upv_5,p5,1.028202031
upv_5,p6,1.071297169
upv_5,p7,1.02734195
upv_5,p9,1.121748533
upv_5,p8,1.098050761
upv_5,p10,1.076457658
upv_5,p11,1.074949986
upv_5,p12,1.054267557
upv_5,p13,1.05534013
upv_5,p14,0.995267996
upv_5,p15,0.990620521
upv_5,p16,0.981708054
upv_5,p25,0.988809291
upv_5,p26,0.964378931
upv_5,p27,1.032381015
upv_5,p28,0.969663879
upv_5,p29,0.972460661
upv_5,p30,0.956531953
upv_5,p17,0.9930075
upv_5,p18,0.988786018
upv_5,p20,0.978451887
upv_5,p19,0.978059285
upv_5,p21,0.967120061
upv_5,p22,0.959584736
upv_5,p23,0.948438081
upv_5,p24,0.958756023
upv_5,p33,0.951070942
upv_5,p34,0.953541906
upv_5,p31,0.965716611
upv_5,p59,0.965890651
upv_5,p32,0.940222786
upv_5,p35,0.965903805
upv_5,p36,0.965568879
upv_5,p37,0.979766294
upv_5,p38,0.972222874
upv_5,p39,0.957844336
upv_5,p40,0.974577473
upv_5,p41,0.984254907
upv_5,p42,1.013337801
upv_5,p43,1.047599397
upv_5,p44,1.026532462
upv_5,p46,1.048419004
upv_5,p45,0.996411399
upv_5,p69,0.986251308
upv_5,p52,0.959621163
upv_5,p53,0.966802337
upv_5,p54,0.997225946
upv_5,p55,0.977434967
