reeds_ba,state_abbr,model,cr,pollutant,damage
p49,OK,InMAP,H6C,NH3,45557.784233
p49,OK,InMAP,H6C,NOX,23920.321267
p49,OK,InMAP,H6C,PM25,49238.068187
p49,OK,InMAP,H6C,SO2,34056.499613
p49,OK,InMAP,H6C,VOC,6008.757903
p5,OR,AP2,ACS,NH3,1825.720512
p5,OR,AP2,ACS,NOX,1518.359819
p5,OR,AP2,ACS,PM25,9338.408478
p5,OR,AP2,ACS,SO2,6430.513348
p5,OR,AP2,ACS,VOC,1163.965707
p5,OR,AP2,H6C,NH3,4689.304459
p5,OR,AP2,H6C,NOX,3899.594576
p5,OR,AP2,H6C,PM25,23991.850468
p5,OR,AP2,H6C,SO2,16520.519329
p5,OR,AP2,H6C,VOC,2989.040500
p5,OR,EASIUR,ACS,NH3,11437.460623
p5,OR,EASIUR,ACS,NOX,5567.960676
p5,OR,EASIUR,ACS,PM25,50316.293766
p5,OR,EASIUR,ACS,SO2,19628.382146
p5,OR,EASIUR,H6C,NH3,29385.000133
p5,OR,EASIUR,H6C,NOX,14304.340150
p5,OR,EASIUR,H6C,PM25,129277.404667
p5,OR,EASIUR,H6C,SO2,50430.149390
p5,OR,InMAP,ACS,NH3,6894.721432
p5,OR,InMAP,ACS,NOX,3761.151892
p5,OR,InMAP,ACS,PM25,11973.529088
p5,OR,InMAP,ACS,SO2,6944.745368
p5,OR,InMAP,ACS,VOC,929.390187
p5,OR,InMAP,H6C,NH3,17713.221319
p5,OR,InMAP,H6C,NOX,9662.059006
p5,OR,InMAP,H6C,PM25,30762.334881
p5,OR,InMAP,H6C,SO2,17841.749128
p5,OR,InMAP,H6C,VOC,2386.339472
p50,OK,AP2,ACS,NH3,3940.628416
p50,OK,AP2,ACS,NOX,6372.188755
p50,OK,AP2,ACS,PM25,16267.412963
p50,OK,AP2,ACS,SO2,8569.505828
p50,OK,AP2,ACS,VOC,1886.737698
p50,OK,AP2,H6C,NH3,10123.192741
p50,OK,AP2,H6C,NOX,16370.664423
p50,OK,AP2,H6C,PM25,41794.723214
p50,OK,AP2,H6C,SO2,22016.288745
p50,OK,AP2,H6C,VOC,4846.077512
p50,OK,EASIUR,ACS,NH3,19726.125117
p50,OK,EASIUR,ACS,NOX,3390.242980
p50,OK,EASIUR,ACS,PM25,37492.147607
p50,OK,EASIUR,ACS,SO2,16609.695612
p50,OK,EASIUR,H6C,NH3,50681.282964
p50,OK,EASIUR,H6C,NOX,8709.073023
p50,OK,EASIUR,H6C,PM25,96327.989984
p50,OK,EASIUR,H6C,SO2,42674.158990
p50,OK,InMAP,ACS,NH3,25005.378531
p50,OK,InMAP,ACS,NOX,11591.679357
p50,OK,InMAP,ACS,PM25,32610.275321
p50,OK,InMAP,ACS,SO2,20416.407863
p50,OK,InMAP,ACS,VOC,3713.424050
p50,OK,InMAP,H6C,NH3,64245.407067
p50,OK,InMAP,H6C,NOX,29781.238366
p50,OK,InMAP,H6C,PM25,83784.867621
p50,OK,InMAP,H6C,SO2,52454.844507
p50,OK,InMAP,H6C,VOC,9539.430612
p51,OK,AP2,ACS,NH3,5693.526699
p51,OK,AP2,ACS,NOX,7040.919325
p51,OK,AP2,ACS,PM25,19987.904098
p51,OK,AP2,ACS,SO2,15941.537974
p51,OK,AP2,ACS,VOC,2260.195201
p51,OK,AP2,H6C,NH3,14626.960223
p51,OK,AP2,H6C,NOX,18088.851397
p51,OK,AP2,H6C,PM25,51353.878557
p51,OK,AP2,H6C,SO2,40957.444069
p51,OK,AP2,H6C,VOC,5805.611658
p51,OK,EASIUR,ACS,NH3,25784.055487
p51,OK,EASIUR,ACS,NOX,4509.525284
p51,OK,EASIUR,ACS,PM25,49560.721040
p51,OK,EASIUR,ACS,SO2,18504.327451
p51,OK,EASIUR,H6C,NH3,66246.082166
p51,OK,EASIUR,H6C,NOX,11584.874368
p51,OK,EASIUR,H6C,PM25,127336.091867
p51,OK,EASIUR,H6C,SO2,47542.086211
p51,OK,InMAP,ACS,NH3,24653.238851
p51,OK,InMAP,ACS,NOX,12187.484218
p51,OK,InMAP,ACS,PM25,29860.277745
p51,OK,InMAP,ACS,SO2,19024.317809
p51,OK,InMAP,ACS,VOC,3730.119426
p51,OK,InMAP,H6C,NH3,63340.645365
p51,OK,InMAP,H6C,NOX,31312.055405
p51,OK,InMAP,H6C,PM25,76719.226803
p51,OK,InMAP,H6C,SO2,48878.111063
p51,OK,InMAP,H6C,VOC,9582.326479
p52,KS,AP2,ACS,NH3,2642.137882
p52,KS,AP2,ACS,NOX,4251.777384
p52,KS,AP2,ACS,PM25,8631.829953
p52,KS,AP2,ACS,SO2,11977.778530
p52,KS,AP2,ACS,VOC,1093.972306
p52,KS,AP2,H6C,NH3,6786.946994
p52,KS,AP2,H6C,NOX,10922.635938
p52,KS,AP2,H6C,PM25,22176.419752
p52,KS,AP2,H6C,SO2,30773.253087
p52,KS,AP2,H6C,VOC,2809.204622
p52,KS,EASIUR,ACS,NH3,10426.244879
p52,KS,EASIUR,ACS,NOX,2999.621137
p52,KS,EASIUR,ACS,PM25,20925.628930
p52,KS,EASIUR,ACS,SO2,14251.517236
p52,KS,EASIUR,H6C,NH3,26786.857031
p52,KS,EASIUR,H6C,NOX,7705.438087
p52,KS,EASIUR,H6C,PM25,53763.199533
p52,KS,EASIUR,H6C,SO2,36615.229506
p52,KS,InMAP,ACS,NH3,16778.094887
p52,KS,InMAP,ACS,NOX,8955.554984
p52,KS,InMAP,ACS,PM25,16808.523299
p52,KS,InMAP,ACS,SO2,12167.367953
p52,KS,InMAP,ACS,VOC,2230.133251
p52,KS,InMAP,H6C,NH3,43106.831658
p52,KS,InMAP,H6C,NOX,23008.174957
p52,KS,InMAP,H6C,PM25,43185.012175
p52,KS,InMAP,H6C,SO2,31260.370160
p52,KS,InMAP,H6C,VOC,5728.372702
p53,KS,AP2,ACS,NH3,3405.922928
p53,KS,AP2,ACS,NOX,5761.459275
p53,KS,AP2,ACS,PM25,14607.549302
p53,KS,AP2,ACS,SO2,11023.301015
p53,KS,AP2,ACS,VOC,1719.226064
p53,KS,AP2,H6C,NH3,8749.359923
p53,KS,AP2,H6C,NOX,14801.501171
p53,KS,AP2,H6C,PM25,37529.992027
p53,KS,AP2,H6C,SO2,28320.889004
p53,KS,AP2,H6C,VOC,4415.685482
p53,KS,EASIUR,ACS,NH3,21742.541924
p53,KS,EASIUR,ACS,NOX,5177.481215
p53,KS,EASIUR,ACS,PM25,38984.406329
p53,KS,EASIUR,ACS,SO2,18345.856055
p53,KS,EASIUR,H6C,NH3,55862.115494
p53,KS,EASIUR,H6C,NOX,13301.071042
p53,KS,EASIUR,H6C,PM25,100162.089407
p53,KS,EASIUR,H6C,SO2,47134.921504
p53,KS,InMAP,ACS,NH3,24527.401941
p53,KS,InMAP,ACS,NOX,11326.134539
p53,KS,InMAP,ACS,PM25,28900.123217
p53,KS,InMAP,ACS,SO2,18439.244099
p53,KS,InMAP,ACS,VOC,3332.257423
p53,KS,InMAP,H6C,NH3,63017.329290
p53,KS,InMAP,H6C,NOX,29098.967108
p53,KS,InMAP,H6C,PM25,74252.276622
p53,KS,InMAP,H6C,SO2,47374.865850
p53,KS,InMAP,H6C,VOC,8560.089211
p54,MO,AP2,ACS,NH3,5353.461057
p54,MO,AP2,ACS,NOX,6756.697225
p54,MO,AP2,ACS,PM25,20047.259267
p54,MO,AP2,ACS,SO2,7303.850569
p54,MO,AP2,ACS,VOC,2287.861070
p54,MO,AP2,H6C,NH3,13753.220661
p54,MO,AP2,H6C,NOX,17358.592107
p54,MO,AP2,H6C,PM25,51506.381346
p54,MO,AP2,H6C,SO2,18764.407531
p54,MO,AP2,H6C,VOC,5876.694301
p54,MO,EASIUR,ACS,NH3,33129.612609
p54,MO,EASIUR,ACS,NOX,7662.708777
p54,MO,EASIUR,ACS,PM25,56085.620388
p54,MO,EASIUR,ACS,SO2,22350.267080
p54,MO,EASIUR,H6C,NH3,85119.214517
p54,MO,EASIUR,H6C,NOX,19686.431324
p54,MO,EASIUR,H6C,PM25,144100.686710
p54,MO,EASIUR,H6C,SO2,57423.559658
p54,MO,InMAP,ACS,NH3,28971.157500
p54,MO,InMAP,ACS,NOX,11727.237473
p54,MO,InMAP,ACS,PM25,32981.427163
p54,MO,InMAP,ACS,SO2,21493.412923
p54,MO,InMAP,ACS,VOC,3601.933357
p54,MO,InMAP,H6C,NH3,74434.786866
p54,MO,InMAP,H6C,NOX,30129.531385
p54,MO,InMAP,H6C,PM25,84738.477773
p54,MO,InMAP,H6C,SO2,55222.021823
p54,MO,InMAP,H6C,VOC,9252.974652
p55,MO,AP2,ACS,NH3,8844.214546
p55,MO,AP2,ACS,NOX,6564.030946
p55,MO,AP2,ACS,PM25,19691.708035
p55,MO,AP2,ACS,SO2,20223.257365
p55,MO,AP2,ACS,VOC,2236.936722
p55,MO,AP2,H6C,NH3,22722.105050
p55,MO,AP2,H6C,NOX,16863.569590
p55,MO,AP2,H6C,PM25,50592.854254
p55,MO,AP2,H6C,SO2,51958.577875
p55,MO,AP2,H6C,VOC,5745.853038
p55,MO,EASIUR,ACS,NH3,29564.718153
p55,MO,EASIUR,ACS,NOX,5191.750181
p55,MO,EASIUR,ACS,PM25,50182.660637
p55,MO,EASIUR,ACS,SO2,20179.372166
p55,MO,EASIUR,H6C,NH3,75959.837798
p55,MO,EASIUR,H6C,NOX,13337.732670
p55,MO,EASIUR,H6C,PM25,128934.057582
p55,MO,EASIUR,H6C,SO2,51845.822482
p55,MO,InMAP,ACS,NH3,24168.354423
p55,MO,InMAP,ACS,NOX,11274.198078
p55,MO,InMAP,ACS,PM25,26475.016411
p55,MO,InMAP,ACS,SO2,17892.603401
p55,MO,InMAP,ACS,VOC,3466.079519
p55,MO,InMAP,H6C,NH3,62094.819095
p55,MO,InMAP,H6C,NOX,28965.525400
p55,MO,InMAP,H6C,PM25,68021.386176
p55,MO,InMAP,H6C,SO2,45970.367586
p55,MO,InMAP,H6C,VOC,8903.921829
p56,AR,AP2,ACS,NH3,7322.346076
p56,AR,AP2,ACS,NOX,5909.046308
p56,AR,AP2,ACS,PM25,17897.199617
p56,AR,AP2,ACS,SO2,19630.053798
p56,AR,AP2,ACS,VOC,2044.611738
p56,AR,AP2,H6C,NH3,18811.928521
p56,AR,AP2,H6C,NOX,15180.700401
p56,AR,AP2,H6C,PM25,45982.176761
p56,AR,AP2,H6C,SO2,50434.444407
p56,AR,AP2,H6C,VOC,5251.707418
p56,AR,EASIUR,ACS,NH3,27038.865297
p56,AR,EASIUR,ACS,NOX,3713.224091
p56,AR,EASIUR,ACS,PM25,45070.694138
p56,AR,EASIUR,ACS,SO2,18028.046857
p56,AR,EASIUR,H6C,NH3,69470.097889
p56,AR,EASIUR,H6C,NOX,9538.916852
p56,AR,EASIUR,H6C,PM25,115799.748140
p56,AR,EASIUR,H6C,SO2,46318.366004
p56,AR,InMAP,ACS,NH3,22049.016390
p56,AR,InMAP,ACS,NOX,10683.033513
p56,AR,InMAP,ACS,PM25,25301.254803
p56,AR,InMAP,ACS,SO2,17010.515159
p56,AR,InMAP,ACS,VOC,3338.009332
p56,AR,InMAP,H6C,NH3,56649.548366
p56,AR,InMAP,H6C,NOX,27446.630794
p56,AR,InMAP,H6C,PM25,65005.609723
p56,AR,InMAP,H6C,SO2,43703.995154
p56,AR,InMAP,H6C,VOC,8574.867741
p57,TX,AP2,ACS,NH3,4327.974310
p57,TX,AP2,ACS,NOX,7809.115681
p57,TX,AP2,ACS,PM25,20912.635175
p57,TX,AP2,ACS,SO2,10211.024933
p57,TX,AP2,ACS,VOC,2358.470072
p57,TX,AP2,H6C,NH3,11118.410696
p57,TX,AP2,H6C,NOX,20062.598417
p57,TX,AP2,H6C,PM25,53729.814340
p57,TX,AP2,H6C,SO2,26233.886787
p57,TX,AP2,H6C,VOC,6058.111860
p57,TX,EASIUR,ACS,NH3,24899.607850
p57,TX,EASIUR,ACS,NOX,3002.807287
p57,TX,EASIUR,ACS,PM25,47177.074647
p57,TX,EASIUR,ACS,SO2,17550.916072
p57,TX,EASIUR,H6C,NH3,63973.647683
p57,TX,EASIUR,H6C,NOX,7713.624345
p57,TX,EASIUR,H6C,PM25,121211.726740
p57,TX,EASIUR,H6C,SO2,45092.461378
p57,TX,InMAP,ACS,NH3,26503.021205
p57,TX,InMAP,ACS,NOX,10949.075838
p57,TX,InMAP,ACS,PM25,34315.499499
p57,TX,InMAP,ACS,SO2,22617.996968
p57,TX,InMAP,ACS,VOC,3896.266520
p57,TX,InMAP,H6C,NH3,68093.339624
p57,TX,InMAP,H6C,NOX,28130.180313
p57,TX,InMAP,H6C,PM25,88166.144785
p57,TX,InMAP,H6C,SO2,58111.445072
p57,TX,InMAP,H6C,VOC,10009.212560
p58,LA,AP2,ACS,NH3,9792.256119
p58,LA,AP2,ACS,NOX,4084.594154
p58,LA,AP2,ACS,PM25,18068.161303
p58,LA,AP2,ACS,SO2,11995.798138
p58,LA,AP2,ACS,VOC,2030.166967
p58,LA,AP2,H6C,NH3,25157.933100
p58,LA,AP2,H6C,NOX,10493.087686
p58,LA,AP2,H6C,PM25,46421.433100
p58,LA,AP2,H6C,SO2,30819.551339
p58,LA,AP2,H6C,VOC,5214.594090
p58,LA,EASIUR,ACS,NH3,25234.189250
p58,LA,EASIUR,ACS,NOX,2659.556620
p58,LA,EASIUR,ACS,PM25,46770.252203
p58,LA,EASIUR,ACS,SO2,16888.317673
p58,LA,EASIUR,H6C,NH3,64833.296439
p58,LA,EASIUR,H6C,NOX,6831.701415
p58,LA,EASIUR,H6C,PM25,120166.467187
p58,LA,EASIUR,H6C,SO2,43390.029953
p58,LA,InMAP,ACS,NH3,19475.325424
p58,LA,InMAP,ACS,NOX,6854.277084
p58,LA,InMAP,ACS,PM25,25495.718767
p58,LA,InMAP,ACS,SO2,16565.217682
p58,LA,InMAP,ACS,VOC,2869.416182
p58,LA,InMAP,H6C,NH3,50036.896740
p58,LA,InMAP,H6C,NOX,17609.306596
p58,LA,InMAP,H6C,PM25,65505.251081
p58,LA,InMAP,H6C,SO2,42559.880679
p58,LA,InMAP,H6C,VOC,7370.899086
p59,TX,AP2,ACS,NH3,4048.416054
p59,TX,AP2,ACS,NOX,6299.229366
p59,TX,AP2,ACS,PM25,23660.923720
p59,TX,AP2,ACS,SO2,13499.787660
p59,TX,AP2,ACS,VOC,2740.777569
p59,TX,AP2,H6C,NH3,10400.134340
p59,TX,AP2,H6C,NOX,16183.207950
p59,TX,AP2,H6C,PM25,60791.064100
p59,TX,AP2,H6C,SO2,34683.791010
p59,TX,AP2,H6C,VOC,7040.384527
p59,TX,EASIUR,ACS,NH3,9136.413359
p59,TX,EASIUR,ACS,NOX,858.534386
p59,TX,EASIUR,ACS,PM25,23382.961640
p59,TX,EASIUR,ACS,SO2,8265.168059
p59,TX,EASIUR,H6C,NH3,23472.859110
p59,TX,EASIUR,H6C,NOX,2204.287806
p59,TX,EASIUR,H6C,PM25,60076.888840
p59,TX,EASIUR,H6C,SO2,21234.345740
p59,TX,InMAP,ACS,NH3,15132.216350
p59,TX,InMAP,ACS,NOX,7455.960284
p59,TX,InMAP,ACS,PM25,20497.768430
p59,TX,InMAP,ACS,SO2,11292.454330
p59,TX,InMAP,ACS,VOC,2201.662568
p59,TX,InMAP,H6C,NH3,38878.032810
p59,TX,InMAP,H6C,NOX,19155.227010
p59,TX,InMAP,H6C,PM25,52663.886360
p59,TX,InMAP,H6C,SO2,29012.431670
p59,TX,InMAP,H6C,VOC,5655.222232
p6,OR,AP2,ACS,NH3,1265.445258
p6,OR,AP2,ACS,NOX,746.781134
p6,OR,AP2,ACS,PM25,3221.726293
p6,OR,AP2,ACS,SO2,4047.715783
p6,OR,AP2,ACS,VOC,507.098913
p6,OR,AP2,H6C,NH3,3249.774570
p6,OR,AP2,H6C,NOX,1917.157249
p6,OR,AP2,H6C,PM25,8276.098684
p6,OR,AP2,H6C,SO2,10398.335120
p6,OR,AP2,H6C,VOC,1301.335439
p6,OR,EASIUR,ACS,NH3,8166.488583
p6,OR,EASIUR,ACS,NOX,2973.136262
p6,OR,EASIUR,ACS,PM25,33456.366918
p6,OR,EASIUR,ACS,SO2,17609.581535
p6,OR,EASIUR,H6C,NH3,20980.805980
p6,OR,EASIUR,H6C,NOX,7637.389806
p6,OR,EASIUR,H6C,PM25,85958.752940
p6,OR,EASIUR,H6C,SO2,45243.192087
p6,OR,InMAP,ACS,NH3,6223.478942
p6,OR,InMAP,ACS,NOX,3949.536558
p6,OR,InMAP,ACS,PM25,10327.949714
p6,OR,InMAP,ACS,SO2,5828.145515
p6,OR,InMAP,ACS,VOC,1041.074181
p6,OR,InMAP,H6C,NH3,15988.580403
p6,OR,InMAP,H6C,NOX,10146.080667
p6,OR,InMAP,H6C,PM25,26534.304683
p6,OR,InMAP,H6C,SO2,14972.839873
p6,OR,InMAP,H6C,VOC,2673.292084
p60,TX,AP2,ACS,NH3,3659.508903
p60,TX,AP2,ACS,NOX,5108.678319
p60,TX,AP2,ACS,PM25,11374.096345
p60,TX,AP2,ACS,SO2,7584.481668
p60,TX,AP2,ACS,VOC,1378.310323
p60,TX,AP2,H6C,NH3,9400.905013
p60,TX,AP2,H6C,NOX,13124.293957
p60,TX,AP2,H6C,PM25,29222.196635
p60,TX,AP2,H6C,SO2,19485.440365
p60,TX,AP2,H6C,VOC,3539.761738
p60,TX,EASIUR,ACS,NH3,11753.530886
p60,TX,EASIUR,ACS,NOX,1752.334334
p60,TX,EASIUR,ACS,PM25,22661.556641
p60,TX,EASIUR,ACS,SO2,12045.089083
p60,TX,EASIUR,H6C,NH3,30197.087741
p60,TX,EASIUR,H6C,NOX,4500.751427
p60,TX,EASIUR,H6C,PM25,58223.364080
p60,TX,EASIUR,H6C,SO2,30946.195853
p60,TX,InMAP,ACS,NH3,21446.967668
p60,TX,InMAP,ACS,NOX,10178.044321
p60,TX,InMAP,ACS,PM25,27659.264094
p60,TX,InMAP,ACS,SO2,17791.024130
p60,TX,InMAP,ACS,VOC,3060.434891
p60,TX,InMAP,H6C,NH3,55102.688813
p60,TX,InMAP,H6C,NOX,26149.148836
p60,TX,InMAP,H6C,PM25,71064.104769
p60,TX,InMAP,H6C,SO2,45709.377305
p60,TX,InMAP,H6C,VOC,7861.688459
p61,TX,AP2,ACS,NH3,3274.427023
p61,TX,AP2,ACS,NOX,4235.965736
p61,TX,AP2,ACS,PM25,9616.439956
p61,TX,AP2,ACS,SO2,9131.936004
p61,TX,AP2,ACS,VOC,1196.745809
p61,TX,AP2,H6C,NH3,8411.504049
p61,TX,AP2,H6C,NOX,10882.010656
p61,TX,AP2,H6C,PM25,24706.204026
p61,TX,AP2,H6C,SO2,23461.355330
p61,TX,AP2,H6C,VOC,3073.263275
p61,TX,EASIUR,ACS,NH3,9653.378397
p61,TX,EASIUR,ACS,NOX,1060.163756
p61,TX,EASIUR,ACS,PM25,18439.280390
p61,TX,EASIUR,ACS,SO2,9576.579476
p61,TX,EASIUR,H6C,NH3,24801.110933
p61,TX,EASIUR,H6C,NOX,2722.339428
p61,TX,EASIUR,H6C,PM25,47374.959093
p61,TX,EASIUR,H6C,SO2,24603.789455
p61,TX,InMAP,ACS,NH3,17814.006998
p61,TX,InMAP,ACS,NOX,8458.738218
p61,TX,InMAP,ACS,PM25,23277.004109
p61,TX,InMAP,ACS,SO2,15258.575185
p61,TX,InMAP,ACS,VOC,2557.518736
p61,TX,InMAP,H6C,NH3,45768.427784
p61,TX,InMAP,H6C,NOX,21731.690621
p61,TX,InMAP,H6C,PM25,59804.649381
p61,TX,InMAP,H6C,SO2,39202.689880
p61,TX,InMAP,H6C,VOC,6569.532806
p62,TX,AP2,ACS,NH3,7054.084370
p62,TX,AP2,ACS,NOX,4108.504322
p62,TX,AP2,ACS,PM25,10267.608898
p62,TX,AP2,ACS,SO2,7227.959714
p62,TX,AP2,ACS,VOC,1269.514444
p62,TX,AP2,H6C,NH3,18122.676688
p62,TX,AP2,H6C,NOX,10554.520705
p62,TX,AP2,H6C,PM25,26379.269445
p62,TX,AP2,H6C,SO2,18569.419168
p62,TX,AP2,H6C,VOC,3260.229634
p62,TX,EASIUR,ACS,NH3,9987.290896
p62,TX,EASIUR,ACS,NOX,1081.771339
p62,TX,EASIUR,ACS,PM25,18986.968245
p62,TX,EASIUR,ACS,SO2,10259.085354
p62,TX,EASIUR,H6C,NH3,25659.041061
p62,TX,EASIUR,H6C,NOX,2777.856358
p62,TX,EASIUR,H6C,PM25,48782.147850
p62,TX,EASIUR,H6C,SO2,26357.369680
p62,TX,InMAP,ACS,NH3,18463.969599
p62,TX,InMAP,ACS,NOX,8859.679084
p62,TX,InMAP,ACS,PM25,23676.017021
p62,TX,InMAP,ACS,SO2,15210.643949
p62,TX,InMAP,ACS,VOC,2622.729922
p62,TX,InMAP,H6C,NH3,47438.393722
p62,TX,InMAP,H6C,NOX,22761.838493
p62,TX,InMAP,H6C,PM25,60829.843707
p62,TX,InMAP,H6C,SO2,39079.538905
p62,TX,InMAP,H6C,VOC,6737.081614
p63,TX,AP2,ACS,NH3,3180.195781
p63,TX,AP2,ACS,NOX,7488.167181
p63,TX,AP2,ACS,PM25,20003.760255
p63,TX,AP2,ACS,SO2,9755.608768
p63,TX,AP2,ACS,VOC,2303.653720
p63,TX,AP2,H6C,NH3,8169.393252
p63,TX,AP2,H6C,NOX,19237.977029
p63,TX,AP2,H6C,PM25,51394.618196
p63,TX,AP2,H6C,SO2,25063.774100
p63,TX,AP2,H6C,VOC,5917.270770
p63,TX,EASIUR,ACS,NH3,21868.633746
p63,TX,EASIUR,ACS,NOX,3223.641732
p63,TX,EASIUR,ACS,PM25,47947.250528
p63,TX,EASIUR,ACS,SO2,15772.282635
p63,TX,EASIUR,H6C,NH3,56186.086515
p63,TX,EASIUR,H6C,NOX,8281.020070
p63,TX,EASIUR,H6C,PM25,123190.559820
p63,TX,EASIUR,H6C,SO2,40522.571890
p63,TX,InMAP,ACS,NH3,29489.623540
p63,TX,InMAP,ACS,NOX,11670.544802
p63,TX,InMAP,ACS,PM25,42357.056367
p63,TX,InMAP,ACS,SO2,26275.896018
p63,TX,InMAP,ACS,VOC,4539.093394
p63,TX,InMAP,H6C,NH3,75766.895243
p63,TX,InMAP,H6C,NOX,29983.869419
p63,TX,InMAP,H6C,PM25,108827.527513
p63,TX,InMAP,H6C,SO2,67509.780930
p63,TX,InMAP,H6C,VOC,11660.844489
p64,TX,AP2,ACS,NH3,2375.627510
p64,TX,AP2,ACS,NOX,5515.860336
p64,TX,AP2,ACS,PM25,16626.538604
p64,TX,AP2,ACS,SO2,12177.098230
p64,TX,AP2,ACS,VOC,1952.748425
p64,TX,AP2,H6C,NH3,6102.194914
p64,TX,AP2,H6C,NOX,14170.477383
p64,TX,AP2,H6C,PM25,42717.434133
p64,TX,AP2,H6C,SO2,31285.370413
p64,TX,AP2,H6C,VOC,5015.680602
p64,TX,EASIUR,ACS,NH3,17475.856293
p64,TX,EASIUR,ACS,NOX,2642.419476
p64,TX,EASIUR,ACS,PM25,43234.478411
p64,TX,EASIUR,ACS,SO2,14961.632545
p64,TX,EASIUR,H6C,NH3,44899.608323
p64,TX,EASIUR,H6C,NOX,6787.670502
p64,TX,EASIUR,H6C,PM25,111081.910943
p64,TX,EASIUR,H6C,SO2,38439.747377
p64,TX,InMAP,ACS,NH3,24061.275035
p64,TX,InMAP,ACS,NOX,9743.587335
p64,TX,InMAP,ACS,PM25,32713.388320
p64,TX,InMAP,ACS,SO2,21720.815231
p64,TX,InMAP,ACS,VOC,3771.068051
p64,TX,InMAP,H6C,NH3,61819.697220
p64,TX,InMAP,H6C,NOX,25032.887119
p64,TX,InMAP,H6C,PM25,84049.798549
p64,TX,InMAP,H6C,SO2,55806.292530
p64,TX,InMAP,H6C,VOC,9687.536855
p65,TX,AP2,ACS,NH3,1948.875985
p65,TX,AP2,ACS,NOX,3582.657528
p65,TX,AP2,ACS,PM25,11824.339994
p65,TX,AP2,ACS,SO2,11175.647170
p65,TX,AP2,ACS,VOC,1448.802225
p65,TX,AP2,H6C,NH3,5005.731042
p65,TX,AP2,H6C,NOX,9203.448760
p65,TX,AP2,H6C,PM25,30379.019437
p65,TX,AP2,H6C,SO2,28712.315970
p65,TX,AP2,H6C,VOC,3720.878428
p65,TX,EASIUR,ACS,NH3,12727.335010
p65,TX,EASIUR,ACS,NOX,1859.226889
p65,TX,EASIUR,ACS,PM25,33149.068841
p65,TX,EASIUR,ACS,SO2,13411.025262
p65,TX,EASIUR,H6C,NH3,32699.108189
p65,TX,EASIUR,H6C,NOX,4775.393270
p65,TX,EASIUR,H6C,PM25,85169.203927
p65,TX,EASIUR,H6C,SO2,34455.731462
p65,TX,InMAP,ACS,NH3,14182.734484
p65,TX,InMAP,ACS,NOX,6576.323220
p65,TX,InMAP,ACS,PM25,18136.910004
p65,TX,InMAP,ACS,SO2,12038.174614
p65,TX,InMAP,ACS,VOC,2203.705455
p65,TX,InMAP,H6C,NH3,36438.504184
p65,TX,InMAP,H6C,NOX,16895.152452
p65,TX,InMAP,H6C,PM25,46598.070937
p65,TX,InMAP,H6C,SO2,30928.430327
p65,TX,InMAP,H6C,VOC,5660.471075
p66,TX,AP2,ACS,NH3,3808.770927
p66,TX,AP2,ACS,NOX,5429.917284
p66,TX,AP2,ACS,PM25,16728.447541
p66,TX,AP2,ACS,SO2,12131.848099
p66,TX,AP2,ACS,VOC,1920.673101
p66,TX,AP2,H6C,NH3,9784.407841
p66,TX,AP2,H6C,NOX,13949.661646
p66,TX,AP2,H6C,PM25,42979.271434
p66,TX,AP2,H6C,SO2,31169.108068
p66,TX,AP2,H6C,VOC,4933.268631
p66,TX,EASIUR,ACS,NH3,23430.330239
p66,TX,EASIUR,ACS,NOX,3039.657474
p66,TX,EASIUR,ACS,PM25,51358.065726
p66,TX,EASIUR,ACS,SO2,17228.526402
p66,TX,EASIUR,H6C,NH3,60198.594225
p66,TX,EASIUR,H6C,NOX,7808.304498
p66,TX,EASIUR,H6C,PM25,131954.056656
p66,TX,EASIUR,H6C,SO2,44264.137158
p66,TX,InMAP,ACS,NH3,28239.072156
p66,TX,InMAP,ACS,NOX,9298.070690
p66,TX,InMAP,ACS,PM25,38280.093120
p66,TX,InMAP,ACS,SO2,25293.120131
p66,TX,InMAP,ACS,VOC,3910.579541
p66,TX,InMAP,H6C,NH3,72553.820816
p66,TX,InMAP,H6C,NOX,23888.209533
p66,TX,InMAP,H6C,PM25,98352.479033
p66,TX,InMAP,H6C,SO2,64984.709094
p66,TX,InMAP,H6C,VOC,10045.987381
p67,TX,AP2,ACS,NH3,2983.418864
p67,TX,AP2,ACS,NOX,6197.866190
p67,TX,AP2,ACS,PM25,36576.331975
p67,TX,AP2,ACS,SO2,19201.122332
p67,TX,AP2,ACS,VOC,4006.037569
p67,TX,AP2,H6C,NH3,7663.809163
p67,TX,AP2,H6C,NOX,15922.772888
p67,TX,AP2,H6C,PM25,93974.960882
p67,TX,AP2,H6C,SO2,49332.379565
p67,TX,AP2,H6C,VOC,10291.250192
p67,TX,EASIUR,ACS,NH3,26294.048695
p67,TX,EASIUR,ACS,NOX,4044.686820
p67,TX,EASIUR,ACS,PM25,78331.289560
p67,TX,EASIUR,ACS,SO2,16897.893500
p67,TX,EASIUR,H6C,NH3,67556.421075
p67,TX,EASIUR,H6C,NOX,10390.552726
p67,TX,EASIUR,H6C,PM25,201257.067350
p67,TX,EASIUR,H6C,SO2,43414.633380
p67,TX,InMAP,ACS,NH3,36319.413800
p67,TX,InMAP,ACS,NOX,10409.454000
p67,TX,InMAP,ACS,PM25,52809.240802
p67,TX,InMAP,ACS,SO2,33727.482783
p67,TX,InMAP,ACS,VOC,5056.012343
