from_ba,to_ba,WKT
p7,p2,"LINESTRING(-116.96188948756 44.0266266063123,-120.50683379 46.6160627800001)"
p40,p52,"LINESTRING(-98.357986289243 40.9222682892426,-100.86408654967 37.9752130320694)"
p52,p40,"LINESTRING(-100.86408654967 37.9752130320694,-98.357986289243 40.9222682892426)"
p108,p82,"LINESTRING(-87.113323813612 37.7745792836963,-89.6700411394687 40.6999821157391)"
p82,p108,"LINESTRING(-89.6700411394687 40.6999821157391,-87.113323813612 37.7745792836963)"
p172,p180,"LINESTRING(-100.422226893188 25.9744104538249,-102.49151960909 22.9111787137317)"
p180,p172,"LINESTRING(-102.49151960909 22.9111787137317,-100.422226893188 25.9744104538249)"
p180,p184,"LINESTRING(-102.49151960909 22.9111787137317,-101.743390938646 19.3606007858006)"
p184,p180,"LINESTRING(-101.743390938646 19.3606007858006,-102.49151960909 22.9111787137317)"
p43,p70,"LINESTRING(-93.2537321966635 44.9819251260619,-93.6199809181302 41.5799800812373)"
p70,p43,"LINESTRING(-93.6199809181302 41.5799800812373,-93.2537321966635 44.9819251260619)"
p138,p4,"LINESTRING(-118.424113568999 50.5206295077083,-119.27649915 47.13184305)"
p4,p138,"LINESTRING(-119.27649915 47.13184305,-118.424113568999 50.5206295077083)"
p63,p66,"LINESTRING(-96.8419627874982 32.8219696816773,-94.101682781739 30.086263040176)"
p66,p63,"LINESTRING(-94.101682781739 30.086263040176,-96.8419627874982 32.8219696816773)"
p178,p182,"LINESTRING(-104.907286793293 21.4220858927954,-101.166961363025 20.4112138645946)"
p182,p178,"LINESTRING(-101.166961363025 20.4112138645946,-104.907286793293 21.4220858927954)"
p106,p81,"LINESTRING(-86.1719939153852 39.7519342813145,-90.5346136899278 41.4933962189324)"
p81,p106,"LINESTRING(-90.5346136899278 41.4933962189324,-86.1719939153852 39.7519342813145)"
p27,p30,"LINESTRING(-114.308278851156 34.4982934763913,-110.891932066526 32.2069426227557)"
p30,p27,"LINESTRING(-110.891932066526 32.2069426227557,-114.308278851156 34.4982934763913)"
p22,p24,"LINESTRING(-106.66107774 44.340041,-104.819710735883 41.1400069367046)"
p24,p22,"LINESTRING(-104.819710735883 41.1400069367046,-106.66107774 44.340041)"
p121,p132,"LINESTRING(-77.7202795834312 39.6416487824015,-73.2019070419611 41.1819245156953)"
p132,p121,"LINESTRING(-73.2019070419611 41.1819245156953,-77.7202795834312 39.6416487824015)"
p110,p115,"LINESTRING(-82.52436295 37.4804456,-80.0019312526002 40.4319444538432)"
p115,p110,"LINESTRING(-80.0019312526002 40.4319444538432,-82.52436295 37.4804456)"
p4,p7,"LINESTRING(-119.27649915 47.13184305,-116.96188948756 44.0266266063123)"
p7,p4,"LINESTRING(-116.96188948756 44.0266266063123,-119.27649915 47.13184305)"
p105,p78,"LINESTRING(-85.13065338 41.11969488,-89.4011169858218 43.0730155630143)"
p78,p105,"LINESTRING(-89.4011169858218 43.0730155630143,-85.13065338 41.11969488)"
p104,p146,"LINESTRING(-85.5871895769524 42.292158832868,-80.6923455145141 43.5705988144701)"
p146,p104,"LINESTRING(-80.6923455145141 43.5705988144701,-85.5871895769524 42.292158832868)"
p1,p14,"LINESTRING(-122.341930845868 47.5719479125307,-117.016588991141 46.4166099233792)"
p14,p1,"LINESTRING(-117.016588991141 46.4166099233792,-122.341930845868 47.5719479125307)"
p106,p117,"LINESTRING(-86.1719939153852 39.7519342813145,-81.6327281104652 38.3497379751048)"
p117,p106,"LINESTRING(-81.6327281104652 38.3497379751048,-86.1719939153852 39.7519342813145)"
p112,p118,"LINESTRING(-82.9919554632241 39.9819202432293,-79.9416168637136 37.2711991567412)"
p118,p112,"LINESTRING(-79.9416168637136 37.2711991567412,-82.9919554632241 39.9819202432293)"
p16,p26,"LINESTRING(-112.033301434154 43.4666866242138,-109.528002158428 40.4553975617018)"
p26,p16,"LINESTRING(-109.528002158428 40.4553975617018,-112.033301434154 43.4666866242138)"
p89,p93,"LINESTRING(-86.8249951596396 33.5300063263225,-86.4436489275417 36.9906994822608)"
p93,p89,"LINESTRING(-86.4436489275417 36.9906994822608,-86.8249951596396 33.5300063263225)"
p92,p95,"LINESTRING(-86.76913977 36.1715035299999,-82.3941545020697 34.8529229929944)"
p95,p92,"LINESTRING(-82.3941545020697 34.8529229929944,-86.76913977 36.1715035299999)"
p166,p173,"LINESTRING(-105.052527418409 24.232600490598,-101.203342455042 25.4994310223412)"
p173,p166,"LINESTRING(-101.203342455042 25.4994310223412,-105.052527418409 24.232600490598)"
p123,p132,"LINESTRING(-77.0113644394371 38.901495235087,-73.2019070419611 41.1819245156953)"
p132,p123,"LINESTRING(-73.2019070419611 41.1819245156953,-77.0113644394371 38.901495235087)"
p168,p62,"LINESTRING(-102.162149643101 28.3185786352348,-102.36722477396 31.8455613393366)"
p62,p168,"LINESTRING(-102.36722477396 31.8455613393366,-102.162149643101 28.3185786352348)"
p50,p52,"LINESTRING(-97.5206293727874 35.4719888060368,-100.86408654967 37.9752130320694)"
p52,p50,"LINESTRING(-100.86408654967 37.9752130320694,-97.5206293727874 35.4719888060368)"
p185,p190,"LINESTRING(-101.638665794338 18.0543354997246,-97.9507085120238 19.0699632855265)"
p190,p185,"LINESTRING(-97.9507085120238 19.0699632855265,-101.638665794338 18.0543354997246)"
p75,p81,"LINESTRING(-88.0000138770922 44.5299808950513,-90.5346136899278 41.4933962189324)"
p81,p75,"LINESTRING(-90.5346136899278 41.4933962189324,-88.0000138770922 44.5299808950513)"
p69,p75,"LINESTRING(-92.3427978940366 42.4931543162673,-88.0000138770922 44.5299808950513)"
p75,p69,"LINESTRING(-88.0000138770922 44.5299808950513,-92.3427978940366 42.4931543162673)"
p126,p99,"LINESTRING(-74.7433553483933 40.216962503107,-75.9802645859174 36.8551601927613)"
p99,p126,"LINESTRING(-75.9802645859174 36.8551601927613,-74.7433553483933 40.216962503107)"
p50,p55,"LINESTRING(-97.5206293727874 35.4719888060368,-93.319999228676 37.1800160919621)"
p55,p50,"LINESTRING(-93.319999228676 37.1800160919621,-97.5206293727874 35.4719888060368)"
p94,p96,"LINESTRING(-84.4018952418757 33.8319597126059,-79.9921047380627 32.7923769317883)"
p96,p94,"LINESTRING(-79.9921047380627 32.7923769317883,-84.4018952418757 33.8319597126059)"
p12,p6,"LINESTRING(-119.820009604758 39.5299760122188,-122.874422650018 42.3266270132067)"
p6,p12,"LINESTRING(-122.874422650018 42.3266270132067,-119.820009604758 39.5299760122188)"
p93,p94,"LINESTRING(-86.4436489275417 36.9906994822608,-84.4018952418757 33.8319597126059)"
p94,p93,"LINESTRING(-84.4018952418757 33.8319597126059,-86.4436489275417 36.9906994822608)"
p57,p87,"LINESTRING(-94.7402742937857 32.5005342804199,-90.1849967872571 32.2988153269685)"
p87,p57,"LINESTRING(-90.1849967872571 32.2988153269685,-94.7402742937857 32.5005342804199)"
p60,p64,"LINESTRING(-101.475186199737 32.2431856476064,-97.7447242214212 30.2688955442973)"
p64,p60,"LINESTRING(-97.7447242214212 30.2688955442973,-101.475186199737 32.2431856476064)"
p134,p152,"LINESTRING(-70.2152596452502 44.1007047720027,-66.3733859464408 46.6103369615523)"
p152,p134,"LINESTRING(-66.3733859464408 46.6103369615523,-70.2152596452502 44.1007047720027)"
p114,p80,"LINESTRING(-84.4588685084773 39.1638306436169,-87.7520008327093 41.8319365192784)"
p80,p114,"LINESTRING(-87.7520008327093 41.8319365192784,-84.4588685084773 39.1638306436169)"
p106,p111,"LINESTRING(-86.1719939153852 39.7519342813145,-81.6969440699897 41.4719326537173)"
p111,p106,"LINESTRING(-81.6969440699897 41.4719326537173,-86.1719939153852 39.7519342813145)"
p175,p182,"LINESTRING(-98.2208072774353 22.8919218594279,-101.166961363025 20.4112138645946)"
p182,p175,"LINESTRING(-101.166961363025 20.4112138645946,-98.2208072774353 22.8919218594279)"
p72,p92,"LINESTRING(-90.2419263698286 38.6369635781852,-86.76913977 36.1715035299999)"
p92,p72,"LINESTRING(-86.76913977 36.1715035299999,-90.2419263698286 38.6369635781852)"
p51,p73,"LINESTRING(-95.9300207944416 36.120003274575,-91.77041486 37.95128631)"
p73,p51,"LINESTRING(-91.77041486 37.95128631,-95.9300207944416 36.120003274575)"
p100,p110,"LINESTRING(-78.1666347673523 39.178731301931,-82.52436295 37.4804456)"
p110,p100,"LINESTRING(-82.52436295 37.4804456,-78.1666347673523 39.178731301931)"
p172,p175,"LINESTRING(-100.422226893188 25.9744104538249,-98.2208072774353 22.8919218594279)"
p175,p172,"LINESTRING(-98.2208072774353 22.8919218594279,-100.422226893188 25.9744104538249)"
p21,p32,"LINESTRING(-108.395048056861 43.0281604197849,-103.230557090044 44.080550963409)"
p32,p21,"LINESTRING(-103.230557090044 44.080550963409,-108.395048056861 43.0281604197849)"
p160,p167,"LINESTRING(-108.208882912979 25.7583536915336,-103.999146896244 25.7821659593904)"
p167,p160,"LINESTRING(-103.999146896244 25.7821659593904,-108.208882912979 25.7583536915336)"
p18,p35,"LINESTRING(-111.299987021717 47.500290546756,-105.839984376838 46.4088842967516)"
p35,p18,"LINESTRING(-105.839984376838 46.4088842967516,-111.299987021717 47.500290546756)"
p174,p184,"LINESTRING(-99.0146229506645 22.0562165828326,-101.743390938646 19.3606007858006)"
p184,p174,"LINESTRING(-101.743390938646 19.3606007858006,-99.0146229506645 22.0562165828326)"
p177,p182,"LINESTRING(-99.2177562787674 23.6443324364708,-101.166961363025 20.4112138645946)"
p182,p177,"LINESTRING(-101.166961363025 20.4112138645946,-99.2177562787674 23.6443324364708)"
p68,p81,"LINESTRING(-93.9991567400719 44.1636208283181,-90.5346136899278 41.4933962189324)"
p81,p68,"LINESTRING(-90.5346136899278 41.4933962189324,-93.9991567400719 44.1636208283181)"
p106,p79,"LINESTRING(-86.1719939153852 39.7519342813145,-87.921912942085 43.0546009073042)"
p79,p106,"LINESTRING(-87.921912942085 43.0546009073042,-86.1719939153852 39.7519342813145)"
p74,p79,"LINESTRING(-87.4065875668684 46.5467311798901,-87.921912942085 43.0546009073042)"
p79,p74,"LINESTRING(-87.921912942085 43.0546009073042,-87.4065875668684 46.5467311798901)"
p132,p134,"LINESTRING(-73.2019070419611 41.1819245156953,-70.2152596452502 44.1007047720027)"
p134,p132,"LINESTRING(-70.2152596452502 44.1007047720027,-73.2019070419611 41.1819245156953)"
p63,p65,"LINESTRING(-96.8419627874982 32.8219696816773,-98.5092511989633 29.489279048526)"
p65,p63,"LINESTRING(-98.5092511989633 29.489279048526,-96.8419627874982 32.8219696816773)"
p13,p28,"LINESTRING(-115.221952004694 36.2119436400243,-112.071937559695 33.5419257363676)"
p28,p13,"LINESTRING(-112.071937559695 33.5419257363676,-115.221952004694 36.2119436400243)"
p171,p176,"LINESTRING(-98.0474693796669 25.1324674394656,-98.8880381360018 21.5196545172561)"
p176,p171,"LINESTRING(-98.8880381360018 21.5196545172561,-98.0474693796669 25.1324674394656)"
p105,p115,"LINESTRING(-85.13065338 41.11969488,-80.0019312526002 40.4319444538432)"
p115,p105,"LINESTRING(-80.0019312526002 40.4319444538432,-85.13065338 41.11969488)"
p117,p95,"LINESTRING(-81.6327281104652 38.3497379751048,-82.3941545020697 34.8529229929944)"
p95,p117,"LINESTRING(-82.3941545020697 34.8529229929944,-81.6327281104652 38.3497379751048)"
p17,p20,"LINESTRING(-113.993052614175 46.8722410268966,-108.54000044944 45.7883020213584)"
p20,p17,"LINESTRING(-108.54000044944 45.7883020213584,-113.993052614175 46.8722410268966)"
p65,p66,"LINESTRING(-98.5092511989633 29.489279048526,-94.101682781739 30.086263040176)"
p66,p65,"LINESTRING(-94.101682781739 30.086263040176,-98.5092511989633 29.489279048526)"
p158,p165,"LINESTRING(-109.478722970365 30.4118017092501,-106.1153364555 28.0477762634166)"
p165,p158,"LINESTRING(-106.1153364555 28.0477762634166,-109.478722970365 30.4118017092501)"
p124,p128,"LINESTRING(-75.74237466 37.71080118,-73.25742602 40.80816052)"
p128,p124,"LINESTRING(-73.25742602 40.80816052,-75.74237466 37.71080118)"
p38,p46,"LINESTRING(-96.729997804536 43.5499890330683,-91.2394285499568 43.8013690379522)"
p46,p38,"LINESTRING(-91.2394285499568 43.8013690379522,-96.729997804536 43.5499890330683)"
p126,p130,"LINESTRING(-74.7433553483933 40.216962503107,-71.4552873145261 42.9959918406833)"
p130,p126,"LINESTRING(-71.4552873145261 42.9959918406833,-74.7433553483933 40.216962503107)"
p8,p9,"LINESTRING(-122.309392539339 41.3103582957546,-122.417168773552 37.7691956296874)"
p9,p8,"LINESTRING(-122.417168773552 37.7691956296874,-122.309392539339 41.3103582957546)"
p89,p95,"LINESTRING(-86.8249951596396 33.5300063263225,-82.3941545020697 34.8529229929944)"
p95,p89,"LINESTRING(-82.3941545020697 34.8529229929944,-86.8249951596396 33.5300063263225)"
p157,p28,"LINESTRING(-111.266519364596 29.9936882178759,-112.071937559695 33.5419257363676)"
p28,p157,"LINESTRING(-112.071937559695 33.5419257363676,-111.266519364596 29.9936882178759)"
p173,p175,"LINESTRING(-101.203342455042 25.4994310223412,-98.2208072774353 22.8919218594279)"
p175,p173,"LINESTRING(-98.2208072774353 22.8919218594279,-101.203342455042 25.4994310223412)"
p174,p189,"LINESTRING(-99.0146229506645 22.0562165828326,-96.5548543289361 19.0725025885487)"
p189,p174,"LINESTRING(-96.5548543289361 19.0725025885487,-99.0146229506645 22.0562165828326)"
p16,p22,"LINESTRING(-112.033301434154 43.4666866242138,-106.66107774 44.340041)"
p22,p16,"LINESTRING(-106.66107774 44.340041,-112.033301434154 43.4666866242138)"
p60,p65,"LINESTRING(-101.475186199737 32.2431856476064,-98.5092511989633 29.489279048526)"
p65,p60,"LINESTRING(-98.5092511989633 29.489279048526,-101.475186199737 32.2431856476064)"
p112,p83,"LINESTRING(-82.9919554632241 39.9819202432293,-88.2041874610773 40.1099922882629)"
p83,p112,"LINESTRING(-88.2041874610773 40.1099922882629,-82.9919554632241 39.9819202432293)"
p56,p57,"LINESTRING(-94.1572091082366 36.0629783315409,-94.7402742937857 32.5005342804199)"
p57,p56,"LINESTRING(-94.7402742937857 32.5005342804199,-94.1572091082366 36.0629783315409)"
p15,p17,"LINESTRING(-116.227489870044 43.6085901072873,-113.993052614175 46.8722410268966)"
p17,p15,"LINESTRING(-113.993052614175 46.8722410268966,-116.227489870044 43.6085901072873)"
p105,p107,"LINESTRING(-85.13065338 41.11969488,-87.5558291033274 37.9746962677465)"
p107,p105,"LINESTRING(-87.5558291033274 37.9746962677465,-85.13065338 41.11969488)"
p117,p119,"LINESTRING(-81.6327281104652 38.3497379751048,-77.8602452002939 40.7937231639167)"
p119,p117,"LINESTRING(-77.8602452002939 40.7937231639167,-81.6327281104652 38.3497379751048)"
p88,p90,"LINESTRING(-88.7033301205846 34.2579205515856,-88.0499849871184 30.6800252472094)"
p90,p88,"LINESTRING(-88.0499849871184 30.6800252472094,-88.7033301205846 34.2579205515856)"
p60,p63,"LINESTRING(-101.475186199737 32.2431856476064,-96.8419627874982 32.8219696816773)"
p63,p60,"LINESTRING(-96.8419627874982 32.8219696816773,-101.475186199737 32.2431856476064)"
p68,p76,"LINESTRING(-93.9991567400719 44.1636208283181,-88.4005062273542 44.2686790151675)"
p76,p68,"LINESTRING(-88.4005062273542 44.2686790151675,-93.9991567400719 44.1636208283181)"
p170,p65,"LINESTRING(-98.2849872683049 25.8163982813975,-98.5092511989633 29.489279048526)"
p65,p170,"LINESTRING(-98.5092511989633 29.489279048526,-98.2849872683049 25.8163982813975)"
p112,p119,"LINESTRING(-82.9919554632241 39.9819202432293,-77.8602452002939 40.7937231639167)"
p119,p112,"LINESTRING(-77.8602452002939 40.7937231639167,-82.9919554632241 39.9819202432293)"
p115,p126,"LINESTRING(-80.0019312526002 40.4319444538432,-74.7433553483933 40.216962503107)"
p126,p115,"LINESTRING(-74.7433553483933 40.216962503107,-80.0019312526002 40.4319444538432)"
p71,p78,"LINESTRING(-92.5828090838162 40.1936822703596,-89.4011169858218 43.0730155630143)"
p78,p71,"LINESTRING(-89.4011169858218 43.0730155630143,-92.5828090838162 40.1936822703596)"
p203,p30,"LINESTRING(-115.578396421413 32.4501042047207,-110.891932066526 32.2069426227557)"
p30,p203,"LINESTRING(-110.891932066526 32.2069426227557,-115.578396421413 32.4501042047207)"
p107,p110,"LINESTRING(-87.5558291033274 37.9746962677465,-82.52436295 37.4804456)"
p110,p107,"LINESTRING(-82.52436295 37.4804456,-87.5558291033274 37.9746962677465)"
p42,p68,"LINESTRING(-95.98582149 47.536101,-93.9991567400719 44.1636208283181)"
p68,p42,"LINESTRING(-93.9991567400719 44.1636208283181,-95.98582149 47.536101)"
p63,p86,"LINESTRING(-96.8419627874982 32.8219696816773,-92.1191939715096 32.5096034942871)"
p86,p63,"LINESTRING(-92.1191939715096 32.5096034942871,-96.8419627874982 32.8219696816773)"
p50,p57,"LINESTRING(-97.5206293727874 35.4719888060368,-94.7402742937857 32.5005342804199)"
p57,p50,"LINESTRING(-94.7402742937857 32.5005342804199,-97.5206293727874 35.4719888060368)"
p106,p92,"LINESTRING(-86.1719939153852 39.7519342813145,-86.76913977 36.1715035299999)"
p92,p106,"LINESTRING(-86.76913977 36.1715035299999,-86.1719939153852 39.7519342813145)"
p177,p187,"LINESTRING(-99.2177562787674 23.6443324364708,-99.2695042895469 19.8452863755325)"
p187,p177,"LINESTRING(-99.2695042895469 19.8452863755325,-99.2177562787674 23.6443324364708)"
p122,p131,"LINESTRING(-75.1719418320079 40.0019190225265,-71.0719595321869 42.3319060017023)"
p131,p122,"LINESTRING(-71.0719595321869 42.3319060017023,-75.1719418320079 40.0019190225265)"
p109,p84,"LINESTRING(-85.7506501246934 38.2269627643814,-90.4026837582867 36.7601967560229)"
p84,p109,"LINESTRING(-90.4026837582867 36.7601967560229,-85.7506501246934 38.2269627643814)"
p170,p181,"LINESTRING(-98.2849872683049 25.8163982813975,-100.758610639159 22.7474689524954)"
p181,p170,"LINESTRING(-100.758610639159 22.7474689524954,-98.2849872683049 25.8163982813975)"
p161,p165,"LINESTRING(-106.935479634913 24.3756966070532,-106.1153364555 28.0477762634166)"
p165,p161,"LINESTRING(-106.1153364555 28.0477762634166,-106.935479634913 24.3756966070532)"
p108,p112,"LINESTRING(-87.113323813612 37.7745792836963,-82.9919554632241 39.9819202432293)"
p112,p108,"LINESTRING(-82.9919554632241 39.9819202432293,-87.113323813612 37.7745792836963)"
p164,p61,"LINESTRING(-107.462318821811 30.3622434887791,-102.88091183 30.90188409)"
p61,p164,"LINESTRING(-102.88091183 30.90188409,-107.462318821811 30.3622434887791)"
p105,p108,"LINESTRING(-85.13065338 41.11969488,-87.113323813612 37.7745792836963)"
p108,p105,"LINESTRING(-87.113323813612 37.7745792836963,-85.13065338 41.11969488)"
p104,p77,"LINESTRING(-85.5871895769524 42.292158832868,-90.5038920509303 43.9850529165334)"
p77,p104,"LINESTRING(-90.5038920509303 43.9850529165334,-85.5871895769524 42.292158832868)"
p86,p90,"LINESTRING(-92.1191939715096 32.5096034942871,-88.0499849871184 30.6800252472094)"
p90,p86,"LINESTRING(-88.0499849871184 30.6800252472094,-92.1191939715096 32.5096034942871)"
p175,p190,"LINESTRING(-98.2208072774353 22.8919218594279,-97.9507085120238 19.0699632855265)"
p190,p175,"LINESTRING(-97.9507085120238 19.0699632855265,-98.2208072774353 22.8919218594279)"
p26,p34,"LINESTRING(-109.528002158428 40.4553975617018,-104.791986329959 38.8629624624115)"
p34,p26,"LINESTRING(-104.791986329959 38.8629624624115,-109.528002158428 40.4553975617018)"
p72,p80,"LINESTRING(-90.2419263698286 38.6369635781852,-87.7520008327093 41.8319365192784)"
p80,p72,"LINESTRING(-87.7520008327093 41.8319365192784,-90.2419263698286 38.6369635781852)"
p14,p5,"LINESTRING(-117.016588991141 46.4166099233792,-122.681935932133 45.521969681728)"
p5,p14,"LINESTRING(-122.681935932133 45.521969681728,-117.016588991141 46.4166099233792)"
p112,p121,"LINESTRING(-82.9919554632241 39.9819202432293,-77.7202795834312 39.6416487824015)"
p121,p112,"LINESTRING(-77.7202795834312 39.6416487824015,-82.9919554632241 39.9819202432293)"
